school_id,location,district,modified_name_transliterated
3207,"khahare,dakshinkali-1",kathmandu,ankuran waldorf inspired vi
3208,maligaun,kathmandu,anmol jyoti english boarding vi
3209,marpak polchet,dhading,annapurna bal bikas kendra
3210,dahaldanda,sindhuli,annapurna A vi
3211,kamithok,nuwakot,annapurna A vi
3212,baseri dadagaun,dhading,annapurna A vi
3213,neelakantha,dhading,annapurna A vi
3214,dadagaun chhap,dhading,annapurna A vi
3215,siddhalek,dhading,annapurna A vi
3216,tinghare,dhading,annapurna A vi
3217,phulkharka  kalleri,dhading,annapurna A vi
3218,gairigaun sinamangal,kathmandu,annapurna ebs
3219,bagdol,lalitpur,annapurna english boarding mA vi
3220,shera,nuwakot,annapurna panchakanya A vi
3221,"inbahal, kamalachhi",kathmandu,annapurna mA vi
3222,jwalamukhi,dhading,annapurna mA vi
3223,bharatpur,chitwan,annapurna mA vi bharatpur
3224,ratnanagar,chitwan,annapurna shishu niketan
3225,annapurna chowk,kathmandu,annapurna vidhya sadan
3226,katunje,bhaktapur,anshumali A vi
3227,saraswoti tole,bhaktapur,antalingashor prA vi
3228,pudighyang,ramechhap,antarastriya yuwa barsa mA vi
3229,anteredanda,kavrepalanchok,anter jyoti prA vi
3230,karaiya,chitwan,antyodaya janajati awasiya vi
3231,sakuna marga,kathmandu,anupam bidya sadan ebs
3232,khetrapur,chitwan,apex academy mA vi bharatpur
3233,suryabinayak,bhaktapur,apex boarding mA vi
3234,"charighyang, charikot",dolakha,apex english boarding vi
3235,basundhara,kathmandu,apex kids montessori
3236,saraswatinagar,kathmandu,apex life vi
3237,lubhu,lalitpur,api montessori and training center
3238,dhapasi,kathmandu,api vi
3239,bastipur,makwanpur,apical academy english medium vi
3240,tinkune,kathmandu,apple international vi
3241,jorpati,kathmandu,apple seeds vi
3242,chandragiri municipality,kathmandu,approach english boarding vi
3243,changunarayan municipality,bhaktapur,aradhana gyankunja A vi
3244,siddhipur,lalitpur,arambha A vi
3245,hetauda,makwanpur,araniko academy
3246,bhota bahal,kathmandu,araniko awasiya ebs
3247,jyamire,makwanpur,araniko A vi
3248,indrawati,sindhupalchok,archale babike
3249,archale,sindhupalchok,archale A vi
3250,purgaun,nuwakot,arjun A vi
3251,talchhikhel,lalitpur,arniko international academy s s talchhikhel lalitpur
3252,gamcha,bhaktapur,arniko mA vi
3253,25,lalitpur,arohi bidhyakunja rastriya vi
3254,dipendranagar,chitwan,aroma english mA vi bharatpur
3255,baseri arubote,dhading,arubote prA vi
3256,chhapthok,nuwakot,arukharka chhap A vi
3257,naukunda,rasuwa,arukharka prA vi
3258,jorpati,kathmandu,arun jyoti vidya mandir
3259,kathmandu,kathmandu,arundeep academy ebs
3260,bauddha,kathmandu,arunima mA vi
3261,boudha mahankal,kathmandu,arunima shikshya sadan mA vi
3262,"basantanagar, balaju",kathmandu,arunni ebs
3263,rudra mati chowk,kathmandu,arunodaya academy
3264,dahalphedi,rasuwa,arunodaya A vi
3265,neelakantha,dhading,arunodaya A vi
3266,dhokatole,kathmandu,arunodaya basic v
3267,bahakhabazar,bhaktapur,arunodaya ebs
3268,kushadevi,kavrepalanchok,arunodaya english awasiya mA vi
3269,satikhel,kathmandu,arunodaya mA vi final wrong
3270,chunatal,kavrepalanchok,arunodaya prA vi
3271,aarubari,kathmandu,arunodaya mA vi
3272,dakshinkali,kathmandu,arunodaya mA vi
3273,matragaun,nuwakot,arunodaya mA vi
3274,dudhauli,sindhuli,arunodaya mA vi ratetar
3275,gitanagar,chitwan,arunodaya mA vi bharatpur
3276,subhakamana,kathmandu,arya academy
3277,bunapa -11,kathmandu,arya asanga buddhist mA vi
3278,25,lalitpur,arya early child care center
3279,"lalitpur metropolitancity, bungamati, chunikhel",lalitpur,arya A vi
3280,asare,dhading,asare A vi
3281,shantinagar,kathmandu,asha mandir english boarding mA vi
3282,talchikhel,lalitpur,asha ebs
3283,shantinagar,kathmandu,asha mandari ebs
3284,chittapol,bhaktapur,asha shiksha sadan
3285,sanepa,lalitpur,asha special vi & rehabilitation center
3286,"hetauda ,makawanpur",makwanpur,asha special vi and rehabilitation centre
3287,"balaju height, kathmandu",kathmandu,asha vidhyashram vi
3288,nhakadol,bhaktapur,ashapuri prA vi
3289,baluwatar,kathmandu,ashirvad boarding vi
3290,samakhusi,kathmandu,ashirwad mA vi
3291,bhanimandal,lalitpur,ashish ebs
3292,dakshinkali,kathmandu,ashiyali tarapunj mA vi
3293,bhimshanthan,kathmandu,ashraya vidhya sadan
3294,tokha,kathmandu,asia pacific vi
3295,anamanagar,kathmandu,asian public ebs
3296,lalitpur,lalitpur,asian vi
3297,bhainsepati,lalitpur,asmita english vi
3298,kalikasthan,kathmandu,asphodel ebs
3299,pragatimukh marga,kathmandu,astra A vi
3300,ekantakuna,lalitpur,atihsa ebs
3301,lalitpur,lalitpur,atisha prA vi
3302,narayantar,kathmandu,atlantic english boarding vi
3303,shivapuri,kathmandu,atma bikash prA vi
3304,koteshwar,kathmandu,atul smriti vi
3305,budhanilkantha,kathmandu,aum vi
3306,kuleswar,kathmandu,avantgarde boarding vi
3307,dhobighat,lalitpur,avens vi
3308,shankhamul,kathmandu,awareness international academy
3309,mid baneshwor,kathmandu,axis international vi
3310,magargaun,kavrepalanchok,azad A vi
3311,chaklakiwa,kavrepalanchok,azad mA vi
3312,budhanilkantha,kathmandu,baalaark vi
3313,bijayachwok,kathmandu,baba batika ebs
3314,motichowk chhabahil,kathmandu,baba ebs
3315,25,lalitpur,babike ward no
3316,gairigaun,kathmandu,baby angel english mA vi
3317,lubhu,lalitpur,baby bloom A vi
3318,,lalitpur,baby care A vi
3319,madhyapur,bhaktapur,baby palace montessori & child care
3320,gongabu bhandari tole,kathmandu,babyland english mA vi
3321,mangalpur,chitwan,babylon english vi bharatpur
3322,shantinagar baneshwor,kathmandu,babylon national vi
3323,kotthok,sindhupalchok,bachala devi A vi
3324,dhulikhel,kavrepalanchok,bachala devi A vi phusrathumka
3325,tripurasundari rm,sindhupalchok,bachala devi prA vi
3326,chhap,sindhupalchok,bachala devi prA vi
3327,lekharka,sindhupalchok,bachala mai A vi
3328,golanjor,sindhuli,bachchapani prA vi sanne
3329,shivapuri,nuwakot,bachchhala aavi
3330,betinee,rasuwa,bachchhala devi A via
3331,nagpuje,sindhupalchok,bachchhala devi mA vi
3332,satyadevi khaniyabas,dhading,bachchhala devi mA vi
3333,chwandanda,nuwakot,bachchhala mA vi
3334,bidur- nuwakot,nuwakot,bachchhaladevi mA vi
3335,pachuwar,kavrepalanchok,bachchheshwar A vi
3336,chhabisephat,nuwakot,bachhala mA vi
3337,ratnanagar,chitwan,bachhauli mA vi
3338,gangajamuna,dhading,badri bisal mA vi
3339,madanpur,nuwakot,bagbachala prA vi
3340,"jymadi, deurali",kavrepalanchok,bagdevi mA vi
3341,changunarayan municipality,bhaktapur,bagehini mA vi
3342,padali,bhaktapur,bagehitimai prA vi
3343,gajuri,dhading,bageshori A vi
3344,khairang,makwanpur,bageshwari A vi
3345,golanjor,sindhuli,bageshwari prA vi
3346,bhorle,rasuwa,bageshwari mA vi
3347,thaha,makwanpur,bageshwari mA vi
3348,chotesh,dhading,bageshworee A vi
3349,benighat rorang,dhading,bageshworee mA vi
3350,sundaridanda,sindhupalchok,bageshwori A vi
3351,pipaltar,ramechhap,bageshwori A vi
3352,dharpa,sindhupalchok,bageshwori A vi
3353,bhirkharka,sindhupalchok,bageshwori A vi
3354,dhade,nuwakot,bageshwori A vi
3355,parbatichaur,nuwakot,bageshwori A vi
3356,bidur,nuwakot,bageshwori A vi
3357,tarakeshwor,nuwakot,bageshwori A vi
3358,aduwa bari,dhading,bageshwori A vi
3359,baireni palang kharka,dhading,bageshwori A vi
3360,bahunpalang,dhading,bageshwori A vi
3361,chalise,dhading,bageshwori A vi
3362,neelkantha,dhading,bageshwori A vi
3363,petare,dhading,bageshwori A vi
3364,kanapa,sindhuli,bageshwori A vi bagchheda
3365,godawari municipality,lalitpur,bageshwori prA vi
3366,kakani,nuwakot,bageshwori prA vi
3367,okhhardada,makwanpur,bageshwori prA vi
3368,sanofakhel,makwanpur,bageshwori prA vi
3369,bakaiya,makwanpur,bageshwori prA vi
3370,karkikhola,makwanpur,bageshwori prA vi
3371,chokade,nuwakot,bageshwori mA vi
3372,kuwapani,nuwakot,bagh bachala mahadev A vi
3373,aadamara,dhading,bagh bachchhala A vi
3374,majuwa,makwanpur,bagh batsala prA vi
3375,gairigaun,sindhupalchok,bagh bhairab A vi
3376,hugdi,dhading,bagh bhairab A vi
3377,sirudanda,makwanpur,bagh bhairab A vi
3378,kritipur,kathmandu,bagh bhairab boardingmA vi
3379,bajhagaun,makwanpur,bagh bhairab mA vi
3380,champadevi,kathmandu,bagh bhairab mA vi
3381,jhyadikharka,sindhupalchok,bagh bhairab prA vi
3382,kopu,kathmandu,bagh bhairab prA vi
3383,bakaiya,makwanpur,bagh bhairab prA vi
3384,apchaur,makwanpur,bagh bhairab prA vi
3385,sunkoshi  rm,sindhupalchok,bagh bhairab mA vi
3386,muldanda,lalitpur,bagh bhairab mA vi
3387,bidur,nuwakot,bagh bhairam A vi
3388,kumpur,dhading,bagh bhairung A vi
3389,jirauna,chitwan,bagh devi ni mA vi
3390,tallo ramche,dhading,bagh sundar A vi
3391,dandakharka,nuwakot,baghabhairav A vi
3392,mankhu,dhading,baghbachchhala A vi
3393,sundarijal,kathmandu,baghdwar prA vi
3394,taulachhen,bhaktapur,bagiswori mA vi
3395,bageri,makwanpur,bagmati A viidyalay
3396,basundhara,kathmandu,bagmati alternative mA vi
3397,pyutar,lalitpur,bagmati A vi
3398,kapiram,lalitpur,bagmati A vi
3399,sukedhara,kathmandu,bagmati boarding mA vi
3400,shantinagar,kathmandu,bagmati community vi
3401,chadanichowk,kavrepalanchok,bagmati english boarding vi
3402,raigaun,makwanpur,bagmati secondry vi
3403,thulo palati,sindhupalchok,bahra devi A vi
3404,"bagdol, 04 lalitpur",lalitpur,bahrakhari kids A vi
3405,dhulikhel,kavrepalanchok,bahupratibha bal bikas kendra
3406,myagang,nuwakot,baijayanti shiksha niketan A vi
3407,lankoo,chitwan,baikunthanath paramabaidik bidhya pratisthanam gurukulam bharatpur
3408,lapsephedi,kathmandu,baira mahadev A vi
3409,devisthan,dhading,baishnabi A vi
3410,bhajangal,kathmandu,baishnabi mA vi
3411,namdu gairabari,dolakha,baiteshwor mA vi
3412,kalimati,kathmandu,baitul muqaddas madrassa islamiya
3413,kallabari,nuwakot,bajra devi prA vi
3414,dansintar,ramechhap,bajra kalika prA vi
3415,thahachowk,makwanpur,bajrabarahi mA vi
3416,phulping,sindhupalchok,bajreshwori A vi
3417,tallo sikri,dolakha,bajyusthan prA vi
3418,bharatpur,chitwan,baken bal batika vi
3419,pharshidol,lalitpur,bakhel kumari A vi
3420,lawatar,chitwan,bakullahere ratriya A vi
3421,bhalwadi,ramechhap,bal aA vi
3422,pasthali,kavrepalanchok,bal adarsha A vi
3423,khopasi,kavrepalanchok,bal adarsha mA vi
3424,godawari,lalitpur,bal ankur mA vi
3425,imadol,lalitpur,bal bagaicha A vi
3426,khorbhangyang,lalitpur,bal A vi
3427,golanjor,sindhuli,bal A vi golanjor dhungre
3428,pepsicola,kathmandu,bal batika ebs
3429,jorpati,kathmandu,bal batika english boarding vi
3430,,dhading,bal batika english boarding vi
3431,bahinimarga,kathmandu,bal batika international vi
3432,tindobato,kavrepalanchok,bal batika vidya mandir mA vi
3433,bagmati gaunpalika,lalitpur,bal bhairab A vi
3434,sinchahity,lalitpur,bal bidya griha ebs
3435,deurali,dolakha,bal bidyashram prA vi
3436,ghattekulo,kathmandu,bal bihani A vi
3437,alapot jaributte,kathmandu,bal bikas mA vi
3438,budhanilakantha,kathmandu,bal bikas boarding mA vi
3439,hattidhunga,makwanpur,bal bikash aadarbhut vi
3440,bakhhre khola,makwanpur,bal bikash aA vi
3441,"chhetrapati,dhalko",kathmandu,bal bikash A vi
3442,tindhara bazar,sindhupalchok,bal bikash A vi
3443,neelakantha,dhading,bal bikash A vi
3444,kanibahal,lalitpur,bal bikash ebs
3445,taulachhen,bhaktapur,bal bikash ebs
3446,mathillo tole,kavrepalanchok,bal bikash prA vi
3447,bakaiya,makwanpur,bal bikash prA vi
3448,falametar,kavrepalanchok,bal bikash mA vi
3449,raniban,kathmandu,bal bikasha mA vi
3450,balkot,bhaktapur,bal binayak A vi
3451,na tole khala,lalitpur,bal binod mA vi
3452,sifal chaur,kathmandu,bal byabasayee kendra mA vi
3453,lalitpur,lalitpur,bal chautara vi
3454,gopechoutaro,kavrepalanchok,bal chetana A vi
3455,kavre,kavrepalanchok,bal chetana prA vi
3456,gwarko ringroad,lalitpur,bal deeksha sadan
3457,kageshwori manohara,kathmandu,bal geetanjali english vi
3458,makwanpurgadhi,makwanpur,bal jagriti A vi
3459,sanobhawar,makwanpur,bal jagriti prA vi
3460,simle,makwanpur,bal jagriti prA vi
3461,makari,makwanpur,bal jiban jyoti mA vi
3462,junge khola,dhading,bal jyoti academy
3463,nanglabhare,kathmandu,bal jyoti A vi
3464,patkari,ramechhap,bal jyoti A vi
3465,kotgaon,sindhupalchok,bal jyoti A vi
3466,dhulikhel,kavrepalanchok,bal jyoti A vi
3467,koilikharka,dhading,bal jyoti A vi
3468,tinghare,dhading,bal jyoti A vi
3469,kodakhoriya,kavrepalanchok,bal jyoti A vi
3470,piple,makwanpur,bal jyoti mA via htd
3471,privthivi tole,kathmandu,bal jyoti pathshala english boarding vi
3472,golanjor,sindhuli,bal jyoti prA vi
3473,kartha,sindhuli,bal jyoti prA vi
3474,chaunri deurali,kavrepalanchok,bal jyoti prA vi
3475,bhandare,kavrepalanchok,bal jyoti prA vi
3476,thullosalle,makwanpur,bal jyoti prA vi
3477,lamitar,makwanpur,bal jyoti prA vi
3478,pratppur,makwanpur,bal jyoti prA vi
3479,kutipakal,makwanpur,bal jyoti prA vi
3480,simara,chitwan,bal jyoti prA vi
3481,matokhani,sindhuli,bal jyoti prA vi matokhani
3482,golanjor,sindhuli,bal kalyan A vi
3483,"ramechhap8,arubot",ramechhap,bal kalyan A vi
3484,jyamling,sindhupalchok,bal kalyan A vi
3485,mahabharat,kavrepalanchok,bal kalyan A vi
3486,dund bhangyang,lalitpur,bal kalyan A vi
3487,kamchok bhageri,nuwakot,bal kalyan A vi
3488,dandagaun,kavrepalanchok,bal kalyan prA vi
3489,bataha,sindhuli,bal kalyan prA vi
3490,hundrung,sindhupalchok,bal kalyan prA vi
3491,gairigaun,sindhupalchok,bal kalyan prA vi
3492,bakaiya,makwanpur,bal kalyan prA vi
3493,hattypayele,makwanpur,bal kalyan prA vi
3494,bakaiya,makwanpur,bal kalyan prA vi
3495,jyamire,kavrepalanchok,bal kalyan prA vi
3496,chamkhara,kavrepalanchok,bal kalyan prA vi
3497,dharapani,ramechhap,bal kanya A vi
3498,golanjor,sindhuli,bal kanya prA vi
3499,salle,sindhuli,bal kanya prA vi arubot salle
3500,tarakeshwor 5,kathmandu,bal kopila A vi
3501,sisawtar,lalitpur,bal kumari A vi
3502,chishapani,nuwakot,bal kumari A vi
3503,galchhi,dhading,bal kumari A vi
3504,narayangard,chitwan,bal kumari college
3505,milan road,chitwan,bal kumari kanya mA vi bharatpur
3506,sarangkhel,kathmandu,bal kumari mA vi
3507,thulomarkhu,makwanpur,bal kumari prA vi
3508,bhirkharka,makwanpur,bal kumari prA vi
3509,"kapan , faika",kathmandu,bal kumari mA vi
3510,bharatpur np,chitwan,bal kumari mA vi bharatpur
3511,golanjor,sindhuli,bal mA vi sulibhanjyang golanjor
3512,godawari,lalitpur,bal maitri pratisthan
3513,addabazar,kavrepalanchok,bal mandir A vi
3514,durbar chetra,bhaktapur,bal mandir A vi
3515,bidur,nuwakot,bal mandir A vi
3516,dolakha,dolakha,bal mandir prA vi
3517,lukuni bensi,lalitpur,bal manorama A vi
3518,kunwar gaun,lalitpur,bal mitra prA vi
3519,tarakeshwor 5,kathmandu,bal muskan A vi
3520,tarakeshwor 5,kathmandu,bal muskan vi
3521,dasarath chandra marga,kathmandu,bal namuna ebs
3522,nayabaspark,kavrepalanchok,bal niketan english boarding mA vi
3523,kalimatidol,kathmandu,bal pith A vi
3524,golanjor,sindhuli,bal pragatisil prA vi
3525,roshi,kavrepalanchok,bal prakash mA vi
3526,gothatar,kathmandu,bal rastriya A vi
3527,mahalaxmi municipality,lalitpur,bal samrxen batika
3528,25,lalitpur,bal sansar montessori
3529,makalbari,kathmandu,bal sansar mA vi
3530,tilganga,kathmandu,bal sarathi academy
3531,sunapati,ramechhap,bal mA vi
3532,kundol,bhaktapur,bal sewa A vi
3533,"sunapa10, sallaghari",bhaktapur,bal shikshya sadan A vi
3534,sunkoshi rm jamune,sindhupalchok,bal sikshya A vi
3535,gokarneshwor,kathmandu,bal sirjanalaya english awasiya mA vi
3536,tarakeshwor,kathmandu,bal srijana ebs
3537,bansbari,kathmandu,bal sudhar A vi
3538,kafle kakani,sindhupalchok,bal sudhar A vi
3539,waibachhap,sindhupalchok,bal sudhar prA vi
3540,pokharibhanjyang,sindhupalchok,bal sudhar mA vi
3541,"madhyapur thimi, sanothimi",bhaktapur,bal sudhar mA vi
3542,bhumasthali,kathmandu,bal sudhar mA vi
3543,sulikot,makwanpur,bal tirtha A vi
3544,budhnilkantha,kathmandu,bal uddhar mA vi
3545,gagal,kathmandu,bal uddhar mA vi
3546,charikot,dolakha,bal uddhyan academy
3547,namobuddha,kavrepalanchok,bal ujjawal mA vi
3548,rajedanda,kavrepalanchok,bal ujjwal A vi
3549,gufa,kavrepalanchok,bal unnati A vi
3550,patlahara,chitwan,bal vidhyashram english boarding vi
3551,kritanpur,chitwan,bal vikash english vi
3552,budhanilkantha,kathmandu,bal vikash samaj A vi
3553,dhulikhel,kavrepalanchok,bal vikash vidhyasharam vi panityanki
3554,jwalamukhi,dhading,bala devi mA vi
3555,basundhara,kathmandu,balakunj academy
3556,ramadeu,dolakha,balambu A vi
3557,balambu,kathmandu,balambu mA vi
3558,milanbasti,kathmandu,balapan A vi and day care
3559,gokarneshwor,kathmandu,balapushpika kindergarten
3560,phularkha lapsibote,dhading,balauta A vi
3561,balkot,bhaktapur,balbalika english mA boarding vi
3562,baluwatar,kathmandu,balbalika A vi
3563,tulasidanda,sindhupalchok,balbalika sudhar A vi
3564,tripurasundari,dhading,balbatika english boarding vi
3565,changunarayan municipality,bhaktapur,balbhakta aA vi
3566,changunarayan municipality,bhaktapur,balbhushan A vi
3567,bhimdhunga,kathmandu,balbodh mA vi
3568,"siddhalek-1, gahatetar, dhading",dhading,baldevi A vi
3569,paunetar,dhading,baldevi A vi
3570,balephi rural municipality,sindhupalchok,balephi mA vi
3571,aahal danda,lalitpur,baleshwori mA vi
3572,sotang,sindhupalchok,balhit A vi
3573,karkitar,sindhupalchok,balhit prA vi
3574,kalipokhari,kavrepalanchok,balhit prA vi
3575,bakaiya,makwanpur,balhit prA vi
3576,"basudev marga, hsmc-2",makwanpur,baljagriti english mA vi
3577,netrawati dabjong,dhading,baljyoti bal bikash kendra
3578,chimlingbeshi,sindhupalchok,baljyoti A vi
3579,kangring,sindhuli,baljyoti A vi kangring
3580,ghyanglekh 5 sindhuli,sindhuli,baljyoti prA vi matokhani bagartol
3581,jaganath puri,chitwan,balkalyan A vi jagannnathpuri
3582,khaniyapani,ramechhap,balkalyan A vi
3583,gumdi,dhading,balkalyan A vi
3584,dhanmana,sindhuli,balkalyan prA vi dhanmana khola
3585,ghyalpe,sindhuli,balkalyan pragatishilbalbikas kendra
3586,mungre bhasme,sindhuli,balklyan balbikas kendra
3587,samjhana chowk,chitwan,balkumari english vi bharatpur
3588,bhyangyang,lalitpur,balkumari ni mA vi
3589,narayangadh,chitwan,balkumari susta manasthiti kalyan vidhayalaya narayangarth
3590,lubhu,lalitpur,balkunj mA vi
3591,sangala,kathmandu,balkunja vi
3592,sundarijal,kathmandu,balkunja vi
3593,golanjor,sindhuli,ballahari prA vi
3594,belkotghadi,nuwakot,ballila ebs
3595,25,lalitpur,balmaitree pratisthan
3596,neelakantha,dhading,balmandir mA vi
3597,tarakeshwor 4,kathmandu,balmanjari montessori
3598,aashrang,lalitpur,balmanorama babike
3599,changunarayan municipality,bhaktapur,balmikeshwor mA vi
3600,changunarayan municipality,bhaktapur,balmiki A vi
3601,jhaukhel,bhaktapur,balmiki bidya niketan ebs
3602,"bhukhel, uniuchaur",lalitpur,balmukunda A vi
3603,tinchamka,lalitpur,balodaya prA vi
3604,kalinchwok,dolakha,balodaya mA vi
3605,yapatar,kavrepalanchok,balouddhar mA vi
3606,sugatole,bhaktapur,balpremi mA vi
3607,mungredobhan,sindhuli,balsakshar mA vi
3608,jhochhen nhusal,kathmandu,balsewa mA vi
3609,harshachowk,bhaktapur,balsudha montessori vi
3610,indrawati,sindhupalchok,balsudhar babike
3611,chandragiri municipality,kathmandu,baltara pratisthan little stars academy
3612,baluwadanda,dolakha,baluwa danda prA vi
3613,baluwatar,kathmandu,baluwatar ebs
3614,chondol,kathmandu,baluwatar model vi
3615,buktikhattar,sindhuli,bambeshwar A vi buktikhattar
3616,tallobhawanipur,makwanpur,ban devi A vi
3617,hariyali pakha,kavrepalanchok,ban kali A vi
3618,aalapot,kathmandu,bandana progressive english vi
3619,manichud,kathmandu,bandevi A vi
3620,fuyal danda,nuwakot,bandevi A vi
3621,badere,nuwakot,bandevi A vi
3622,beldanda,nuwakot,bandevi A vi
3623,khayarghari,dhading,bandevi A vi
3624,thulohandi,makwanpur,bandevi kalika prA vi
3625,bhulbhule,sindhupalchok,bandevi mA vi
3626,bhotebhal,kathmandu,bandi bikash A vi
3627,bandre,dhading,bandre A vi
3628,bholakhatole,kavrepalanchok,banepa A vi
3629,chardobato,kavrepalanchok,banepa hikari kindergarten
3630,naya basti,kavrepalanchok,banepa nist mA vi
3631,nayabasti,kavrepalanchok,banepa success academy
3632,godawari,lalitpur,bani bilas mA vi
3633,balefi rural municipality,sindhupalchok,bankali A vi
3634,jugal,sindhupalchok,bankalidevi mA vi
3635,balephi,sindhupalchok,bansanghu mA vi
3636,"maharajgunj, bansbari",kathmandu,bansbari mA vi
3637,chaughada,makwanpur,bansha gopal mA vi
3638,kurledamar,makwanpur,bansha gopal mA vi
3639,ahaldada,sindhuli,banthakur prA vi ahaldada A vi
3640,neelakantha,dhading,bar peepal mA vi
3641,taumadi,bhaktapur,baradayani A vi
3642,siddhalek,dhading,baraha A vi
3643,jwalamukhi,dhading,baraha kalika mA vi
3644,banuwa,rasuwa,barahi prA vi
3645,galchhi 1 kalleri tar,dhading,barahi A vi
3646,thakre  khanayakharka,dhading,barahi A vi
3647,laljhadi,makwanpur,barahi A vi
3648,bhimphedi damar,makwanpur,barahi A vi
3649,dhunibeshi,dhading,barahi devi A vi
3650,lekharka,sindhuli,barahi prA vi
3651,gaijurang,makwanpur,barahi prA vi
3652,nibuwatar,makwanpur,barahi mA vi
3653,pokhari,nuwakot,bardevi A vi
3654,kanapa,sindhuli,barundevi mA vi khattar
3655,barun sisneri,sindhuli,baruneshwar mA vi
3656,radhakrishsna tole,chitwan,basandhara aA vi bharatpur
3657,swal bhanjyang,dhading,basanta A vi
3658,furkebasnta,makwanpur,basanta prA vi
3659,basantpur,sindhuli,basantapur prA vi
3660,phalante,dolakha,basapandit prA vi
3661,gaurishankar,dolakha,basapandit prA vi
3662,gangajamuna,dhading,baseri mA vi
3663,baleni,sindhuli,baseshwor prA vi baleni
3664,godawari,lalitpur,bashistha mA vi
3665,basuki,makwanpur,bashuki A vi
3666,kanapa,sindhuli,A vi baskateri
3667,chandragiri municipality,kathmandu,basic learning english mA vi
3668,lahare maisthan,sindhuli,basic schol lahare maisthan
3669,thulineto sirtol,sindhuli,A vi
3670,kudule mauridamar,sindhuli,A vi
3671,lamidamar  fulbari,sindhuli,A vi
3672,pangrekhola,sindhuli,A vi
3673,madhubani,sindhuli,A vi
3674,bhudiphora,sindhuli,A vi
3675,"gairigaun, thamitol",sindhuli,A vi
3676,chherewang,chitwan,A vi chherewang
3677,golanjor,sindhuli,A vi dharapani golanjor
3678,devisthan,chitwan,A vi devisthan
3679,sundar basti,chitwan,A vi sundarbasti bharatpur
3680,archale,ramechhap,A vi archale
3681,bhadaure,sindhuli,A vi bahdaure
3682,bairahani,chitwan,A vi bairahani
3683,bajarhatt,chitwan,A vi bajarhatti
3684,"kalika nagarpalika ,padampur chitwan",chitwan,A vi bankatta
3685,bhogateni,sindhuli,A vi bhogateni
3686,bhutaha,sindhuli,A vi bhutaha
3687,chhepedhap,chitwan,A vi chhepedhap
3688,chirankhu,ramechhap,A vi chirankhu
3689,"kalika-11, chitwan",chitwan,A vi dautes
3690,deurali,sindhuli,A vi deurali
3691,devitar,chitwan,A vi devitar
3692,gaduwa,chitwan,A vi gaduwa
3693,kalika-04,chitwan,A vi gadyauli
3694,sunkoshi 1`ghyampatar,sindhuli,A vi ghyampatar
3695,jurethum,makwanpur,A vi jurethum
3696,jutpani bazar,chitwan,A vi jutpani bazar
3697,kalyanchaur,chitwan,A vi kalyanchaur
3698,kalika,chitwan,A vi kamalpur
3699,khanigau,sindhuli,A vi khanigaun
3700,gaidaha,chitwan,A vi kharkhutte
3701,lagaunta,chitwan,A vi lagaunta
3702,shaktikhor,chitwan,A vi latauli
3703,lotangti,chitwan,A vi lottanti
3704,magani,chitwan,A vi magani
3705,dudhauli,sindhuli,A vi narkate pitle
3706,dumja,sindhuli,A vi nepalthok
3707,khairahani,chitwan,A vi pridahani
3708,"rangeela, bharatpur",chitwan,A vi rangila
3709,sheruwa,chitwan,A vi ratnapur seruwa
3710,jitpur,chitwan,A vi sahapur
3711,shantibazar,chitwan,A vi shantibazzar
3712,dudhauli,sindhuli,A vi simrahi
3713,sitalpur,chitwan,A vi sitalpur ka
3714,sultana,chitwan,A vi sultana
3715,wangsurang,chitwan,A vi supar
3716,tungara,chitwan,A vi tungara
3717,tunibhanjyang,sindhuli,A vi tunibhanjyang
3718,upardangadi,chitwan,A vi upardangadi
3719,kamalamai municipality,sindhuli,A vi dhapsarbesare
3720,kerabari,sindhuli,A vi kerabari
3721,jalkanya,sindhuli,A vi batonigale
3722,khattar,sindhuli,A vi phalchuri
3723,kanapa,sindhuli,A vi thakledanda
3724,kalinchowk,dolakha,basnet academic english boarding vi
3725,baspur,kavrepalanchok,baspur pravi vi
3726,kalighat,bhaktapur,basu mA schhool
3727,hundrung,sindhupalchok,basuki devi A vi
3728,"basundhara, tokha-5, kathamandu",kathmandu,basundhara national academy
3729,,dolakha,basundhara prA vi
3730,gajuri walshing,dhading,batase A vi
3731,gairitol batase,sindhupalchok,batase mA vi
3732,chautara sagachok n pasirantol,sindhupalchok,batashe prA vi
3733,tinkhopre,sindhuli,bateswar prA vi
3734,"budhanilkantha municipality, kapan",kathmandu,batika montessori vi
3735,khopasi,kavrepalanchok,batika the garden child care and learning cetre
3736,golanjor,sindhuli,batsala mA vi ding ding kirante golanjor
3737,budhanilkantha,kathmandu,batsalya montessori vi
3738,keureni,nuwakot,batuk bhairab A vi
3739,"chisapani, gadi",makwanpur,batuk bhairab prA vi
3740,neelakantha,dhading,batuwa A vi
3741,jwalamukhi,dhading,bauddha dharma A vi
3742,bisli,ramechhap,bauddha mA vi
3743,jhormahankal,kathmandu,baundeshwor mA vi
3744,godamchowk,kavrepalanchok,baylor international academy
3745,alapot,kathmandu,bayoca community vi
3746,lukhusi,lalitpur,bbk lalitpur
3747,bagdol,lalitpur,bbk lalitpur
3748,manbhawan,lalitpur,bbk lalitpur
3749,salyankot kaphal danda,dhading,bed byas A vi
3750,ichadole,kathmandu,beersheba national mA vi
3751,dhussa aadamara,dhading,bel bhanjyang prA vi
3752,ruding,dhading,beldanda kalika A vi
