school_id,Potential_School_Name,Potential_School_Name_transliterated,Potential_District_Name,Potential_District_Name_transliterated,Matched_District_Name,Assigned_District_Name
639,चन्द्र प्रा वि,chandra prA vi,खोटाङ,khota~na,khota~na,khota~na
640,सिंह देवी मा वि,siMha devI mA vi,खोटाङ,khota~na,khota~na,khota~na
641,मानु प्रा वि,mAnu prA vi,खोटाङ,khota~na,khota~na,khota~na
642,वेगनलाल आ वि,veganalAla A vi,मोरङ,mora~na,mora~na,mora~na
643,महंकला आ वि,mahaMkalA A vi,खोटाङ,khota~na,khota~na,khota~na
644,माक्पा मा वि,mAkpA mA vi,खोटाङ,khota~na,khota~na,khota~na
645,लोहन्द्रा आ वि,lohandrA A vi,मोरङ,mora~na,mora~na,mora~na
646,सीगाना मा वि,sIgAnA mA vi,बाग्लुङ,baglu~na,bagalu~na,bagalu~na
647,जनजागृती मा वि,janajAgRRitI mA vi,बाग्लुङ,baglu~na,bagalu~na,bagalu~na
648,जनता मा वि,janatA mA vi,बाग्लुङ,baglu~na,bagalu~na,bagalu~na
649,भानु मा वि,bhAnu mA vi,बागलुङ,bagalu~na,bagalu~na,bagalu~na
650,पृथ्वी उ मा वि,pRRithvI u mA vi,बाग्लुङ,baglu~na,bagalu~na,bagalu~na
651,हिमालय दण्डपाणि न्यौपाने मा वि,himAlaya daNDapANi nyaupAne mA vi,चितवन,chitavana,chitavana,chitavana
652,जनज्योति प्रा वि,janajyoti prA vi,बाग्लुङ,baglu~na,bagalu~na,bagalu~na
653,विष्णु नि मा विा वि,viShNu ni mA viA vi,बागलुङ,bagalu~na,bagalu~na,bagalu~na
654,गल्कोट मा वि,galkoTa mA vi,बाग्लुङ,baglu~na,bagalu~na,bagalu~na
655,धन गौज्योती मा वि,dhana gaujyotI mA vi,बागलुङ,bagalu~na,bagalu~na,bagalu~na
656,वागिश्वरी नि मा विा वि,vAgishvarI ni mA viA vi,प्यूठान,pyuthana,pyuthana,pyuthana
657,शिव मा वि,shiva mA vi,पर्बत,parbata,parvata,parvata
658,विद्याज्योति आ वि,vidyAjyoti A vi,मुस्ताङ,musta~na,musta~na,musta~na
659,नमुना आ वि,namunA A vi,मुस्ताङ,musta~na,musta~na,musta~na
660,तित्याङ नि मा विा वि,tityA~Na ni mA viA vi,बाग्लुङ,baglu~na,bagalu~na,bagalu~na
661,लक्ष्मी प्रा वि,lakShmI prA vi,वागलुङ,vagalu~na,bagalu~na,bagalu~na
662,हरि मा वि,hari mA vi,बागलुङ,bagalu~na,bagalu~na,bagalu~na
663,भगवती प्रा वि,bhagavatI prA vi,बागलुङ,bagalu~na,bagalu~na,bagalu~na
664,जनजागरण प्रा वि,janajAgaraNa prA vi,बागलुङ,bagalu~na,bagalu~na,bagalu~na
665,सुर्योदय उमा वि,suryodaya umA vi,बाग्लुङ,baglu~na,bagalu~na,bagalu~na
666,जनकल्याण्ा मा वि,janakalyANA mA vi,बाग्लुङ,baglu~na,bagalu~na,bagalu~na
667,जनता मा वि,janatA mA vi,बागलुङ,bagalu~na,bagalu~na,bagalu~na
668,सिगाना मा वि,sigAnA mA vi,बाग्लुङ,baglu~na,bagalu~na,bagalu~na
669,मूलपानी मा वि,mUlapAnI mA vi,बागलुङ,bagalu~na,bagalu~na,bagalu~na
670,कालिका कन्या मन्दिर मा वि,kAlikA kanyA mandira mA vi,बागलुङ,bagalu~na,bagalu~na,bagalu~na
671,साम्दी प्रा वि,sAmdI prA vi,बाग्लुङ,baglu~na,bagalu~na,bagalu~na
672,सुन्तलाचौर मा वि,suntalAchaura mA vi,वाग्लुङ,vaglu~na,bagalu~na,bagalu~na
673,शिवालय मा वि,shivAlaya mA vi,वाग्लुङ,vaglu~na,bagalu~na,bagalu~na
674,कांक्राखोरा प्रा वि,kAMkrAkhorA prA vi,बाग्लुङ,baglu~na,bagalu~na,bagalu~na
675,आदित्य प्रा वि,Aditya prA vi,बागलुङ,bagalu~na,bagalu~na,bagalu~na
676,नवयुवक आ वि,navayuvaka A vi,बाग्लुङ,baglu~na,bagalu~na,bagalu~na
677,लक्ष्मीनारायण आ वि,lakShmInArAyaNa A vi,वागलुङ,vagalu~na,bagalu~na,bagalu~na
678,कृष्ण प्रा वि,kRRiShNa prA vi,बाग्लुङ,baglu~na,bagalu~na,bagalu~na
679,शिवालय प्रा वि,shivAlaya prA vi,बाग्लुङ,baglu~na,bagalu~na,bagalu~na
680,जनप्रिय प्रा वि,janapriya prA vi,बाग्लुङ,baglu~na,bagalu~na,bagalu~na
681,बालमन्दिर आ वि,bAlamandira A vi,बागलुङ,bagalu~na,bagalu~na,bagalu~na
682,नेपाल घर्ती प्रा वि,nepAla ghartI prA vi,नवलपरासी,navalaparasi,purva navalaparasi,purva navalaparasi
683,भरतपपुर प्रा वि,bharatapapura prA vi,बाग्लुङ,baglu~na,bagalu~na,bagalu~na
684,चन्दाचन्द्रनगर प्रा वि,chandAchandranagara prA vi,बाग्लुङ,baglu~na,bagalu~na,bagalu~na
685,उपल्लाचौर आ वि,upallAchaura A vi,बाग्लुङ,baglu~na,bagalu~na,bagalu~na
686,चोलाङ प्रा वि,cholA~Na prA vi,बाग्लुङ,baglu~na,bagalu~na,bagalu~na
687,पाण्डवखानी मा वि,pANDavakhAnI mA vi,वाग्लुङ,vaglu~na,bagalu~na,bagalu~na
688,जनक नि मा विा वि,janaka ni mA viA vi,बाग्लुङ,baglu~na,bagalu~na,bagalu~na
689,बराहथान प्रा वि,barAhathAna prA vi,बाग्लुङ,baglu~na,bagalu~na,bagalu~na
690,हरि उ मा वि,hari u mA vi,बागलुङ,bagalu~na,bagalu~na,bagalu~na
691,महाविद्याजन मा वि,mahAvidyAjana mA vi,बाग्लुङ,baglu~na,bagalu~na,bagalu~na
692,जनता प्रा वि,janatA prA vi,बागलुङ,bagalu~na,bagalu~na,bagalu~na
693,देउराली आ वि,deurAlI A vi,बागलुङ,bagalu~na,bagalu~na,bagalu~na
694,बुद्ध मा वि,buddha mA vi,बाग्लुङ,baglu~na,bagalu~na,bagalu~na
695,शान्ती उमा वि,shAntI umA vi,बाग्लुङ,baglu~na,bagalu~na,bagalu~na
696,वाल कल्याण प्रा वि,vAla kalyANa prA vi,बाग्लुङ,baglu~na,bagalu~na,bagalu~na
697,भैरव मा वि,bhairava mA vi,बागलुङ,bagalu~na,bagalu~na,bagalu~na
698,प्रजातन्त्र प्रा वि,prajAtantra prA vi,बाग्लुङ,baglu~na,bagalu~na,bagalu~na
699,शारदा प्रा वि,shAradA prA vi,बाग्लुङ,baglu~na,bagalu~na,bagalu~na
700,जनजागृति आ वि,janajAgRRiti A vi,कास्की,kaski,kaski,kaski
701,जनजागृती मा वि,janajAgRRitI mA vi,बागलुङ,bagalu~na,bagalu~na,bagalu~na
702,जनता प्रा वि,janatA prA vi,बाग्लुङ,baglu~na,bagalu~na,bagalu~na
703,प्रभात जनता आ वि,prabhAta janatA A vi,नवलपरासी,navalaparasi,purva navalaparasi,purva navalaparasi
704,अमरज्योती मा वि,amarajyotI mA vi,नवलपरासी,navalaparasi,purva navalaparasi,purva navalaparasi
705,कालिका मा वि,kAlikA mA vi,नवलपरासी,navalaparasi,purva navalaparasi,purva navalaparasi
706,सिद्ध मा वि,siddha mA vi,बाग्लुङ,baglu~na,bagalu~na,bagalu~na
707,रत्नलक्ष्मी मा वि,ratnalakShmI mA vi,बाग्लुङ,baglu~na,bagalu~na,bagalu~na
708,कालिका कन्या मा वि,kAlikA kanyA mA vi,बाग्लुङ,baglu~na,bagalu~na,bagalu~na
709,अन्नपुर्ण आ वि,annapurNa A vi,मुस्ताङ,musta~na,musta~na,musta~na
710,मालिका आ वि,mAlikA A vi,वाग्लुङ,vaglu~na,bagalu~na,bagalu~na
711,लहरेपिपल मा वि,laharepipala mA vi,बाग्लुङ,baglu~na,bagalu~na,bagalu~na
712,विद्यामन्दिर मा वि,vidyAmandira mA vi,बागलुङ,bagalu~na,bagalu~na,bagalu~na
713,जनकल्याण्ा प्रा वि,janakalyANA prA vi,बाग्लुङ,baglu~na,bagalu~na,bagalu~na
714,ज्योतिपुण्ज प्रा वि,jyotipuNja prA vi,बाग्लुङ,baglu~na,bagalu~na,bagalu~na
715,शितलपाटी आ वि,shitalapATI A vi,बाग्लुङ,baglu~na,bagalu~na,bagalu~na
716,हिमगंगा आ वि,himagaMgA A vi,खोटाङ,khota~na,khota~na,khota~na
717,कृष्ण मा वि,kRRiShNa mA vi,खोटाङ,khota~na,khota~na,khota~na
718,मोहन नमुना मा वि,mohana namunA mA vi,सिरहा,siraha,siraha,siraha
719,जनता आ वि,janatA A vi,सुनसरी,sunasari,sunasari,sunasari
720,जनता मा वि,janatA mA vi,खाेटाङ,khaeta~na,khota~na,khota~na
721,सरस्वती बालकल्याण प्रा वि,sarasvatI bAlakalyANa prA vi,दाङ,da~na,da~nga,da~nga
722,प्रा वि,prA vi,दाङ,da~na,da~nga,da~nga
723,गंगा मा वि,gaMgA mA vi,दाङ,da~na,da~nga,da~nga
724,फैजाने मुस्तफा प्रा वि,phaijAne mustaphA prA vi,दाङ,da~na,da~nga,da~nga
725,श्री प्रतापकोट प्रा वि,shrI pratApakoTa prA vi,दाङ,da~na,da~nga,da~nga
726,प्रा वि,prA vi,दाङ,da~na,da~nga,da~nga
727,आदर्श आ वि,Adarsha A vi,दाङ,da~na,da~nga,da~nga
728,श्री उ मा वि,shrI u mA vi,दाङ,da~na,da~nga,da~nga
729,गुदेल उ मा वि,gudela u mA vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
730,शंखेश्वरी मा वि,shaMkheshvarI mA vi,खोटाङ,khota~na,khota~na,khota~na
731,राम्चेनिकेतन मा वि,rAmcheniketana mA vi,खोटाङ,khota~na,khota~na,khota~na
732,कोटेश्वर सरस्वती मा वि,koTeshvara sarasvatI mA vi,काठमाण्डौ,kathamandau,kathamadaum,kathamadaum
733,प्रा वि,prA vi,दाङ,da~na,da~nga,da~nga
734,गुरु जजुर मा वि,guru jajura mA vi,दाङ,da~na,da~nga,da~nga
735,प्रा वि,prA vi,दाङ,da~na,da~nga,da~nga
736,बालकल्याण आ वि,bAlakalyANa A vi,दाङ,da~na,da~nga,da~nga
737,वीरेन्द्र मा वि,vIrendra mA vi,दाङ,da~na,da~nga,da~nga
738,हिमाल लालीगुराँस प्रा वि,himAla lAlIgurA.Nsa prA vi,सोलुखुम्वु,solukhumvu,solukhumbu,solukhumbu
739,पेलु प्रा वि,pelu prA vi,खोटाङ,khota~na,khota~na,khota~na
740,गौरीपञ्चकन्या आ वि,gaurIpa~nchakanyA A vi,खोटाङ,khota~na,khota~na,khota~na
741,गुप्तेश्वर नि मा विा वि,gupteshvara ni mA viA vi,लामिडाँडा,lamida.nda,lamaju~na,lamaju~na
742,जनता प्रा वि,janatA prA vi,दाङ,da~na,da~nga,da~nga
743,भीमसेनस्थान नि मा विा वि,bhImasenasthAna ni mA viA vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
744,दुधकोशी आ वि,dudhakoshI A vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
745,जनता मा वि,janatA mA vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
746,जालपाकन्या आ वि,jAlapAkanyA A vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
747,चण्डेश्वरी प्रा वि,chaNDeshvarI prA vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
748,छस्कम मा वि,Chaskama mA vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
749,बालकन्या नि मा विा वि,bAlakanyA ni mA viA vi,खोटाङ,khota~na,khota~na,khota~na
750,सिंहदेवी आ वि,siMhadevI A vi,खोटाङ,khota~na,khota~na,khota~na
751,पत्करु नि मा विा वि,patkaru ni mA viA vi,खोटाङ,khota~na,khota~na,khota~na
752,वालेश्वर मा वि,vAleshvara mA vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
753,पञ्चकन्या प्रा वि,pa~nchakanyA prA vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
754,तिनधारे प्रा वि,tinadhAre prA vi,खोटाङ,khota~na,khota~na,khota~na
755,सरस्वती मा वि,sarasvatI mA vi,मोरङ,mora~na,mora~na,mora~na
756,महेन्द्रोदय प्रा वि,mahendrodaya prA vi,खोटाङ,khota~na,khota~na,khota~na
757,नरग्राम मा वि,naragrAma mA vi,मोरङ,mora~na,mora~na,mora~na
758,सोताङ आ वि,sotA~Na A vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
759,कुन्तादेवी प्रा वि,kuntAdevI prA vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
760,महंकला प्रा वि,mahaMkalA prA vi,खोटाङ,khota~na,khota~na,khota~na
761,विद्योदय मा वि,vidyodaya mA vi,खोटाङ,khota~na,khota~na,khota~na
762,कालिका प्रा वि,kAlikA prA vi,खोटाङ,khota~na,khota~na,khota~na
763,दोर्पु आ वि,dorpu A vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
764,वरबोट आ वि,varaboTa A vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
765,मञ्जुश्री प्रा वि,ma~njushrI prA vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
766,सिद्धार्थ प्रा वि,siddhArtha prA vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
767,सरस्वती नमूना मा वि,sarasvatI namUnA mA vi,खोटाङ,khota~na,khota~na,khota~na
768,जलकुण्ड आ वि,jalakuNDa A vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
769,जनसेवा प्रा वि,janasevA prA vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
770,जाल्पा प्रा वि,jAlpA prA vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
771,कालिका देवी मा वि,kAlikA devI mA vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
772,मंगल प्रा वि,maMgala prA vi,खोटाङ,khota~na,khota~na,khota~na
773,बाराह प्रा वि,bArAha prA vi,खोटाङ,khota~na,khota~na,khota~na
774,महेन्द्र ज्योति मा वि,mahendra jyoti mA vi,सोलुखुम्वु,solukhumvu,solukhumbu,solukhumbu
775,श्री शान्ति नि मा विा वि,shrI shAnti ni mA viA vi,मोरङ,mora~na,mora~na,mora~na
776,भोपुङ प्रा वि,bhopu~Na prA vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
777,ज्योति आ वि,jyoti A vi,मोरङ,mora~na,mora~na,mora~na
778,टाक्सिन्दु मा वि,TAksindu mA vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
779,जन बहुमुखी प्रा वि,jana bahumukhI prA vi,खोटाङ,khota~na,khota~na,khota~na
780,गंगा देवी प्रा वि,gaMgA devI prA vi,खोटाङ,khota~na,khota~na,khota~na
781,आदर्श मिलन आ वि,Adarsha milana A vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
782,कालिका मा वि,kAlikA mA vi,ओखलढुगा,okhaladhuga,okhaladhu~nga,okhaladhu~nga
783,सन्तती आ वि,santatI A vi,भक्तपुर,bhaktapura,bhaktapura,bhaktapura
784,सगरमाथा मा वि,sagaramAthA mA vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
785,अमर शहिद प्रा वि,amara shahida prA vi,खोटाङ,khota~na,khota~na,khota~na
786,जलन्धारा प्रा वि,jalandhArA prA vi,खोटाङ,khota~na,khota~na,khota~na
787,जनकल्याण प्रा वि,janakalyANa prA vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
788,चोगेस्थान मा वि,chogesthAna mA vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
789,शिशा प्रा वि,shishA prA vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
790,जनसमुह प्रा वि,janasamuha prA vi,खोटाङ,khota~na,khota~na,khota~na
791,राधाकृष्ण आ वि,rAdhAkRRiShNa A vi,भक्तपुर,bhaktapura,bhaktapura,bhaktapura
792,जुनवेशी मा वि,junaveshI mA vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
793,बासुकी प्रा वि,bAsukI prA vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
794,मुक्ली आ वि,muklI A vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
795,हिमालय मा वि,himAlaya mA vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
796,ज्ञान विकास आ वि,j~nAna vikAsa A vi,भक्तपुर,bhaktapura,bhaktapura,bhaktapura
797,शिशु कल्याण आ वि,shishu kalyANa A vi,सोलुुखुम्बु,soluukhumbu,solukhumbu,solukhumbu
798,बागेश्वरी आ वि,bAgeshvarI A vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
799,चन्द्रज्योती आ वि,chandrajyotI A vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
800,सावित्रा मा वि,sAvitrA mA vi,वि,vi,doti,doti
801,सरस्वती मा वि,sarasvatI mA vi,सुनसरी,sunasari,sunasari,sunasari
802,दुधकोशी आ वि,dudhakoshI A vi,साेलुखुम्बु,saelukhumbu,solukhumbu,solukhumbu
803,तीनकन्या आ वि,tInakanyA A vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
804,इन्द्र आ वि,indra A vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
805,तोस्खम प्रा वि,toskhama prA vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
806,हिमालय नि मा विा वि,himAlaya ni mA viA vi,खोटाङ,khota~na,khota~na,khota~na
807,धनकन्या प्रा वि,dhanakanyA prA vi,खोटाङ,khota~na,khota~na,khota~na
808,रिगेल्मु आ वि,rigelmu A vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
809,सेती गैचा आ वि,setI gaichA A vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
810,खिदिमा प्रा वि,khidimA prA vi,खोटाङ,khota~na,khota~na,khota~na
811,जीवन ज्योति उ मा वि,jIvana jyoti u mA vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
812,जनता मा वि,janatA mA vi,सुनसरी,sunasari,sunasari,sunasari
813,जीवन ज्योति मा वि,jIvana jyoti mA vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
814,दूधकुण्ड प्रा वि,dUdhakuNDa prA vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
815,भगवती आ वि,bhagavatI A vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
816,शुशिला देवी प्रा वि,shushilA devI prA vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
817,जनता मा वि,janatA mA vi,सिरहा,siraha,siraha,siraha
818,जनजागृति मा वि,janajAgRRiti mA vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
819,हिमालय आ वि,himAlaya A vi,सोलुुखुम्बु,soluukhumbu,solukhumbu,solukhumbu
820,सगरमाथा प्रा वि,sagaramAthA prA vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
821,महादेव प्रा वि,mahAdeva prA vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
822,सुन्तले आ वि,suntale A vi,खोटाङ,khota~na,khota~na,khota~na
823,शान्ति मा वि,shAnti mA vi,खोटाङ,khota~na,khota~na,khota~na
824,शान्ती उ मा वि,shAntI u mA vi,खोटाङ,khota~na,khota~na,khota~na
825,अमरज्योती आ वि,amarajyotI A vi,साेलुखुम्बु,saelukhumbu,solukhumbu,solukhumbu
826,बालज्वति प्रा वि,bAlajvati prA vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
827,महेन्द्र तारा आ वि,mahendra tArA A vi,खोटाङ,khota~na,khota~na,khota~na
828,शान्ति निकेतन मिनाकर्ण मा वि,shAnti niketana minAkarNa mA vi,खोटाङ,khota~na,khota~na,khota~na
829,खुमजुङ मा वि,khumaju~Na mA vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
830,हीमज्वती प्रा वि,hImajvatI prA vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
831,मंहकला नि मा विा वि,maMhakalA ni mA viA vi,खाेटाङ,khaeta~na,khota~na,khota~na
832,फुल्पुक प्रा वि,phulpuka prA vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
833,नवज्योति मा वि,navajyoti mA vi,ललितपुर,lalitapura,lalitapura,lalitapura
834,बाल विनायक आ वि,bAla vinAyaka A vi,भक्तपुर,bhaktapura,bhaktapura,bhaktapura
835,सिद्ध आ वि,siddha A vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
836,सिंहकाली मा वि,siMhakAlI mA vi,सोलुखुम्वु,solukhumvu,solukhumbu,solukhumbu
837,सगरमाथा आ वि,sagaramAthA A vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
838,सिंहकाली मा वि,siMhakAlI mA vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
839,जनजागरण महाकुण्ड आ वि,janajAgaraNa mahAkuNDa A vi,सोलुखुम्वु,solukhumvu,solukhumbu,solukhumbu
840,मा वि,mA vi,दाङ,da~na,da~nga,da~nga
841,हुलु नि मा विा वि,hulu ni mA viA vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
842,कालीका नि मा विा वि,kAlIkA ni mA viA vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
843,केदार मा वि,kedAra mA vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
844,महाकुलु प्रा वि,mahAkulu prA vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
845,कुइभिर नि मा विा वि,kuibhira ni mA viA vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
846,जनकल्याण्ा प्रा वि,janakalyANA prA vi,खोटाङ,khota~na,khota~na,khota~na
847,सकिला उमा वि,sakilA umA vi,खोटाङ,khota~na,khota~na,khota~na
848,भूमेश्वर प्रा वि,bhUmeshvara prA vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
849,विद्यादात्री प्रा वि,vidyAdAtrI prA vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
850,ज्ञान विजय आ वि,j~nAna vijaya A vi,भक्तपुर,bhaktapura,bhaktapura,bhaktapura
851,त्रिवि नि मा विा वि,trivi ni mA viA vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
852,जन जागृति प्रा वि,jana jAgRRiti prA vi,दाङ,da~na,da~nga,da~nga
853,श्री हिरा प्रा वि,shrI hirA prA vi,खोटाङ,khota~na,khota~na,khota~na
854,जनसाक्षरता प्रा वि,janasAkSharatA prA vi,खोटाङ,khota~na,khota~na,khota~na
855,पात्ले प्रा वि,pAtle prA vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
856,मा वि,mA vi,लालमारिया,lalamariya,lalitapura,lalitapura
857,रिङमु आ वि,ri~Namu A vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
858,फतान्जे प्रा वि,phatAnje prA vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
859,काँगेल आ वि,kA.Ngela A vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
860,राधा कृष्ण्ा नि मा विा वि,rAdhA kRRiShNA ni mA viA vi,खोटाङ,khota~na,khota~na,khota~na
861,पिपलडाँडा देवी स्थान मा वि,pipalaDA.NDA devI sthAna mA vi,खोटाङ,khota~na,khota~na,khota~na
862,बालमन्दिर आ वि,bAlamandira A vi,रोल्पा,rolpa,rolpa,rolpa
863,बालकल्याण नमुना मा वि,bAlakalyANa namunA mA vi,रोल्पा,rolpa,rolpa,rolpa
864,सिद्ध रत्ननाथ नमूना मा वि,siddha ratnanAtha namUnA mA vi,दाङ,da~na,da~nga,da~nga
865,जनकल्याण उ मा वि,janakalyANa u mA vi,दाङ,da~na,da~nga,da~nga
866,शिव शक्ति मा वि,shiva shakti mA vi,दाङ,da~na,da~nga,da~nga
867,साल्मे आ वि,sAlme A vi,खोटाङ,khota~na,khota~na,khota~na
868,शिद्धकन्या प्रा वि,shiddhakanyA prA vi,खोटाङ,khota~na,khota~na,khota~na
869,दुधकौशिका आ वि,dudhakaushikA A vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
870,सरस्व्ती मा वि,sarasvtI mA vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
871,गोली नि मा विा वि,golI ni mA viA vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
872,विश्व दशर्न प्रा वि,vishva dasharna prA vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
873,पिपलबोट आ वि,pipalaboTa A vi,सोलुखुम्बु,solukhumbu,solukhumbu,solukhumbu
874,वनदेवी नि मा विा वि,vanadevI ni mA viA vi,काठमाडौं,kathamadaum,kathamadaum,kathamadaum
875,बालउद्धार उ मा वि,bAlauddhAra u mA vi,काठमाडौं,kathamadaum,kathamadaum,kathamadaum
876,सिद्धेश्वरी मा वि,siddheshvarI mA vi,दाङ,da~na,da~nga,da~nga
877,पागीनी मा वि,pAgInI mA vi,झापा,jhapa,jhapa,jhapa
878,शहिद लक्ष्मी प्रा वि,shahida lakShmI prA vi,झापा,jhapa,jhapa,jhapa
879,भानु उ मा वि,bhAnu u mA vi,झापा,jhapa,jhapa,jhapa
880,जनज्योती प्रा वि,janajyotI prA vi,झापा,jhapa,jhapa,jhapa
881,गडिगाउँ मा वि,gaDigAu.N mA vi,झापा,jhapa,jhapa,jhapa
882,सिंहदेवी आ वि,siMhadevI A vi,झापा,jhapa,jhapa,jhapa
883,आमगाछी प्रा वि,AmagAChI prA vi,झापा,jhapa,jhapa,jhapa
884,शुक्रराज आ वि,shukrarAja A vi,झापा,jhapa,jhapa,jhapa
885,कटरडाँगी नि मा विा वि,kaTaraDA.NgI ni mA viA vi,झापा,jhapa,jhapa,jhapa
886,सिद्धेश्वर मा वि,siddheshvara mA vi,झापा,jhapa,jhapa,jhapa
887,भानु मा वि,bhAnu mA vi,झापा,jhapa,jhapa,jhapa
888,मेची जनसाधारण मा वि,mechI janasAdhAraNa mA vi,झापा,jhapa,jhapa,jhapa
889,जनता मा वि,janatA mA vi,झापा,jhapa,jhapa,jhapa
890,सरस्वती मा वि,sarasvatI mA vi,झापा,jhapa,jhapa,jhapa
891,डोडा माश प्रा वि,DoDA mAsha prA vi,झापा,jhapa,jhapa,jhapa
892,प्रा विराजगढ झापा,prA virAjagaDha jhApA,झापा,jhapa,jhapa,jhapa
893,ज्योती नि मा विा वि,jyotI ni mA viA vi,झापा,jhapa,jhapa,jhapa
894,शिव माई नि मा विा वि,shiva mAI ni mA viA vi,झापा,jhapa,jhapa,jhapa
895,कृष्ण आ वि,kRRiShNa A vi,झापा,jhapa,jhapa,jhapa
896,शान्ति आदर्श मा वि,shAnti Adarsha mA vi,झापा,jhapa,jhapa,jhapa
897,जनसहयोग मा वि,janasahayoga mA vi,सुनसरी,sunasari,sunasari,sunasari
898,शिक्षा सदन मा वि,shikShA sadana mA vi,सुनसरी,sunasari,sunasari,sunasari
899,त्रिभुवन प्रा वि,tribhuvana prA vi,झापा,jhapa,jhapa,jhapa
900,लक्ष्मी मा वि,lakShmI mA vi,झापा,jhapa,jhapa,jhapa
901,महेन्द्र नि मा विा वि,mahendra ni mA viA vi,डोटी,doti,doti,doti
902,पुण्योदय प्रा वि,puNyodaya prA vi,डोटी,doti,doti,doti
903,औलिया मा वि,auliyA mA vi,सुनसरी,sunasari,sunasari,sunasari
