school_id_A,school_id_B,Potential_School_Name_transliterated,modified_name_transliterated,district,district_A,Fuzzy_match_score,Match_Type
301,1650,bhagavati dinanatha ma vi,bhagawati dinanath ma vi,khotang,khotang,3.0,"District: complete, School level: complete, Root name: complete"
40,16573,simhadevi a vi,siddha devi a vi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
326,41851,janajyoti a vi,janajyoti a vi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
22,11146,chinta~na devi a vi,chhintangdevi a vi,bhojpur,bhojpur,3.0,"District: complete, School level: complete, Root name: complete"
21,14458,pa~nchakanya ma vi,pancha kanya ma vi,bhojpur,bhojpur,3.0,"District: complete, School level: complete, Root name: complete"
305,43550,satyavati pra vi,satyawati pra vi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
328,44473,tilicho a vi,tilicho a vi,manang,manang,3.0,"District: complete, School level: complete, Root name: complete"
304,41602,jaladevi pra vi,jal devi pra vi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
303,13763,mahendrodaya u ma vi,mahendrodaya ma vi,khotang,khotang,3.0,"District: complete, School level: complete, Root name: complete"
38,12862,jivanajyoti ma vi,jiwan jyoti ma vi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
329,14599,paruha~na sharana pra vi,paruhang saran pra vi,khotang,khotang,3.0,"District: complete, School level: complete, Root name: complete"
330,16950,shri janata pra vi,srijanatmak pra vi,khotang,khotang,3.0,"District: complete, School level: complete, Root name: complete"
41,1834,vijaya a vi,bijaya a vi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
296,12828,jaya sarasvati pra vi,jaya saraswati pra vi,khotang,khotang,3.0,"District: complete, School level: complete, Root name: complete"
302,131,adarsha a vi,adarsa a vi,morang,morang,3.0,"District: complete, School level: complete, Root name: complete"
19,31055,virendra adarsha ma vi,birendra adarsha ma vi,chitwan,chitwan,3.0,"District: complete, School level: complete, Root name: complete"
42,13015,kalika ma vi,kalika ma vi,bhojpur,bhojpur,3.0,"District: complete, School level: complete, Root name: complete"
332,34856,pa~nchakanya ma vi,pancha kanya ma vi,makwanpur,makwanpur,3.0,"District: complete, School level: complete, Root name: complete"
319,42814,nava prabhata ma vi,nawa prabhat ma vi,kaski,kaski,3.0,"District: complete, School level: complete, Root name: complete"
333,33013,jalapadevi pra vi,jwala devi pra vi,makwanpur,makwanpur,3.0,"District: complete, School level: complete, Root name: complete"
18,34887,pa~nchakanya ma vi,panchakanya ma vi,chitwan,chitwan,3.0,"District: complete, School level: complete, Root name: complete"
298,11641,gamga jamuna pra vi,ganga jamuna pra vi,khotang,khotang,3.0,"District: complete, School level: complete, Root name: complete"
17,12119,jagadishvari pra vi,jagadishwary pra vi,bhojpur,bhojpur,3.0,"District: complete, School level: complete, Root name: complete"
16,12252,jalpa ma vi,jalpa ma vi,bhojpur,bhojpur,3.0,"District: complete, School level: complete, Root name: complete"
325,41925,janata a vi,janata a vi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
307,7548,bhavani pra vi,bhawani pra vi,doti,doti,3.0,"District: complete, School level: complete, Root name: complete"
324,43160,radha ma vi,radha ma vi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
37,15302,sa~ngarumba u ma vi,sangrumba ma vi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
320,41452,hamsavahini ma vi,hansabahini ma vi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
317,42653,mina ma vi,min ma vi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
27,4545,bhavani pra vi,bhawani pra vi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
26,42297,kyaminakota ma vi,kyaminkot ma vi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
315,42522,mahendra ma vi,mahendra ma vi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
321,36056,shanti vidyagrriha ma vi,shanti vidyagrih ma vi,kathmandu,kathmandu,3.0,"District: complete, School level: complete, Root name: complete"
29,11069,chandi a vi,chandi a vi,bhojpur,bhojpur,3.0,"District: complete, School level: complete, Root name: complete"
25,41719,janajyoti pra vi,jana jyoti pra vi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
30,12169,jalapa a vi,jalapa a vi,bhojpur,bhojpur,3.0,"District: complete, School level: complete, Root name: complete"
24,15543,sarasvati pra vi,saraswati pra vi,bhojpur,bhojpur,3.0,"District: complete, School level: complete, Root name: complete"
313,42938,padama a vi,padma a vi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
23,1758,bhimeshvari a vi,bhimeshwori a vi,bhojpur,bhojpur,3.0,"District: complete, School level: complete, Root name: complete"
278,15331,sasu niketana pra vi,sapsu niketan pra vi,khotang,khotang,3.0,"District: complete, School level: complete, Root name: complete"
322,42131,kalika ma vi,kalika ma vi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
33,32558,jagrriti ma vi,jagriti ma vi,bhaktapur,bhaktapur,3.0,"District: complete, School level: complete, Root name: complete"
323,43352,samjhana pra vi,samjhana pra vi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
34,42906,nirmala pra vi,nirmal pra vi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
35,4140,annapurna pra vi,annapurna pra vi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
311,43314,sahajivana pra vi,saha jiwan pra vi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
310,37100,sitapaila ma vi,sitapaila ma vi,kathmandu,kathmandu,3.0,"District: complete, School level: complete, Root name: complete"
309,42261,krrishna pra vi,krishna pra vi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
15,1393,balakanya pra vi,bal kanya pra vi,bhojpur,bhojpur,3.0,"District: complete, School level: complete, Root name: complete"
318,42102,kalika ma vi,kalika ma vi,kaski,kaski,3.0,"District: complete, School level: complete, Root name: complete"
342,43648,sharada pra vi,sharada pra vi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
49,14427,pa~nchakanya a vi,pancha kanya a vi,bhojpur,bhojpur,3.0,"District: complete, School level: complete, Root name: complete"
283,1837,vijaya pra vi,bijaya pra vi,khotang,khotang,3.0,"District: complete, School level: complete, Root name: complete"
282,41851,ratna jyoti a vi,janajyoti a vi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
289,42961,pa~nchakoshi ma vi,pancha koshi ma vi,parbat,parbat,3.0,"District: complete, School level: complete, Root name: complete"
341,41991,jayadurga ma vi,jaya durga ma vi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
12,42659,mitrata ma vi,mitrata ma vi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
292,43154,radha damodara j~nana jyoti samskrrita ma vi,radha damodar gyan jyoti sanskrit ma vi,syangja,syangja,3.0,"District: complete, School level: complete, Root name: complete"
293,437,akala a vi,akala a vi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
280,42522,mahendra ma vi,mahendra ma vi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
51,4900,chimkeshvari pra vi,chimkeshwori pra vi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
9,11513,durgeshvari pra vi,durgeshwori pra vi,bhojpur,bhojpur,3.0,"District: complete, School level: complete, Root name: complete"
339,42716,naga pra vi,naga pra vi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
10,42934,pavitra ma vi,pabitra ma vi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
13,15242,saleva ma vi,salewa ma vi,bhojpur,bhojpur,3.0,"District: complete, School level: complete, Root name: complete"
287,43013,pashupati pra vi,pashupati pra vi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
286,23715,rashtiya pra vi,rashtriy pra vi,saptari,saptari,3.0,"District: complete, School level: complete, Root name: complete"
55,12131,jalakanya a vi,jal kanya a vi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
344,41846,jana jagrriti gamga ma vi,janajagriti ganga ma vi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
343,41514,himalaya ma vi,himalaya ma vi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
46,12911,jyati pra vi,jyoti pra vi,bhojpur,bhojpur,3.0,"District: complete, School level: complete, Root name: complete"
57,12395,janakalyana pra vi,jana kalyan pra vi,ilam,ilam,3.0,"District: complete, School level: complete, Root name: complete"
295,13032,kalika pra vi,kalika pra vi,khotang,khotang,3.0,"District: complete, School level: complete, Root name: complete"
3,11716,gograha ma vi,gograha ma vi,morang,morang,3.0,"District: complete, School level: complete, Root name: complete"
59,12405,janakalyana pra vi,jana kalyan pra vi,bhojpur,bhojpur,3.0,"District: complete, School level: complete, Root name: complete"
45,12911,jyoti pra vi,jyoti pra vi,bhojpur,bhojpur,3.0,"District: complete, School level: complete, Root name: complete"
11,42659,mitrata ma vi,mitrata ma vi,tanahun,tanahun,3.0,"District: complete, School level: complete, Root name: complete"
390,41733,janajyoti ma vi,jana jyoti ma vi,nawalpur,nawalparasi,2.6,"District: partial, School level: complete, Root name: complete"
157,4402,varachuli ma vi,barchuli ma vi,nawalpur,nawalparasi,2.6,"District: partial, School level: complete, Root name: complete"
281,41614,jaladevi a vi,jaladevi a vi,nawalpur,nawalparasi,2.6,"District: partial, School level: complete, Root name: complete"
705,42134,kalika ma vi,kalika ma vi,nawalpur,nawalparasi,2.6,"District: partial, School level: complete, Root name: complete"
115,41860,janaka ma vi,janak ma vi,nawalpur,nawalparasi,2.6,"District: partial, School level: complete, Root name: complete"
704,471,amarajyoti ma vi,amar jyoti ma vi,nawalpur,nawalparasi,2.6,"District: partial, School level: complete, Root name: complete"
374,43706,shiva ma vi,shiva ma vi,nawalpur,nawalparasi,2.6,"District: partial, School level: complete, Root name: complete"
703,43093,prabhata janata a vi,prabhat janata a vi,nawalpur,nawalparasi,2.6,"District: partial, School level: complete, Root name: complete"
145,42069,kaligandaki a vi,kaligandaki a vi,syangja,tanahun,2.5,"District: no match, School level: complete, Root name: complete"
967,15246,shamkara pra vi,salmara pra vi,jhapa,gulmi,2.5,"District: no match, School level: complete, Root name: complete"
960,14183,navadurga pra vi,navadurga pra vi,okhaldhunga,doti,2.5,"District: no match, School level: complete, Root name: complete"
759,13202,kuntadevi pra vi,khuna devi pra vi,sankhuwasabha,solukhumbu,2.5,"District: no match, School level: complete, Root name: complete"
143,1112,lakshmi devi pra vi,akash devi pra vi,khotang,ilam,2.5,"District: no match, School level: complete, Root name: complete"
4,62967,shri shamkara ma vi,shiv shankar ma vi,jajarkot,tanahun,2.5,"District: no match, School level: complete, Root name: complete"
117,32822,jivanajyaeti a vi,janajati a vi,sindhuli,chitwan,2.5,"District: no match, School level: complete, Root name: complete"
695,15325,shanti uma vi,santi a via,taplejung,baglung,2.5,"District: no match, School level: complete, Root name: complete"
756,13741,mahendrodaya pra vi,mahendra pra vi,sunsari,khotang,2.5,"District: no match, School level: complete, Root name: complete"
5,12346,janajagrriti ma vi,jana jagriti ma vi,solukhumbu,tanahun,2.5,"District: no match, School level: complete, Root name: complete"
965,11645,gamga pra vi,ganga pra vi,taplejung,gulmi,2.5,"District: no match, School level: complete, Root name: complete"
753,14422,pa~nchakanya pra vi,pancha kanya pra vi,dhankuta,solukhumbu,2.5,"District: no match, School level: complete, Root name: complete"
709,1194,annapurna a vi,annapurna a vi,sankhuwasabha,mustang,2.5,"District: no match, School level: complete, Root name: complete"
140,16975,subhadra pra vi,subhadra a vi,ilam,ilam,2.5,"District: complete, School level: no match, Root name: complete"
748,11133,chaskama ma vi,cheskam pra vi,solukhumbu,solukhumbu,2.5,"District: complete, School level: no match, Root name: complete"
991,11968,himalaya pra vi,himalaya pra vi,panchthar,doti,2.5,"District: no match, School level: complete, Root name: complete"
708,12160,kalika kanya ma vi,jala kanya ma vi,tehrathum,baglung,2.5,"District: no match, School level: complete, Root name: complete"
137,132,adarsha ma vi,adarsha ma vi,jhapa,bhaktapur,2.5,"District: no match, School level: complete, Root name: complete"
136,14762,pokhari pra vi,pokhari a vi,ilam,ilam,2.5,"District: complete, School level: no match, Root name: complete"
135,15194,samgama ma vi,sagma ma vi,morang,kaski,2.5,"District: no match, School level: complete, Root name: complete"
975,54660,resumga pra vi,resunga a vi,gulmi,gulmi,2.5,"District: complete, School level: no match, Root name: complete"
974,17330,udaya pra vi,udaya pra vi,okhaldhunga,gulmi,2.5,"District: no match, School level: complete, Root name: complete"
972,12910,jyoti pra vi,jyoti pra vi,panchthar,rukum purba,2.5,"District: no match, School level: complete, Root name: complete"
706,16603,siddha ma vi,siddha ma vi,panchthar,baglung,2.5,"District: no match, School level: complete, Root name: complete"
131,1177,janata pra vi,ananta pra vi,morang,tanahun,2.5,"District: no match, School level: complete, Root name: complete"
984,5132,alama pra vi,alam a vi,gulmi,gulmi,2.5,"District: complete, School level: no match, Root name: complete"
723,11652,gamga ma vi,garma ma vi,solukhumbu,dang,2.5,"District: no match, School level: complete, Root name: complete"
727,131,adarsha a vi,adarsa a vi,morang,dang,2.5,"District: no match, School level: complete, Root name: complete"
986,53688,mehela pokhari pra vi,mehalepokhari ma vi,gulmi,gulmi,2.5,"District: complete, School level: no match, Root name: complete"
129,1223,araniko u ma vi,araniko ma vi,jhapa,tanahun,2.5,"District: no match, School level: complete, Root name: complete"
128,42064,kaligandaki pra vi,kali gandaki pra vi,parbat,doti,2.5,"District: no match, School level: complete, Root name: complete"
139,13006,shri kalika devi pra vi,kalika devi a vi,ilam,ilam,2.5,"District: complete, School level: no match, Root name: complete"
737,1869,virendra ma vi,birendra ma vi,bhojpur,dang,2.5,"District: no match, School level: complete, Root name: complete"
990,31514,udayakharka ma vi,dandakharka ma vi,dolakha,lalitpur,2.5,"District: no match, School level: complete, Root name: complete"
126,42255,krrishna gandaki pra vi,krishna ganga a vi,tanahun,tanahun,2.5,"District: complete, School level: no match, Root name: complete"
20,11060,chandeshvara ma vi,chandeshwary pra vi,bhojpur,bhojpur,2.5,"District: complete, School level: no match, Root name: complete"
739,14700,pelu pra vi,pelung a vi,khotang,khotang,2.5,"District: complete, School level: no match, Root name: complete"
125,42293,kusmavati pra vi,kushmawati a vi,tanahun,tanahun,2.5,"District: complete, School level: no match, Root name: complete"
982,12356,janajyoti ma vi,jana jyoti a vi,jhapa,jhapa,2.5,"District: complete, School level: no match, Root name: complete"
745,12605,janata ma vi,janata ma vi,dhankuta,solukhumbu,2.5,"District: no match, School level: complete, Root name: complete"
141,14082,navinapragati pra vi,naba pragati pra vi,solukhumbu,ilam,2.5,"District: no match, School level: complete, Root name: complete"
746,12128,jalapakanya a vi,jal kanya a vi,khotang,solukhumbu,2.5,"District: no match, School level: complete, Root name: complete"
699,15368,sharada pra vi,sarada pra vi,ilam,baglung,2.5,"District: no match, School level: complete, Root name: complete"
60,16676,shikshakshamakanya pra vi,siksha kshamakanya ma vi,bhojpur,bhojpur,2.5,"District: complete, School level: no match, Root name: complete"
32,16712,simha bahini pra vi,singha bahini a vi,bhojpur,bhojpur,2.5,"District: complete, School level: no match, Root name: complete"
28,16646,siddheshvara a vi,siddheshwari a vi,ilam,lalitpur,2.5,"District: no match, School level: complete, Root name: complete"
826,23133,balajvati pra vi,pra vi balati,saptari,solukhumbu,2.5,"District: no match, School level: complete, Root name: complete"
838,13675,simhakali ma vi,mahakali ma vi,dhankuta,solukhumbu,2.5,"District: no match, School level: complete, Root name: complete"
48,13638,pancha kanya pra vi,maha kanya pra vi,khotang,bhaktapur,2.5,"District: no match, School level: complete, Root name: complete"
836,13675,simhakali ma vi,mahakali ma vi,dhankuta,solukhumbu,2.5,"District: no match, School level: complete, Root name: complete"
835,16561,siddha a vi,siddha a vi,ilam,solukhumbu,2.5,"District: no match, School level: complete, Root name: complete"
833,34435,navajyoti ma vi,nava jyoti ma vi,kathmandu,lalitpur,2.5,"District: no match, School level: complete, Root name: complete"
47,17258,timma pra vi,timma ma vi,bhojpur,bhojpur,2.5,"District: complete, School level: no match, Root name: complete"
832,35018,phulpuka pra vi,phulpa pra vi,dolakha,solukhumbu,2.5,"District: no match, School level: complete, Root name: complete"
147,13490,ma vi,ma vi,sunsari,doti,2.5,"District: no match, School level: complete, Root name: complete"
83,71044,dobhana pra vi,doblanga pra vi,dadeldhura,ilam,2.5,"District: no match, School level: complete, Root name: complete"
813,12371,jivana jyoti ma vi,jana jyoti pra vi,solukhumbu,solukhumbu,2.5,"District: complete, School level: no match, Root name: complete"
918,37105,sitarama ma vi,sitaram ma vi,kathmandu,doti,2.5,"District: no match, School level: complete, Root name: complete"
821,13658,mahadeva pra vi,mahadev a vi,solukhumbu,solukhumbu,2.5,"District: complete, School level: no match, Root name: complete"
86,1816,vidya pra vi,bidya a vi,ilam,ilam,2.5,"District: complete, School level: no match, Root name: complete"
920,56008,sitarama pra vi,sitaram pra vi,kapilbastu,rasuwa,2.5,"District: no match, School level: complete, Root name: complete"
87,13775,maheshvara pra vi,maheshwara a vi,ilam,ilam,2.5,"District: complete, School level: no match, Root name: complete"
922,16648,siddheshvara ma vi,siddheshwari ma vi,taplejung,doti,2.5,"District: no match, School level: complete, Root name: complete"
90,11294,deurali pra vi,deurali pra vi,dhankuta,ilam,2.5,"District: no match, School level: complete, Root name: complete"
923,33092,kuvadi devi ma vi,kali devi ma vi,kathmandu,jhapa,2.5,"District: no match, School level: complete, Root name: complete"
913,12449,janavikasa a vi,janabikash ma vi,jhapa,jhapa,2.5,"District: complete, School level: no match, Root name: complete"
840,13490,ma vi,ma vi,sunsari,dang,2.5,"District: no match, School level: complete, Root name: complete"
911,53571,kalikasthana pra vi,maikasthan pra vi,gulmi,doti,2.5,"District: no match, School level: complete, Root name: complete"
848,3951,bhumeshvara pra vi,bhumeshwari pra vi,rasuwa,solukhumbu,2.5,"District: no match, School level: complete, Root name: complete"
886,16648,siddheshvara ma vi,siddheshwari ma vi,taplejung,jhapa,2.5,"District: no match, School level: complete, Root name: complete"
898,15819,shiksha sadana ma vi,shiksha sadan ma vi,morang,sunsari,2.5,"District: no match, School level: complete, Root name: complete"
899,17296,tribhuvana pra vi,tribhuwan ma vi,jhapa,jhapa,2.5,"District: complete, School level: no match, Root name: complete"
904,1439,balabhadra ma vi,bala bhadra a vi,jhapa,jhapa,2.5,"District: complete, School level: no match, Root name: complete"
876,16560,siddheshvari ma vi,siddeswari ma vi,udayapur,dang,2.5,"District: no match, School level: complete, Root name: complete"
870,15388,sarasvti ma vi,saraswati ma vi,panchthar,solukhumbu,2.5,"District: no match, School level: complete, Root name: complete"
869,11477,dudhakaushika a vi,dudhkaushika a vi,okhaldhunga,solukhumbu,2.5,"District: no match, School level: complete, Root name: complete"
909,13416,lekhanatha pra vi,lekhnath pra vi,sunsari,jhapa,2.5,"District: no match, School level: complete, Root name: complete"
868,16452,shiddhakanya pra vi,shree siddhakanya a vi,khotang,khotang,2.5,"District: complete, School level: no match, Root name: complete"
867,15247,salme a vi,salme pra vi,khotang,khotang,2.5,"District: complete, School level: no match, Root name: complete"
866,15887,shiva shakti ma vi,shivashakti ma vi,morang,dang,2.5,"District: no match, School level: complete, Root name: complete"
865,12393,janakalyana u ma vi,jana kalyan ma vi,panchthar,dang,2.5,"District: no match, School level: complete, Root name: complete"
910,13490,ma vi,ma vi,sunsari,ilam,2.5,"District: no match, School level: complete, Root name: complete"
860,54504,radha krrishna ni ma via vi,radha krishna bal aa vi,rupandehi,khotang,2.5,"District: no match, School level: complete, Root name: complete"
856,13490,ma vi,ma vi,sunsari,lalitpur,2.5,"District: no match, School level: complete, Root name: complete"
855,14641,patle pra vi,patale a vi,solukhumbu,solukhumbu,2.5,"District: complete, School level: no match, Root name: complete"
852,12347,jana jagrriti pra vi,jana jagriti pra vi,sunsari,dang,2.5,"District: no match, School level: complete, Root name: complete"
91,140,adarsha pra vi,adarsha a vi,ilam,ilam,2.5,"District: complete, School level: no match, Root name: complete"
924,11996,himali pra vi,himali ma vi,jhapa,jhapa,2.5,"District: complete, School level: no match, Root name: complete"
957,13490,ma vi,ma vi,sunsari,kailali,2.5,"District: no match, School level: complete, Root name: complete"
111,1414,ananda a vi,bal nanda a vi,panchthar,bardiya,2.5,"District: no match, School level: complete, Root name: complete"
104,14905,rachana pra vi,rachana a vi,bhojpur,bhojpur,2.5,"District: complete, School level: no match, Root name: complete"
789,16892,shisha pra vi,sisa a vi,solukhumbu,solukhumbu,2.5,"District: complete, School level: no match, Root name: complete"
944,11968,himalaya pra vi,himalaya pra vi,panchthar,kailali,2.5,"District: no match, School level: complete, Root name: complete"
786,12168,jalandhara pra vi,jalandhar a vi,khotang,khotang,2.5,"District: complete, School level: no match, Root name: complete"
783,35645,santati a vi,santati pra vi,bhaktapur,bhaktapur,2.5,"District: complete, School level: no match, Root name: complete"
781,156,adarsha milana a vi,adarsha milan pra vi,solukhumbu,solukhumbu,2.5,"District: complete, School level: no match, Root name: complete"
780,11639,gamga devi pra vi,ganga devi a vi,khotang,khotang,2.5,"District: complete, School level: no match, Root name: complete"
109,13670,simhadevi ma vi,mahadevi a vi,bhojpur,bhojpur,2.5,"District: complete, School level: no match, Root name: complete"
31,15850,shitaladevi pra vi,shitala devi a vi,bhojpur,bhojpur,2.5,"District: complete, School level: no match, Root name: complete"
44,42006,jharagau pra vi,jhargaun a vi,tanahun,tanahun,2.5,"District: complete, School level: no match, Root name: complete"
773,1531,baraha pra vi,baraha a vi,khotang,khotang,2.5,"District: complete, School level: no match, Root name: complete"
771,3554,kalika devi ma vi,bala devi ma vi,dhading,solukhumbu,2.5,"District: no match, School level: complete, Root name: complete"
770,12233,jalpa pra vi,jalpa a vi,solukhumbu,solukhumbu,2.5,"District: complete, School level: no match, Root name: complete"
769,12573,janaseva pra vi,janasewa a vi,solukhumbu,solukhumbu,2.5,"District: complete, School level: no match, Root name: complete"
767,43519,sarasvati namuna ma vi,saraswoti namuna ma vi,tanahun,khotang,2.5,"District: no match, School level: complete, Root name: complete"
765,13865,ma~njushri pra vi,manjushree a vi,solukhumbu,solukhumbu,2.5,"District: complete, School level: no match, Root name: complete"
763,11460,dorpu a vi,dorpu pra vi,solukhumbu,solukhumbu,2.5,"District: complete, School level: no match, Root name: complete"
956,72143,kedaraakhada ma vi,kedar akhada ma vi,doti,rautahat,2.5,"District: no match, School level: complete, Root name: complete"
942,15150,sadhuprarti pra vi,sadhuparti a vi,jhapa,jhapa,2.5,"District: complete, School level: no match, Root name: complete"
103,13390,lakshmi narayana pra vi,laxmi narayan a vi,bhojpur,bhojpur,2.5,"District: complete, School level: no match, Root name: complete"
102,16594,siddhamahakali ma vi,siddha kali ma vi,panchthar,tanahun,2.5,"District: no match, School level: complete, Root name: complete"
793,1579,basuki pra vi,basuki a vi,solukhumbu,solukhumbu,2.5,"District: complete, School level: no match, Root name: complete"
43,179,a vi,a vi,sunsari,siraha,2.5,"District: no match, School level: complete, Root name: complete"
811,12371,jivana jyoti u ma vi,jana jyoti pra vi,solukhumbu,solukhumbu,2.5,"District: complete, School level: no match, Root name: complete"
809,15680,seti gaicha a vi,seti gaiya pra vi,solukhumbu,solukhumbu,2.5,"District: complete, School level: no match, Root name: complete"
928,17028,sundarapura pra vi,sundarpur a vi,jhapa,jhapa,2.5,"District: complete, School level: no match, Root name: complete"
94,11463,drripadavi pra vi,dripa devi a vi,ilam,ilam,2.5,"District: complete, School level: no match, Root name: complete"
929,14085,navajyoti pra vi,nabajyoti pra vi,khotang,sunsari,2.5,"District: no match, School level: complete, Root name: complete"
806,11949,himalaya ni ma via vi,himalaya aa vi,ilam,khotang,2.5,"District: no match, School level: complete, Root name: complete"
805,17278,toskhama pra vi,toshakham a vi,solukhumbu,solukhumbu,2.5,"District: complete, School level: no match, Root name: complete"
804,12066,indra a vi,indra a vi,morang,solukhumbu,2.5,"District: no match, School level: complete, Root name: complete"
39,15850,sitala devi pra vi,shitala devi a vi,bhojpur,bhojpur,2.5,"District: complete, School level: no match, Root name: complete"
935,56273,todi pra vi,toladi pra vi,gulmi,doti,2.5,"District: no match, School level: complete, Root name: complete"
800,15142,savitra ma vi,sabitra ma vi,bhojpur,doti,2.5,"District: no match, School level: complete, Root name: complete"
798,3343,bageshvari a vi,bageshori a vi,dhading,solukhumbu,2.5,"District: no match, School level: complete, Root name: complete"
938,11741,gorakhanatha pra vi,gorakh nath a vi,sunsari,sunsari,2.5,"District: complete, School level: no match, Root name: complete"
940,1706,bhanubhakta pra vi,bhanu bhakta pra vi,panchthar,jhapa,2.5,"District: no match, School level: complete, Root name: complete"
941,14914,radhanagara pra vi,radha nagar a vi,jhapa,jhapa,2.5,"District: complete, School level: no match, Root name: complete"
794,14062,mukli a vi,mukti a vi,bhojpur,solukhumbu,2.5,"District: no match, School level: complete, Root name: complete"
146,13655,mahadeva a vi,mahadev a vi,sankhuwasabha,tanahun,2.5,"District: no match, School level: complete, Root name: complete"
345,16560,siddheshvari ma vi,siddeswari ma vi,udayapur,tanahun,2.5,"District: no match, School level: complete, Root name: complete"
2,11142,chenakhama pra vi,chhenkhama a vi,bhojpur,bhojpur,2.5,"District: complete, School level: no match, Root name: complete"
149,16646,siddeshvari pra vi,siddheshwari a vi,ilam,ilam,2.5,"District: complete, School level: no match, Root name: complete"
252,13490,ma vi,ma vi,sunsari,ilam,2.5,"District: no match, School level: complete, Root name: complete"
254,11118,chanrdodaya pra vi,chandrodaya pra vi,dhankuta,tanahun,2.5,"District: no match, School level: complete, Root name: complete"
526,1363,balakalyana pra vi,bal kalyan pra vi,dhankuta,khotang,2.5,"District: no match, School level: complete, Root name: complete"
524,1177,janata pra vi,ananta pra vi,morang,siraha,2.5,"District: no match, School level: complete, Root name: complete"
258,12310,jana vikasa pra vi,jana bikash a vi,khotang,khotang,2.5,"District: complete, School level: no match, Root name: complete"
510,179,a vi,a vi,sunsari,dang,2.5,"District: no match, School level: complete, Root name: complete"
505,13490,ma vi,ma vi,sunsari,dang,2.5,"District: no match, School level: complete, Root name: complete"
500,11617,ganesha a vi,ganesh a vi,taplejung,dang,2.5,"District: no match, School level: complete, Root name: complete"
250,12946,kalika a vi,kalika a vi,okhaldhunga,chitwan,2.5,"District: no match, School level: complete, Root name: complete"
264,15326,shanti pra vi,santi pra vi,ilam,tanahun,2.5,"District: no match, School level: complete, Root name: complete"
494,13490,ma vi,ma vi,sunsari,dang,2.5,"District: no match, School level: complete, Root name: complete"
492,12596,janashrama pra vi,janashram pra vi,khotang,rolpa,2.5,"District: no match, School level: complete, Root name: complete"
490,1463,balavikasa pra vi,balbikasha pra vi,khotang,dang,2.5,"District: no match, School level: complete, Root name: complete"
266,12378,jana kalyana pra vi,jana kalyan pra vi,dhankuta,manang,2.5,"District: no match, School level: complete, Root name: complete"
487,1262,arunodaya ma vi,arunodaya ma vi,dhankuta,chitwan,2.5,"District: no match, School level: complete, Root name: complete"
272,14152,naya.n jyoti pra vi,narayan jyoti pra vi,ilam,tanahun,2.5,"District: no match, School level: complete, Root name: complete"
531,4612,vidyajyoti pra vi,bidhya jyoti pra vi,parbat,ilam,2.5,"District: no match, School level: complete, Root name: complete"
248,179,a vi,a vi,sunsari,dhanusha,2.5,"District: no match, School level: complete, Root name: complete"
214,12490,anandajyoti ma vi,janajyoti ma vi,bhojpur,kaski,2.5,"District: no match, School level: complete, Root name: complete"
229,12933,kailasha pra vi,kailash a vi,ilam,ilam,2.5,"District: complete, School level: no match, Root name: complete"
584,15388,sarasvati ma vi,saraswati ma vi,panchthar,khotang,2.5,"District: no match, School level: complete, Root name: complete"
