	Unnamed: 0.1	Unnamed: 0	School_level_transliterated	School_name_transliterated	Potential_district_transliterated	Location_1_transliterated	Matched_District	district_id_x	district_id_y	root_school_name
1259	1259	1259	1	ka.nkarabhitta	jhapa	mechinagara ka.nkarabhitta	jhapa	4	4	dawn english medium
1260	1260	1260	2	pamchakanya	tehrathuma		tehrathum	13	13	dawn village ebs
1261	1261	1261	1	sahida smrriti	sunasari		sunsari	11	11	debata a viidayala
1262	1262	1262	3	shahida smrriti	sunasari	itahari	sunsari	11	11	dedraj sewali devi todi dav kvb vi
1263	1263	1263	0	sharada vidyamandira	gulmi		gulmi	51	51	deep ebs
1264	1264	1264	1	runkhadaha	gulmi		gulmi	51	51	deep english
1265	1265	1265	1	ardasha	gulmi	vi digamakota	gulmi	51	51	deep jyoti
1266	1266	1266	1	mahendra vidya bodha	arghakha.nchi	balakota	arghakhanchi	50	50	deep jyoti academy
1267	1267	1267	0	bhavani	bajha~na		bajhang	71	71	deep jyoti
1268	1268	1268	3	harimaya ayodhya devi kanya	mahottari		mahottari	22	22	deep jyoti
1269	1269	1269	3	bakhela kumari	lalitapura		lalitpur	25	25	deep jyoti
1270	1270	1270	0	pamcha ratna	panchthar		panchthar	8	8	deep jyoti
1271	1271	1271	2	malika	kailali		kailali	76	76	deep jyoti
1272	1272	1272	0	yuva varsha	parsa		parsa	15	15	deep jyoti ebs
1273	1273	1273	1	adinatha	kathamadaum	chaebhara	kathmandu	23	23	deep jyoti
1274	1274	1274	0	darlamachaura	gulmi		gulmi	51	51	deep jyoti
1275	1275	1275	0	mahonapala	kailali		kailali	76	76	deepak
1276	1276	1276	2	rashtirraya	kailali		kailali	76	76	deepak jana jyotibasic
1277	1277	1277	0	jvaladevi	lalitapura	devichaura	lalitpur	25	25	deependra  rametar
1278	1278	1278	0	rashtiya	saptari	tilathi	saptari	21	21	deependra  serke
1279	1279	1279	0	ra	chitavana	hattisude	chitwan	29	29	deepjyoti balbikas kendra
1280	1280	1280	1	vuddha	lalitapura	champi	lalitpur	25	25	deepjyoti
1281	1281	1281	1	ghorle	gulmi		gulmi	51	51	deepjyoti
1282	1282	1282	1	thalara	bajha~na		bajhang	71	71	deepjyoti ma ebs myanglung tehrathum
1283	1283	1283	0	siddhiganosha	bajha~na		bajhang	71	71	deepshikha montessori
1284	1284	1284	1	chaudhari	bajha~na		bajhang	71	71	dekshen kshyoling monastry
1285	1285	1285	1	durga mahali~nga	bajha~na	chauka channa	bajhang	71	71	deku
1286	1286	1286	3	janata	sunasari	inaruva	sunsari	11	11	delhi public vi
1287	1287	1287	4	vishvanatha pra li bajha~na	parsa		parsa	15	15	delight model academy
1288	1288	1288	1	bhagavati	bajha~na		bajhang	71	71	delta ebs
1289	1289	1289	1	buddha bhagavana	lalitapura	manikhela	lalitpur	25	25	dembahil basic
1290	1290	1290	2	balamukunda	lalitapura	vukhela	lalitpur	25	25	depot
1291	1291	1291	0	vidhadevi	gulmi		gulmi	51	51	desh kalayan
1292	1292	1292	0	krrishna	bajha~na		bajhang	71	71	deumai
1293	1293	1293	0	lakshmi	gulmi	chatrakota	gulmi	51	51	deurali
1294	1294	1294	0	sabaudaya	kailali		kailali	76	76	deurali
1295	1295	1295	1	sarvajanika	mahottari	bhimagadha	mahottari	22	22	deurali
1296	1296	1296	0	sauneyubha	gulmi		gulmi	51	51	deurali a viiddyalaya
1297	1297	1297	0	sabadhara	gulmi	dhurkota ga pa	gulmi	51	51	deurali adharvut vi
1298	1298	1298	0	himalaya	bajha~na	bagirakhana	bajhang	71	71	deurali
1299	1299	1299	0	shri kailada	bajha~na	lokanda	bajhang	71	71	deurali
1300	1300	1300	0	balavikasa	bajha~na		bajhang	71	71	deurali
1301	1301	1301	0	shri gochandeshvari	lalitapura		lalitpur	25	25	deurali
1302	1302	1302	1	vishvamitra ganesha	lalitapura	mahalakshmi na pa	lalitpur	25	25	deurali
1303	1303	1303	3	siddhashanti	bajha~na		bajhang	71	71	deurali children academy
1304	1304	1304	1	kailasha	bajha~na	lotu	bajhang	71	71	deurali ebs
1305	1305	1305	0	padama pura	bajha~na		bajhang	71	71	deurali ebs siruwani
1306	1306	1306	0	maitivavana	bajha~na		bajhang	71	71	deurali
1307	1307	1307	0	madanadeva	gulmi		gulmi	51	51	deurali panchakanya believers ebs dharan
1308	1308	1308	0	deurali	gulmi		gulmi	51	51	deurali pra
1309	1309	1309	2	bhumeshvari	bajha~na		bajhang	71	71	deurali
1310	1310	1310	2	chunidevi shikshamandira	lalitapura	bujhati	lalitpur	25	25	deurali
1311	1311	1311	1	baleshvari	lalitapura	bharadeu	lalitpur	25	25	dev memorial academy
1312	1312	1312	1	gothabhan~nya~nga	lalitapura	dalachoki	lalitpur	25	25	devbhumi vidyapith ebs
1313	1313	1313	1	sharadashiksha sadana	lalitapura	ikudola	lalitpur	25	25	devi
1314	1314	1314	3	rashtriya	mahottari	jaleshvara na pa bela	mahottari	22	22	devi balbikas  ranagau
1315	1315	1315	1	padama prakasha	lalitapura	dhapakhela	lalitpur	25	25	devi
1316	1316	1316	2	nepala	navalaparasi		nawalparasi	48	48	devi
1317	1317	1317	0	ra	chitavana	gothashvara	chitwan	29	29	devi
1318	1318	1318	1	gu~njanagara	chitavana	bharatapura ma na pa	chitwan	29	29	devi
1319	1319	1319	2	ghari	bajha~na	ligrichira	bajhang	71	71	devi darshan
1320	1320	1320	3	janakalyana	bajha~na		bajhang	71	71	devi pathivara english
1321	1321	1321	0	badha bhairava	makavanapura		makwanpur	28	28	devi
1322	1322	1322	1	kalidevi	lalitapura	vukhela	lalitpur	25	25	devi
1323	1323	1323	3	manakamana	makavanapura	kusumatara	makwanpur	28	28	devi  baireni
1324	1324	1324	0	chitrakumari	lalitapura		lalitpur	25	25	devi
1325	1325	1325	0	jyoti	gulmi		gulmi	51	51	devi
1326	1326	1326	0	mahendra	bajha~na		bajhang	71	71	devi  bhulke
1327	1327	1327	3	madana ashrita samjhana	dadeldhura		dadeldhura	73	73	devismrity
1328	1328	1328	0	purnima	gulmi	charapala darabara devisthana	gulmi	51	51	devistan
1329	1329	1329	0	durga	bajha~na		bajhang	71	71	devisthan
1330	1330	1330	3	mahadeva	bajha~na	baddijyavana	bajhang	71	71	devisthan
1331	1331	1331	2	edeveshvari	bajha~na		bajhang	71	71	devithan
1332	1332	1332	3	phulchoki	lalitapura	vishamkhunarayana	lalitpur	25	25	devkota
1333	1333	1333	1	pathapradarshaka	lalitapura	vadikhela	lalitpur	25	25	devkota
1334	1334	1334	3	vij~nana prabha	lalitapura	ikudola	lalitpur	25	25	devkota
1335	1335	1335	0	sarasvati	gulmi	rupakota	gulmi	51	51	devkota
1336	1336	1336	1	dipaka	gulmi		gulmi	51	51	devkota
1337	1337	1337	0	baghabhairava	lalitapura	bhattedada	lalitpur	25	25	devkota
1338	1338	1338	1	bashudevi	kailali		kailali	76	76	devkota
1339	1339	1339	1	shivashamkara	gulmi		gulmi	51	51	devkota education foundation
1340	1340	1340	1	janata	kailali		kailali	76	76	devkota
1341	1341	1341	1	vasudevi	kailali		kailali	76	76	devkota public ma ebs
1342	1342	1342	1	ka ra la	kailali		kailali	76	76	devkota
1343	1343	1343	1	sharada	kailali	dha na pa	kailali	76	76	devkota
1344	1344	1344	3	j~nanodaya	gulmi	ritaudi joha~nga	gulmi	51	51	devkul
1345	1345	1345	2	satya	bajha~na		bajhang	71	71	dewasthan
1346	1346	1346	0	suryodaya	bajha~na		bajhang	71	71	dham saraswati
1347	1347	1347	3	adarsha	gorakha	siranachoka ga pa jaubari	gorkha	37	37	dhamo
1348	1348	1348	0	shakti	gorkha	hyalalchoka	gorkha	37	37	dhana kanya
1349	1349	1349	1	ganesha	gulmi	pipaladhara	gulmi	51	51	dhanapokhari
1350	1350	1350	3	janajyoti	gulmi	hastichaura	gulmi	51	51	dhande a viiddyalaya
1351	1351	1351	3	jana	gulmi		gulmi	51	51	dhanjit
1352	1352	1352	3	navajyoti	gulmi		gulmi	51	51	dhankuta english ma ebs
1353	1353	1353	3	kumari	gulmi	isma ga pa	gulmi	51	51	dhankuta sanjeevani ebs
1354	1354	1354	3	adarsha	gulmi	gairikhutta	gulmi	51	51	dhanpal
1355	1355	1355	1	namade	bajha~na		bajhang	71	71	dhanusha adharvut vi
1356	1356	1356	0	mashta	bajha~na	dhamigau.n	bajhang	71	71	dhap kharka
1357	1357	1357	0	mashtha	bajha~na	thalaka.nda	bajhang	71	71	dharampur pragya pathashala
1358	1358	1358	1	janapriraya	bajha~na	vi	bajhang	71	71	dharampur pragya pathashala
1359	1359	1359	1	phulchoki	lalitapura	thaiva	lalitpur	25	25	dharan adarsha boarding  dharan
1360	1360	1360	2	chidhipani	gulmi		gulmi	51	51	dharan ebs
1361	1361	1361	1	satyavati	gulmi	satyavati	gulmi	51	51	dharan ligament residential schoool dharan
1362	1362	1362	1	kalika manavaj~nana	rupandehi		rupandehi	49	49	dharan megha himalayan vi dharan
1363	1363	1363	0	balaseva	kailali		kailali	76	76	dharan model vi dharan
1364	1364	1364	0	navadurga	kailali		kailali	76	76	dharan montessori academy
1365	1365	1365	1	vaidyanatha devanarayana janata namuna	dhanusha	tulasiyahi	dhanusha	20	20	dharan peace angel academy
1366	1366	1366	0	paiya.npata	gulmi	malika ga pa	gulmi	51	51	dharan scholars' academy pathibhara line dharan
1367	1367	1367	0	manakamana	gulmi	doholi	gulmi	51	51	dharan sec vi
1368	1368	1368	1	chapahile	gulmi	chapahile	gulmi	51	51	dharanidhar
1369	1369	1369	1	thalachaura	bajha~na	maulali	bajhang	71	71	dharapani
1370	1370	1370	2	bhagavati	jhapa		jhapa	4	4	dharapani
1371	1371	1371	0	pa~nchamipokhari	gulmi	bamvateri	gulmi	51	51	dharma bhakta
1372	1372	1372	0	pata devi	bajha~na		bajhang	71	71	dharma bhakta
1373	1373	1373	1	sisneri	lalitapura	lamatara	lalitpur	25	25	dharma devi aa vi
1374	1374	1374	1	kalidevi	lalitapura	lamatara	lalitpur	25	25	dharma devi
1375	1375	1375	1	dipendrra	kailali		kailali	76	76	dharma devi
1376	1376	1376	0	ripure	gulmi	malagiri	gulmi	51	51	dharma devi
1377	1377	1377	0	ruvenai	gulmi		gulmi	51	51	dharma dwar
1378	1378	1378	0	kotakota	syangja	alamadevi kotakoti vesi	syangja	45	45	dharma peak ebs
1379	1379	1379	0	kotakota	syangja	vesi	syangja	45	45	dharmadevi
1380	1380	1380	2	sarasvati vidyamandira	bajha~na		bajhang	71	71	dharmadhwaj thapa  kopche
1381	1381	1381	1	bhairava	bajha~na		bajhang	71	71	dharmodaya
1382	1382	1382	3	ganesha	jhapa	arjunadhara	jhapa	4	4	dharmodaya
1383	1383	1383	0	hari	jhapa		jhapa	4	4	dharmodaya
1384	1384	1384	0	prrithvi	tapleju~na	thumvedina	taplejung	12	12	dharmoddhar
1385	1385	1385	2	janata	jhapa	damaka	jhapa	4	4	dharnikhop
1386	1386	1386	1	mahasarasvati	doti		doti	75	75	dhikure
1387	1387	1387	3	vetala	doti	vinoda	doti	75	75	dhimile  dhimile
1388	1388	1388	2	nimavi	doti	adeba pravi	doti	75	75	dhiplung
1389	1389	1389	3	sharada	doti	indrachoka silagadha	doti	75	75	dhruba jyoti
1390	1390	1390	0	te~nacheta	dhadi~na		dhading	31	31	dhrubatara residential
1391	1391	1391	0	lekali	makavanapura		makwanpur	28	28	dhruvatara ma ebs
1392	1392	1392	0	ra	chitavana	aladada chautara	chitwan	29	29	dhukurpani
1393	1393	1393	3	vindeshvari	chitavana	ratnanagara	chitwan	29	29	dhulabari
1394	1394	1394	0	sagaramatha janata	okhaladhuga		okhaldhunga	7	7	dhungedhara
1395	1395	1395	3	kalika	okhaladhumga	pamkhu	okhaldhunga	7	7	dhunwakhola a via
1396	1396	1396	2	lakshmi	sunasari		sunsari	11	11	dhupoo ebs
1397	1397	1397	2	shrirama	kathamadaum		kathmandu	23	23	dhuseni  dhuseni
1398	1398	1398	3	vetala	doti		doti	75	75	dhuseni  ahale
1399	1399	1399	0	mahendra	sunasari		sunsari	11	11	dhuwajan  bahunitar
1400	1400	1400	0	lakshmi	sunasari		sunsari	11	11	dibyaratna awasiya
1401	1401	1401	1	himalaya	ilama		ilam	3	3	didhi
1402	1402	1402	3	shanti	sunasari	itahari	sunsari	11	11	diding
1403	1403	1403	3	chaudela	doti		doti	75	75	digen jana jyoti
1404	1404	1404	1	kalikasthana	jhapa	arjunadhara	jhapa	4	4	dikshya
1405	1405	1405	1	balakalyana	jhapa	mechinagara	jhapa	4	4	dikshyanta shikshya niketan
1406	1406	1406	1	banedumgra	doti		doti	75	75	diktel ebs
1407	1407	1407	0	ra	chitavana	darechoka	chitwan	29	29	dikuwa
1408	1408	1408	0	ra	chitavana	jamunapura	chitwan	29	29	dil adharbut vi sunawarshi morang
1409	1409	1409	0	rashtriya	chitavana	jamunapura ka ratnanagara na pa	chitwan	29	29	dil
1410	1410	1410	1	navadurga	sunasari		sunsari	11	11	dilli
1411	1411	1411	0	bhagavati	jhapa	khajuragachi	jhapa	4	4	dimalung
1412	1412	1412	0	pashupati	jhapa		jhapa	4	4	dimba
1413	1413	1413	3	lala	mora~na	sundaraharaicha na pa	morang	6	6	dimil
1414	1414	1414	1	chandra kamala	sunasari	marchaiya	sunsari	11	11	dina bhadri a
1415	1415	1415	1	janata	tapleju~na	ha~nadeva	taplejung	12	12	dina bhadri
1416	1416	1416	2	shukra	jhapa		jhapa	4	4	dinabhadri
1417	1417	1417	1	bhadrakali	jhapa	gauradaha	jhapa	4	4	dinesh chaudhary smriti
1418	1418	1418	0	kapuleshvara	doti		doti	75	75	dipendra
1419	1419	1419	1	ba.nsabari	jhapa		jhapa	4	4	dipendra  jogidanda
1420	1420	1420	0	indreni	samkhuvasabha	simle	sankhuwasabha	9	9	dipendra adarsha
1421	1421	1421	0	suyaudaya	samkhuvasabha		sankhuwasabha	9	9	dipendra
1422	1422	1422	0	ramajanaki	jhapa		jhapa	4	4	dipendra
1423	1423	1423	2	amrrita	jhapa	rajagadha	jhapa	4	4	dipendra
1424	1424	1424	1	jana adarsha	syangja	arukharka	syangja	45	45	dipendra smriti
1425	1425	1425	1	puha.ntu janajyoti	jhapa		jhapa	4	4	dipini
1426	1426	1426	3	babina	doti		doti	75	75	dipjan english boarding
1427	1427	1427	3	namodaya	doti	adarsha	doti	75	75	dipjyoti besic vi
1428	1428	1428	0	mainachari	jhapa		jhapa	4	4	dipjyoti
1429	1429	1429	1	ganesha	jhapa		jhapa	4	4	dipjyoti ebs
1430	1430	1430	1	kedareshvara	doti	lana	doti	75	75	dipjyoti ebs
1431	1431	1431	0	najadurga	doti		doti	75	75	dipjyoti ebs
1432	1432	1432	1	thakuraji	saptari		saptari	21	21	dirja
1433	1433	1433	3	pashupati	sunasari		sunsari	11	11	disne play education foundation
1434	1434	1434	0	mahadeva	tapleju~nga	cha.nge	taplejung	12	12	divine light academy
1435	1435	1435	1	thechambu	tapleju~na	thechambu	taplejung	12	12	divine temple ebs
1436	1436	1436	2	pamchakanya	bhojapura		bhojpur	1	1	divinlove educare nobel academy
1437	1437	1437	1	madi	chitavana	basantapura	chitwan	29	29	divya aa
1438	1438	1438	0	mahakali	tapleju~na	pharumbu	taplejung	12	12	divya jyoti academy ebs
1439	1439	1439	2	mahakali	tapleju~na	thechambu	taplejung	12	12	divya jyoti ebs
1440	1440	1440	1	kalika	ka~nchanapura	shuklapha.nta asaina	kanchanpur	77	77	divya jyoti
1441	1441	1441	1	bhrrikuti	jhapa	kanakai durgapura	jhapa	4	4	divya jyoti vidya mandir
1442	1442	1442	0	adarsha	jhapa		jhapa	4	4	divya jyoti vidya mandir ebs
1443	1443	1443	1	sarasvati	mora~na	budhigamga	morang	6	6	divya  khamare
1444	1444	1444	1	maha.nkala	lalitapura	gotikhela	lalitpur	25	25	divyajyoti bidhyamandir ebs
1445	1445	1445	1	siheshavari	tapleju~na		taplejung	12	12	divyajyoti  nigale
1446	1446	1446	1	adarsha	jhapa	mechinagara	jhapa	4	4	divyashwori aa vi
1447	1447	1447	2	janajyoti	jhapa		jhapa	4	4	diyalo
1448	1448	1448	1	khajuragachi	jhapa		jhapa	4	4	diyo ebs
1449	1449	1449	2	harihara	tapleju~na		taplejung	12	12	dizniworld eng ebs
1450	1450	1450	3	mashtamadaum	doti		doti	75	75	dobelabitch
1451	1451	1451	3	kedaramandau	doti		doti	75	75	dokandanda ebs
1452	1452	1452	2	amaraghatti	doti		doti	75	75	dolma memorial ebs
1453	1453	1453	1	shamkara	dhanusha	dhanauji	dhanusha	20	20	don bosco ebs
1454	1454	1454	0	rashtiya	sunasari		sunsari	11	11	don bosco vi
1455	1455	1455	0	hamphavu~na	tapleju~na	thechamvu	taplejung	12	12	don bosco vi nilgiri
1456	1456	1456	1	majadura kisana	sunasari		sunsari	11	11	don nursary vi
1457	1457	1457	1	bhanu	jhapa	shivasatakshi	jhapa	4	4	donbosco ebs
1458	1458	1458	1	ravikala	tapleju~na	savadina	taplejung	12	12	doramari
1459	1459	1459	1	sunadevi	tapleju~na	ikhabu	taplejung	12	12	doreya
1460	1460	1460	0	bhumeshvari	bajha~na		bajhang	71	71	dorpu
1461	1461	1461	1	sarasvati	bajha~na	vijagada	bajhang	71	71	dovan
1462	1462	1462	0	maheshvara	bajha~na		bajhang	71	71	dreamland ebs
1463	1463	1463	3	ranivana	tapleju~na	mauvakhola	taplejung	12	12	dripa devi
1464	1464	1464	1	i hi su ji ja	saptari		saptari	21	21	dronacharya samudayak
1465	1465	1465	0	balakalyana	jhapa		jhapa	4	4	dudh koshi a via
1466	1466	1466	1	simachaura	doti	simachaura	doti	75	75	dudh koshi
1467	1467	1467	3	balakalyana	chitavana	jagannathapuri	chitwan	29	29	dudh koshi
1468	1468	1468	1	nepala	chitavana	ratnanagara	chitwan	29	29	dudh koshi ebs ghurmi
1469	1469	1469	2	chandeshvari	chitavana		chitwan	29	29	dudh koshi
1470	1470	1470	1	sarasvati	chitavana	jitapura	chitwan	29	29	dudh koshi
1471	1471	1471	0	dakshinakali rashtiya	chitavana		chitwan	29	29	dudh koshia vi
1472	1472	1472	1	krrishnanagara	chitavana		chitwan	29	29	dudh kunda himalayan
1473	1473	1473	0	durgamakshetra	tapleju~na		taplejung	12	12	dudh kunda
1474	1474	1474	0	shivaji	doti		doti	75	75	dudh pokhari
1475	1475	1475	1	radha krrishna	daeti	tijali	doti	75	75	dudhakoshi
1476	1476	1476	2	harishachandra	bajha~na	jugepani	bajhang	71	71	dudhanath
1477	1477	1477	0	shri	sunasari		sunsari	11	11	dudhkaushika
1478	1478	1478	1	rashtiya	sunasari	shripurajabdi	sunsari	11	11	dudhkoshi
1479	1479	1479	2	chanuka.nda	doti	chanuka.nda	doti	75	75	dugdheshwor
1480	1480	1480	0	hanumana	doti		doti	75	75	duhabi adarsha  ebs
1481	1481	1481	0	dumrakota	doti		doti	75	75	duhabi children academy
1482	1482	1482	2	malika	bajha~na	rilu	bajhang	71	71	dulari multiple vi
1483	1483	1483	1	sitarama	bajha~na		bajhang	71	71	durchhim
1484	1484	1484	1	kedara	deulikota	vi	kalikot	64	64	durga
1485	1485	1485	1	pamchayata	sunasari	pipraha ramadhuni	sunsari	11	11	durga aawashiya ebs
1486	1486	1486	0	shri	dhanakuta	kattike muga	dhankuta	2	2	durga
1487	1487	1487	0	sulikota	sunasari		sunsari	11	11	durga
1488	1488	1488	3	pamchakanya	sunasari	barahakshetra na pa	sunsari	11	11	durga
1489	1489	1489	0	dipendra	jhapa	haldivari	jhapa	4	4	durga
1490	1490	1490	0	adarsha	jhapa	pathariya	jhapa	4	4	durga
1491	1491	1491	3	nava kirana	jhapa	buddhashanti	jhapa	4	4	durga
1492	1492	1492	3	balmiki	doti		doti	75	75	durga bhawani
1493	1493	1493	1	siddheshvari	tapleju~na	dumrise	taplejung	12	12	durga devi
1494	1494	1494	3	phakta~nalu~na	tapleju~na		taplejung	12	12	durga devi
1495	1495	1495	3	janata	saptari	kathauna	saptari	21	21	durga
1496	1496	1496	0	rashtiya	jhapa	khajuragachi	jhapa	4	4	durga
1497	1497	1497	1	amarasimha	sunasari	sahebaga~nja	sunsari	11	11	durga
1498	1498	1498	3	sarasvati	sunasari	lakshmi sadaka	sunsari	11	11	durga
1499	1499	1499	0	vairani	jhapa		jhapa	4	4	durga
1500	1500	1500	3	mahalakshmi	jhapa	damaka	jhapa	4	4	durga
1501	1501	1501	0	mahalakshmi	doti		doti	75	75	durga
1502	1502	1502	0	gagana	jhapa		jhapa	4	4	durga
1503	1503	1503	3	sarasvati	jhapa		jhapa	4	4	durga
1504	1504	1504	1	shahida gharmabhakta	jhapa		jhapa	4	4	durga
1505	1505	1505	3	dipini	jhapa		jhapa	4	4	durga
1506	1506	1506	0	khapapradeva	bajha~na		bajhang	71	71	durga  rabi
1507	1507	1507	1	kotikheta	bajha~na		bajhang	71	71	durga  sarangdanda
1508	1508	1508	0	rashtabhasha	bajha~na		bajhang	71	71	durga tilingh
1509	1509	1509	3	dhari	bajha~na		bajhang	71	71	durgam
1510	1510	1510	1	pashupati	jhapa	rajagadha	jhapa	4	4	durgam
1511	1511	1511	2	bhaja khori	bajha~na		bajhang	71	71	durgamkshetra
1512	1512	1512	0	chamaradhapa	jhapa		jhapa	4	4	durgeshwori
1513	1513	1513	1	khumaju~na	solukhumvu		solukhumbu	10	10	durgeshwori
1514	1514	1514	1	lakshmi	jhapa		jhapa	4	4	e wisdom ebs
1515	1515	1515	3	suryodaya	jhapa	gauradaha	jhapa	4	4	east horizon english
1516	1516	1516	1	gaurishamkara	dadeldhura		dadeldhura	73	73	east point ebs
1517	1517	1517	0	samajasevi	jhapa	shaniarjuna	jhapa	4	4	east point ebs
1518	1518	1518	0	krrishna	sunasari	rajagamga sinavari	sunsari	11	11	east point ebs
1519	1519	1519	0	janata	jhapa	garamani khalabadi	jhapa	4	4	east sky academy
1520	1520	1520	0	shri	jhapa	pathamari	jhapa	4	4	east west point ebs
1521	1521	1521	0	bhagavati	tapleju~na	sinama	taplejung	12	12	eastern ebs
1522	1522	1522	0	janata	jhapa	bahradashi	jhapa	4	4	eastern educational academy
1523	1523	1523	2	kalika	jhapa		jhapa	4	4	eastern everest ebs
1524	1524	1524	0	arunodaya	jhapa		jhapa	4	4	eastern star ebs
1525	1525	1525	1	skulachauna	jhapa		jhapa	4	4	eastern star ma ebs
1526	1526	1526	0	durgadevi	jhapa	gauradaha	jhapa	4	4	ebhang
1527	1527	1527	3	gachiya	mora~na	sundaraharaicha	morang	6	6	eden garden education foundation
1528	1528	1528	0	nava durga	jhapa		jhapa	4	4	eden ideal academy pra li
1529	1529	1529	1	tribhuvana	jhapa	pa.nchagachi	jhapa	4	4	eden kindergarten
1530	1530	1530	1	dhukurapani	jhapa		jhapa	4	4	eden national ebs
1531	1531	1531	0	rashtriya ekata	jhapa		jhapa	4	4	edu excess ebs
1532	1532	1532	1	lakshmi	jhapa	jalathala	jhapa	4	4	ejra niji saikshik guthi
1533	1533	1533	3	janata vala vikasa	jhapa		jhapa	4	4	ekadashi
1534	1534	1534	0	parvati	bajha~na		bajhang	71	71	ekata
1535	1535	1535	0	ramauji	tapleju~na		taplejung	12	12	ekata bright future ebs
1536	1536	1536	0	vishamkhunarayana	lalitapura		lalitpur	25	25	ekata
1537	1537	1537	2	krrishna	lalitapura	vishamkhunarayana	lalitpur	25	25	ekata shisu shyahar kendra
1538	1538	1538	3	avi	chitavana	ba.ndarajhula	chitwan	29	29	ekta academy
1539	1539	1539	3	rashtiya	chitavana	parsa rapti na pa	chitwan	29	29	ekta
1540	1540	1540	0	sa.njhapura	bajha~na		bajhang	71	71	ektara
1541	1541	1541	3	durga	bajha~na	bu na pa	bajhang	71	71	ekuwa
1542	1542	1542	2	ghusela	lalitapura		lalitpur	25	25	ekwa dynasty ebs
1543	1543	1543	0	jhamgalakota	lalitapura		lalitpur	25	25	elite education foundation
1544	1544	1544	0	dhoti da.nda	lalitapura		lalitpur	25	25	emerald academy
1545	1545	1545	1	mahadeva	bajha~na	vitthadachira	bajhang	71	71	eminent kanchanjangha ebs
1546	1546	1546	2	sharada	gulmi		gulmi	51	51	emmanuel ebs dharan
1547	1547	1547	1	mahen adarsha	gulmi		gulmi	51	51	era evergreen ebs
1548	1548	1548	0	shri jhamadi lamakharka	gulmi		gulmi	51	51	etik ebs hadiya
1549	1549	1549	1	kamala madana ashrita smrriti	jhapa		jhapa	4	4	eureka residential
1550	1550	1550	1	shri	chitavana	chitrasari	chitwan	29	29	eureka scholars aacademi
1551	1551	1551	1	surma	bajha~na		bajhang	71	71	eurokids montessroi
1552	1552	1552	3	namadeva	bajha~na	kedarasyu.n	bajhang	71	71	eurokids nepal
1553	1553	1553	0	dipajyoti	gulmi		gulmi	51	51	evanjelina ebs
1554	1554	1554	1	pharsatikara	rupandehi	pharsatikara	rupandehi	49	49	ever moment ebs
1555	1555	1555	3	kirtapura	chitavana	madi	chitwan	29	29	everest boarding
1556	1556	1556	1	chitavana	chitavana	vi bharatapura	chitwan	29	29	everest children home ebs
1557	1557	1557	1	dabhaukhani	gulmi		gulmi	51	51	everest ebs
1558	1558	1558	0	daurali	gulmi		gulmi	51	51	everest english academy
1559	1559	1559	0	bhumiraja	bajha~na		bajhang	71	71	everest ebs
1560	1560	1560	3	guru	lalitapura	maha~nkala ga pa	lalitpur	25	25	everest ebs gadhi sunsari
1561	1561	1561	0	durga	bajha~na	kaphalaseri	bajhang	71	71	everest english boarding secvi
1562	1562	1562	1	durgalakshmi	kailali	godavari na pa	kailali	76	76	everest ebs
1563	1563	1563	1	kulamashtajana	bajha~na		bajhang	71	71	everest public vi
1564	1564	1564	3	bhadrakumari ra	chitavana		chitwan	29	29	everest
1565	1565	1565	1	gadyauli	chitavana	piple	chitwan	29	29	everest smart education academy
1566	1566	1566	1	janajivana	chitavana	khairahani	chitwan	29	29	everest view ebs
1567	1567	1567	0	balamandira	bajha~na		bajhang	71	71	evergreen academy ebs
1568	1568	1568	1	satya	bajha~na	tolichaura	bajhang	71	71	evergreen academy jhapa
1569	1569	1569	0	patikochaura	lalitapura		lalitpur	25	25	evergreen ebs
1570	1570	1570	0	patlechapa	lalitapura		lalitpur	25	25	evergreen ebs
1571	1571	1571	1	harisiddhi	lalitapura	harisiddhi	lalitpur	25	25	evergreen ebs
1572	1572	1572	0	aishvarya	bajha~na		bajhang	71	71	evergreen ebs motigada
1573	1573	1573	0	navaratna	bajha~na	kucha parakatne	bajhang	71	71	evergreen ma ebs myanglung jirikhimti tehrathum
1574	1574	1574	0	ichcha kamana ra	chitavana		chitwan	29	29	everland international academy
1575	1575	1575	1	shri ramanagara	chitavana	bharatapura	chitwan	29	29	faijunnabi madrassa
1576	1576	1576	3	khaireni	gulmi	satyavati ga pa	gulmi	51	51	falaha public vi harinagra
1577	1577	1577	0	paudi	gulmi		gulmi	51	51	falaincha
1578	1578	1578	3	bala kalyana	gulmi		gulmi	51	51	farm
1579	1579	1579	0	bhadagau.n	gulmi		gulmi	51	51	faruk idgaha maktab
1580	1580	1580	3	rashtriya	chitavana	sundaravasti	chitwan	29	29	fatange
1581	1581	1581	2	bararusha	gulmi		gulmi	51	51	fikkal
1582	1582	1582	2	narayana	lalitapura	tikathali	lalitpur	25	25	five star ebs
1583	1583	1583	0	durgeshvari	bajha~na		bajhang	71	71	fool
1584	1584	1584	3	rashtriya	chitavana	andrauli	chitwan	29	29	fujisan sagarmatha ebs
1585	1585	1585	1	shri malapura	chitavana	bachauli	chitwan	29	29	fulbari kindergarden
1586	1586	1586	1	sarasvati	lalitapura	thecho	lalitpur	25	25	fulmoon academy
1587	1587	1587	1	shramika shanti	lalitapura	chyasala	lalitpur	25	25	future star ebs
