school_id,name,location,ward,local_level_id,local_level,district_id,district,province_id,province,old_name1,old_name2,old_name3,modified_name,modified_location,modified_local_level,modified_district,modified_province,modified_old_name1,modified_old_name2,modified_old_name3,school_levels,root_school_name
2341,bagmati primary school,durgabhagawati,2.0,552,durga bhagawati rural municipality,17,rautahat,2,madhesh province,bagmati pra v,,,bagmati pravi,durgabhagawati,durga bhagawati rural municipality,rautahat,madhesh province,bagmati pravi,,,pravi,bagmati pr
2350,baijanath secondary school,madhuwani,12.0,657,godaita municipality,18,sarlahi,2,madhesh province,baijanath basic school,,,baijanath ma vi,madhuwani,godaita municipality,sarlahi,madhesh province,baijanath avi,,,mavi,baijanath ma vi
2356,bakaiya thakur secondary school,nijgadh,8.0,76,nijgadh municipality,16,bara,2,madhesh province,bakaiya thakur basic school,bakaiya thakur adharbhut vidyalaya,,bakaiya thakur ma vi,nijgadh,nijgadh municipality,bara,madhesh province,bakaiya thakur avi,bakaiya thakur avi,,mavi,bakaiya thakur ma vi
2373,bal govinda janata ma v,pipariya,2.0,662,kabilasi municipality,18,sarlahi,2,madhesh province,,,,bal govinda janata ma vi,pipariya,kabilasi municipality,sarlahi,madhesh province,,,,mavi,bal govinda janata ma vi
2427,ban shakti pra v,kathmandu tol,9.0,518,jira bhawani rural municipality,15,parsa,2,madhesh province,,,,ban shakti pravi,kathmandu tol,jira bhawani rural municipality,parsa,madhesh province,,,,pravi,ban shakti pr
2594,bito mahato janata ma v,naukatola,3.0,518,jira bhawani rural municipality,15,parsa,2,madhesh province,,,,bito mahato janata ma vi,naukatola,jira bhawani rural municipality,parsa,madhesh province,,,,mavi,bito mahato janata ma vi
2646,chakra janata shahid ganga secondary school,barahathawa,5.0,650,barahathawa municipality,18,sarlahi,2,madhesh province,chakra janata shahid ganga ma vi,chakra janta sahid ganga ma v,,chakra janata shahid ganga ma vi,barahathawa,barahathawa municipality,sarlahi,madhesh province,chakra janata shahid ganga ma vi,chakra janta sahid ganga ma vi,,mavi,chakra janata shahid ganga ma vi
2687,chumman hari janta secondary school,mayanakaderi,2.0,646,tirahut rural municipality,21,saptari,2,madhesh province,"chumman hari janata ma v mainakarderi, tirhut-2, saptari",,,chumman hari janta ma vi,mayanakaderi,tirahut rural municipality,saptari,madhesh province,chumman hari janata ma vi mainakarderi tirhut saptari,,,mavi,chumman hari janta ma vi
2773,dasharath adharbhut vidyalaya,garja,11.0,562,phatuwa bijayapur municipality,17,rautahat,2,madhesh province,dasharath pra v,,,dasharath avi,garja,phatuwa bijayapur municipality,rautahat,madhesh province,dasharath pravi,,,avi,dasharath
2851,durga khobhari janata secondary,babargunj,2.0,655,chandranagar rural municipality,18,sarlahi,2,madhesh province,durga khobhari janata ma v,,,durga khobhari janata ma,babargunj,chandranagar rural municipality,sarlahi,madhesh province,durga khobhari janata ma vi,,,mavi,durga khobhari janata ma
2927,gadhimai mahendra ma v,bariyarpur,2.0,75,mahagadhimai municipality,16,bara,2,madhesh province,,,,gadhimai mahendra ma vi,bariyarpur,mahagadhimai municipality,bara,madhesh province,,,,mavi,gadhimai mahendra ma vi
2991,gobardhan bairagi janata secondary school,parshaha,2.0,642,saptakoshi municipality,21,saptari,2,madhesh province,go bai janata ma v,,,gobardhan bairagi janata ma vi,parshaha,saptakoshi municipality,saptari,madhesh province,go bai janata ma vi,,,mavi,gobardhan bairagi janata ma vi
21158,hira phekani ma v,banaula,10.0,635,dakneshwori municipality,21,saptari,2,madhesh province,,,,hira phekani ma vi,banaula,dakneshwori municipality,saptari,madhesh province,,,,mavi,hira phekani ma vi
21253,jan samudaik pra v,inarawasira,19.0,71,jeetpursimara sub metropolitan city,16,bara,2,madhesh province,,,,jan samudaik pravi,inarawasira,jeetpursimara sub metropolitan city,bara,madhesh province,,,,pravi,jan samudaik pr
21259,jana jagriti basic school,bathaniya,12.0,648,bagmati municipality,18,sarlahi,2,madhesh province,jan jagriti basic school,jan jagrati ni ma v,,jana jagriti avi,bathaniya,bagmati municipality,sarlahi,madhesh province,jan jagriti avi,jan jagrati nimavi,,avi,jana jagriti
21264,jana jagriti pra v,hariharpur,5.0,556,gujara municipality,17,rautahat,2,madhesh province,,,,jana jagriti pravi,hariharpur,gujara municipality,rautahat,madhesh province,,,,pravi,jana jagriti pr
21270,jana jyoti basic school,"bagmati-4,nayabasti (jiyajor)",4.0,648,bagmati municipality,18,sarlahi,2,madhesh province,jana jyoti pra v,,,jana jyoti avi,bagmati nayabasti jiyajor,bagmati municipality,sarlahi,madhesh province,jana jyoti pravi,,,avi,jana jyoti
21274,jana jyoti pra v,prokhervinda,4.0,556,gujara municipality,17,rautahat,2,madhesh province,,,,jana jyoti pravi,prokhervinda,gujara municipality,rautahat,madhesh province,,,,pravi,jana jyoti pr
21278,jana kalyan pra v,hattisar,2.0,658,haripur municipality,18,sarlahi,2,madhesh province,,,,jana kalyan pravi,hattisar,haripur municipality,sarlahi,madhesh province,,,,pravi,jana kalyan pr
21281,jana priya pra v,naya tole,10.0,550,chandrapur municipality,17,rautahat,2,madhesh province,,,,jana priya pravi,naya tole,chandrapur municipality,rautahat,madhesh province,,,,pravi,jana priya pr
21324,janaki janata primary school,mithilapur,7.0,648,bagmati municipality,18,sarlahi,2,madhesh province,janaki janata pra v mithilapur,janaki janata pra v,,janaki janata pravi,mithilapur,bagmati municipality,sarlahi,madhesh province,janaki janata pravi mithilapur,janaki janata pravi,,pravi,janaki janata pr
21347,janasewa pra v,bilandi,3.0,660,harion municipality,18,sarlahi,2,madhesh province,,,,janasewa pravi,bilandi,harion municipality,sarlahi,madhesh province,,,,pravi,janasewa pr
21351,janata avi,sakhuwa,2.0,658,haripur municipality,18,sarlahi,2,madhesh province,janata pra v,,,janata avi,sakhuwa,haripur municipality,sarlahi,madhesh province,janata pravi,,,avi,janata
21352,janata aa v,paterwa sugauli gaupalika,4.0,522,paterwasugauli rural municipality,15,parsa,2,madhesh province,janata pra v,,,janata avi,paterwa sugauli gaupalika,paterwasugauli rural municipality,parsa,madhesh province,janata pravi,,,avi,janata
21364,janata adhar v,gamhariya parsa,3.0,553,gadhimai municipality,17,rautahat,2,madhesh province,,,,janata avi,gamhariya parsa,gadhimai municipality,rautahat,madhesh province,,,,avi,janata
21438,janata pra v,maruwahi,7.0,385,manara sisawa municipality,22,mahottari,2,madhesh province,,,,janata pravi,maruwahi,manara sisawa municipality,mahottari,madhesh province,,,,pravi,janata pr
21451,janata pra v,mathawa,9.0,74,kolhabi municipality,16,bara,2,madhesh province,,,,janata pravi,mathawa,kolhabi municipality,bara,madhesh province,,,,pravi,janata pr
21473,janata pra vi eakrahi,eakrahi,6.0,170,bideha municipality,20,dhanusha,2,madhesh province,,,,janata pravi eakrahi,eakrahi,bideha municipality,dhanusha,madhesh province,,,,pravi,janata pr eakrahi
21492,janata rapravi,chhinnamasta rm,1.0,634,chhinnamasta rural municipality,21,saptari,2,madhesh province,janata pra v,,,janata ra pravi,chhinnamasta r m,chhinnamasta rural municipality,saptari,madhesh province,janata pravi,,,pravi,janata ra pr
21497,janata rashtriya basic school madan,shakhuwa,6.0,178,kamala municipality,20,dhanusha,2,madhesh province,ja pra v sakhuwa madan,,,janata rashtriya avi madan,shakhuwa,kamala municipality,dhanusha,madhesh province,ja pravi sakhuwa madan,,,avi,janata rashtriya  madan
21517,janhit malbhogiya munilal  secondary school,barahatwa,5.0,650,barahathawa municipality,18,sarlahi,2,madhesh province,janhit molbhogiya munilal  ma v,janhit molbhogiya munilal ni ma v,,janhit malbhogiya munilal ma vi,barahatwa,barahathawa municipality,sarlahi,madhesh province,janhit molbhogiya munilal ma vi,janhit molbhogiya munilal nimavi,,mavi,janhit malbhogiya munilal ma vi
21711,judi janata pra v,khaira,10.0,661,ishworpur municipality,18,sarlahi,2,madhesh province,,,,judi janata pravi,khaira,ishworpur municipality,sarlahi,madhesh province,,,,pravi,judi janata pr
21762,kantir jha namuna ma v,babhangama,25.0,177,janakpurdham sub metropolitan city,20,dhanusha,2,madhesh province,,,,kantir jha namuna ma vi,babhangama,janakpurdham sub metropolitan city,dhanusha,madhesh province,,,,mavi,kantir jha namuna ma vi
21799,kuliya umme kulshum lilbanat secondary school,bahuwari,14.0,514,birgunj metropolitan city,15,parsa,2,madhesh province,kuliya umme kulshum lilbant,,,kuliya umme kulshum lilbanat ma vi,bahuwari,birgunj metropolitan city,parsa,madhesh province,kuliya umme kulshum lilbant,,,mavi,kuliya umme kulshum lilbanat ma vi
21874,lok samudaik adharbhut vidyalaya,gulariya,20.0,71,jeetpursimara sub metropolitan city,16,bara,2,madhesh province,"lok samudaik adharbhut vi, kanchanpur  gulariya",lok samudaik pra v,,lok samudaik avi,gulariya,jeetpursimara sub metropolitan city,bara,madhesh province,lok samudaik avi kanchanpur gulariya,lok samudaik pravi,,avi,lok samudaik
22276,madrasa tauhidul islam salfia secondary school,"bahuwari, birgunj",14.0,514,birgunj metropolitan city,15,parsa,2,madhesh province,madrasa tauhidul islam salfiya ma vi,madrassa taukidun ishlam elfaiya,,madrasa tauhidul islam salfia ma vi,bahuwari birgunj,birgunj metropolitan city,parsa,madhesh province,madrasa tauhidul islam salfiya ma vi,madrassa taukidun ishlam elfaiya,,mavi,madrasa tauhidul islam salfia ma vi
22431,mahadev janata ma v,harion,8.0,660,harion municipality,18,sarlahi,2,madhesh province,mahadev janata uchha ma v,,,mahadev janata ma vi,harion,harion municipality,sarlahi,madhesh province,mahadev janata uchha ma vi,,,mavi,mahadev janata ma vi
22432,mahadev janata pra v,sudama,6.0,649,balara municipality,18,sarlahi,2,madhesh province,,,,mahadev janata pravi,sudama,balara municipality,sarlahi,madhesh province,,,,pravi,mahadev janata pr
22454,mahendra pra v,muraripur,3.0,518,jira bhawani rural municipality,15,parsa,2,madhesh province,,,,mahendra pravi,muraripur,jira bhawani rural municipality,parsa,madhesh province,,,,pravi,mahendra pr
22456,mahendra rashtriya ma vi,ramgopalpur,5.0,388,ramgopalpur municipality,22,mahottari,2,madhesh province,mahendra rashtriya ma vi ramgopalpur 5,mahendra rashtriya uchha ma v ramgopalpur,mahendra rastriya uchha ma v ramgopalpur,mahendra rashtriya ma vi,ramgopalpur,ramgopalpur municipality,mahottari,madhesh province,mahendra rashtriya ma vi ramgopalpur,mahendra rashtriya uchha ma vi ramgopalpur,mahendra rastriya uchha ma vi ramgopalpur,mavi,mahendra rashtriya ma vi
22457,mahendra ratna jagarnath laxminiya secondary school,sitapur,10.0,650,barahathawa municipality,18,sarlahi,2,madhesh province,mahendra ratna jagarnath laxminiya ma vi sitapur,mahendra ratna jagannath laxminiya hss sitapur,,mahendra ratna jagarnath laxminiya ma vi,sitapur,barahathawa municipality,sarlahi,madhesh province,mahendra ratna jagarnath laxminiya ma vi sitapur,mahendra ratna jagannath laxminiya hss sitapur,,mavi,mahendra ratna jagarnath laxminiya ma vi
22463,mahobani padam secondary school,pokhariya municipality,6.0,523,pokhariya municipality,15,parsa,2,madhesh province,mohobani padam secondary school,mohobani adhar v,,mahobani padam ma vi,pokhariya municipality,pokhariya municipality,parsa,madhesh province,mohobani padam ma vi,mohobani avi,,mavi,mahobani padam ma vi
22511,mathura basic (0-5) school,jaleshwar (fulhatta),8.0,382,jaleshwar municipality,22,mahottari,2,madhesh province,mathura pra v,,,mathura avi,jaleshwar fulhatta,jaleshwar municipality,mahottari,madhesh province,mathura pravi,,,avi,mathura
22623,mukteshwar ganesh ramsakhi janata secondary school,murtiya,9.0,650,barahathawa municipality,18,sarlahi,2,madhesh province,mukteshwar ganesh ramsakhi janta ma v,mukteshwor ganesh ramsakhi janta ma v,,mukteshwar ganesh ramsakhi janata ma vi,murtiya,barahathawa municipality,sarlahi,madhesh province,mukteshwar ganesh ramsakhi janta ma vi,mukteshwor ganesh ramsakhi janta ma vi,,mavi,mukteshwar ganesh ramsakhi janata ma vi
22628,munni- mishri janata adharbhut (0-8) vidyalaya,parariya,12.0,381,gaushala municipality,22,mahottari,2,madhesh province,munny mishri ja pra v,,,munni mishri janata avi,parariya,gaushala municipality,mahottari,madhesh province,munny mishri ja pravi,,,avi,munni mishri janata
22652,narayan janata ma v,lalbandi,12.0,664,lalbandi municipality,18,sarlahi,2,madhesh province,narayan janta uchha ma v,,,narayan janata ma vi,lalbandi,lalbandi municipality,sarlahi,madhesh province,narayan janta uchha ma vi,,,mavi,narayan janata ma vi
22659,narendra memorial janata sec,rajbiraj,16.0,640,rajbiraj municipality,21,saptari,2,madhesh province,,,,narendra memorial janata sec,rajbiraj,rajbiraj municipality,saptari,madhesh province,,,,mavi,narendra memorial janata sec
22694,nava jana jagaran secondary school,shankarpur,8.0,648,bagmati municipality,18,sarlahi,2,madhesh province,nava jana jagaran ma v shankarpur,nava jana jagaran ma v,naw jan jagran uchha ma v,nava jana jagaran ma vi,shankarpur,bagmati municipality,sarlahi,madhesh province,nava jana jagaran ma vi shankarpur,nava jana jagaran ma vi,naw jan jagran uchha ma vi,mavi,nava jana jagaran ma vi
22761,ne ra basic school,shyampur bhelha lahawar thakari,4.0,520,pakahamainpur rural municipality,15,parsa,2,madhesh province,ne ra pra v shyampur bhelha,pra v shyampur,,ne ra avi,shyampur bhelha lahawar thakari,pakahamainpur rural municipality,parsa,madhesh province,ne ra pravi shyampur bhelha,pravi shyampur,,avi,ne ra
22817,nepal basic school,uttar jhitkaiya,5.0,72,kalaiya sub metropolitan city,16,bara,2,madhesh province,adhar v uttar jhitkaiya,,,nepal avi,uttar jhitkaiya,kalaiya sub metropolitan city,bara,madhesh province,avi uttar jhitkaiya,,,avi,nepal
22840,nepal rastriya aadharbhut school,gamhargawa,8.0,71,jeetpursimara sub metropolitan city,16,bara,2,madhesh province,"nepal rastriya aadharbhut school,gamargawaha",pra v gamhargawa,,nepal rastriya avi,gamhargawa,jeetpursimara sub metropolitan city,bara,madhesh province,nepal rastriya avi gamargawaha,pravi gamhargawa,,avi,nepal rastriya
22854,nepal rastriya adharbhut school,narabasti,3.0,71,jeetpursimara sub metropolitan city,16,bara,2,madhesh province,nepal rastriya adharbhut school narabasti,ne ra adhar v narbasti,,nepal rastriya avi,narabasti,jeetpursimara sub metropolitan city,bara,madhesh province,nepal rastriya avi narabasti,ne ra avi narbasti,,avi,nepal rastriya
22863,nepal rastriya baiju janata ma v,gapa parasa,2.0,666,parsa rural municipality,18,sarlahi,2,madhesh province,,,,nepal rastriya baiju janata ma vi,ga pa parasa,parsa rural municipality,sarlahi,madhesh province,,,,mavi,nepal rastriya baiju janata ma vi
22870,nepal rastriya basic school,birgunj metropolitan city simantol alau,17.0,514,birgunj metropolitan city,15,parsa,2,madhesh province,pra v shimantola,,,nepal rastriya avi,birgunj metropolitan city simantol alau,birgunj metropolitan city,parsa,madhesh province,pravi shimantola,,,avi,nepal rastriya
22877,nepal rastriya janata primary school,bagewa,9.0,659,haripurwa municipality,18,sarlahi,2,madhesh province,nepal rastriya pra v,,,nepal rastriya janata pravi,bagewa,haripurwa municipality,sarlahi,madhesh province,nepal rastriya pravi,,,pravi,nepal rastriya janata pr
23012,om pra v,"gadhimai-5,baluwa tola",5.0,553,gadhimai municipality,17,rautahat,2,madhesh province,,,,om pravi,gadhimai baluwa tola,gadhimai municipality,rautahat,madhesh province,,,,pravi,om pr
23047,panna devi kanya ma v,kalaiya,5.0,72,kalaiya sub metropolitan city,16,bara,2,madhesh province,,,,panna devi kanya ma vi,kalaiya,kalaiya sub metropolitan city,bara,madhesh province,,,,mavi,panna devi kanya ma vi
23062,pashupati aadarsha ma vi,lahan,7.0,698,lahan municipality,19,siraha,2,madhesh province,pashupati aadarsha ma vi lahan,,,pashupati aadarsha ma vi,lahan,lahan municipality,siraha,madhesh province,pashupati aadarsha ma vi lahan,,,mavi,pashupati aadarsha ma vi
23191,pra v damar,damar,6.0,67,aadarsha kotwal rural municipality,16,bara,2,madhesh province,,,,pravi damar,damar,aadarsha kotwal rural municipality,bara,madhesh province,,,,pravi,pr damar
23237,pra v himalayatole,himalayatole,5.0,640,rajbiraj municipality,21,saptari,2,madhesh province,,,,pravi himalayatole,himalayatole,rajbiraj municipality,saptari,madhesh province,,,,pravi,pr himalayatole
23247,pra v janaki,janakinagar,9.0,657,godaita municipality,18,sarlahi,2,madhesh province,,,,pravi janaki,janakinagar,godaita municipality,sarlahi,madhesh province,,,,pravi,pr janaki
23367,pra v sagarnath,ishworpur,4.0,661,ishworpur municipality,18,sarlahi,2,madhesh province,,,,pravi sagarnath,ishworpur,ishworpur municipality,sarlahi,madhesh province,,,,pravi,pr sagarnath
23381,pra v shivanagar,shivanagar,6.0,654,chakraghatta rural municipality,18,sarlahi,2,madhesh province,,,,pravi shivanagar,shivanagar,chakraghatta rural municipality,sarlahi,madhesh province,,,,pravi,pr shivanagar
23447,pragati ne pra v,pipariya,4.0,74,kolhabi municipality,16,bara,2,madhesh province,,,,pragati ne pravi,pipariya,kolhabi municipality,bara,madhesh province,,,,pravi,pragati ne pr
23516,ra pra v,madhepura,6.0,645,tilathi koiladi rural municipality,21,saptari,2,madhesh province,ra pra v madhepura,,,ra pravi,madhepura,tilathi koiladi rural municipality,saptari,madhesh province,ra pravi madhepura,,,pravi,ra pr
23545,radha krishna chaurasia ma vi,bahuarwabhatha,2.0,513,bindabasini rural municipality,15,parsa,2,madhesh province,radha krishna chaurasia ma vi bahuarwabhatha,,,radha krishna chaurasia ma vi,bahuarwabhatha,bindabasini rural municipality,parsa,madhesh province,radha krishna chaurasia ma vi bahuarwabhatha,,,mavi,radha krishna chaurasia ma vi
23547,radha krishna janata secondary school,shreepur,18.0,650,barahathawa municipality,18,sarlahi,2,madhesh province,radha krishna janata adhar v,,,radha krishna janata ma vi,shreepur,barahathawa municipality,sarlahi,madhesh province,radha krishna janata avi,,,mavi,radha krishna janata ma vi
23549,radha krishna pra vi,motipur,8.0,561,paroha municipality,17,rautahat,2,madhesh province,radha krishna pra vi motipur,radha kirshna pra vi  motipur,,radha krishna pravi,motipur,paroha municipality,rautahat,madhesh province,radha krishna pravi motipur,radha kirshna pravi motipur,,pravi,radha krishna pr
23575,rajarshi janak secondary school,janakpur,5.0,177,janakpurdham sub metropolitan city,20,dhanusha,2,madhesh province,,,,rajarshi janak ma vi,janakpur,janakpurdham sub metropolitan city,dhanusha,madhesh province,,,,mavi,rajarshi janak ma vi
23591,rajdevi thakodevi jogendra bhagat secondary school,rajbiraj,1.0,640,rajbiraj municipality,21,saptari,2,madhesh province,"rajdevi thakodevi jogendra bhagat ma vi rajbiraj-1, saptari",raj devi ma v,,rajdevi thakodevi jogendra bhagat ma vi,rajbiraj,rajbiraj municipality,saptari,madhesh province,rajdevi thakodevi jogendra bhagat ma vi rajbiraj saptari,raj devi ma vi,,mavi,rajdevi thakodevi jogendra bhagat ma vi
23607,ram charitra bhagat secondary school,pakaha mainpur,3.0,520,pakahamainpur rural municipality,15,parsa,2,madhesh province,ram carit bhagat,,,ram charitra bhagat ma vi,pakaha mainpur,pakahamainpur rural municipality,parsa,madhesh province,ram carit bhagat,,,mavi,ram charitra bhagat ma vi
23624,ram janaki basic school,bagdah phatepur,6.0,657,godaita municipality,18,sarlahi,2,madhesh province,,,,ram janaki avi,bagdah phatepur,godaita municipality,sarlahi,madhesh province,,,,avi,ram janaki
23632,ram janaki english boarding school,bhagwanpatti,1.0,175,hansapur municipality,20,dhanusha,2,madhesh province,,,,ram janaki english boarding vi,bhagwanpatti,hansapur municipality,dhanusha,madhesh province,,,,,ram janaki english boarding vi
23641,ram janaki pra v,narkatiya bhawanipur,5.0,549,brindaban municipality,17,rautahat,2,madhesh province,,,,ram janaki pravi,narkatiya bhawanipur,brindaban municipality,rautahat,madhesh province,,,,pravi,ram janaki pr
23690,ramcharan shah pannala ma v,adarsha nagar,10.0,514,birgunj metropolitan city,15,parsa,2,madhesh province,,,,ramcharan shah pannala ma vi,adarsha nagar,birgunj metropolitan city,parsa,madhesh province,,,,mavi,ramcharan shah pannala ma vi
23709,ramswarup ramprit chaurasiya ma v,jhauwaguthi,3.0,513,bindabasini rural municipality,15,parsa,2,madhesh province,,,,ramswarup ramprit chaurasiya ma vi,jhauwaguthi,bindabasini rural municipality,parsa,madhesh province,,,,mavi,ramswarup ramprit chaurasiya ma vi
23715,rashtriy primary school,khadak municipality,7.0,638,khadak municipality,21,saptari,2,madhesh province,pra v majhau,,,rashtriy pravi,khadak municipality,khadak municipality,saptari,madhesh province,pravi majhau,,,pravi,rashtriy pr
23750,rastriya basic school anaitha,anaitha,2.0,384,mahottari rural municipality,22,mahottari,2,madhesh province,pra v anaitha,,,rastriya avi anaitha,anaitha,mahottari rural municipality,mahottari,madhesh province,pravi anaitha,,,avi,rastriya  anaitha
23796,rudra narayan ma v,gorgama,6.0,632,bishnupur rural municipality,21,saptari,2,madhesh province,rudra marayan ma v,,,rudra narayan ma vi,gorgama,bishnupur rural municipality,saptari,madhesh province,rudra marayan ma vi,,,mavi,rudra narayan ma vi
23934,saraswati adhar v,sankar saraiya,5.0,518,jira bhawani rural municipality,15,parsa,2,madhesh province,,,,saraswati avi,sankar saraiya,jira bhawani rural municipality,parsa,madhesh province,,,,avi,saraswati
23937,saraswati amresh babunandan singh ma v,arnaha,5.0,649,balara municipality,18,sarlahi,2,madhesh province,saraswati ma v,,,saraswati amresh babunandan singh ma vi,arnaha,balara municipality,sarlahi,madhesh province,saraswati ma vi,,,mavi,saraswati amresh babunandan singh ma vi
23968,saraswati ni ma v,bhalohiya,1.0,552,durga bhagawati rural municipality,17,rautahat,2,madhesh province,saraswati ni maa v,,,saraswati nimavi,bhalohiya,durga bhagawati rural municipality,rautahat,madhesh province,saraswati ni maa v,,,nimavi,saraswati ni
23991,sarbajanik pra v,kalaiya upmahanagarpalika,10.0,72,kalaiya sub metropolitan city,16,bara,2,madhesh province,,,,sarbajanik pravi,kalaiya upmahanagarpalika,kalaiya sub metropolitan city,bara,madhesh province,,,,pravi,sarbajanik pr
24007,sarvodaya ebs,janakpur,4.0,177,janakpurdham sub metropolitan city,20,dhanusha,2,madhesh province,,,,sarvodaya ebs,janakpur,janakpurdham sub metropolitan city,dhanusha,madhesh province,,,,,sarvodaya ebs
24023,satyashwor shivashakti basic school,lachka,7.0,76,nijgadh municipality,16,bara,2,madhesh province,satyasworshiva shakti basic school,satyasworshiva adhar v,,satyashwor shivashakti avi,lachka,nijgadh municipality,bara,madhesh province,satyasworshiva shakti avi,satyasworshiva avi,,avi,satyashwor shivashakti
24031,secondary school,bargajwa,8.0,549,brindaban municipality,17,rautahat,2,madhesh province,ma v bargajwa,,,ma vi,bargajwa,brindaban municipality,rautahat,madhesh province,ma vi bargajwa,,,mavi,ma vi
24072,shankar pra v,baluwa madanpur,1.0,553,gadhimai municipality,17,rautahat,2,madhesh province,,,,shankar pravi,baluwa madanpur,gadhimai municipality,rautahat,madhesh province,,,,pravi,shankar pr
24089,sharada aadharbhut bidyalaya,"birgunj-31, bhediyahi",31.0,514,birgunj metropolitan city,15,parsa,2,madhesh province,,,,sharada avi,birgunj bhediyahi,birgunj metropolitan city,parsa,madhesh province,,,,avi,sharada
24129,shishu kalyan janta ma v,haribhaban karahiya,4.0,664,lalbandi municipality,18,sarlahi,2,madhesh province,sisu kalyan janta ma v,,,shishu kalyan janta ma vi,haribhaban karahiya,lalbandi municipality,sarlahi,madhesh province,sisu kalyan janta ma vi,,,mavi,shishu kalyan janta ma vi
24172,shrawan janata pra vi,pachgachhiya,7.0,658,haripur municipality,18,sarlahi,2,madhesh province,shrawan janata pra v,,,shrawan janata pravi,pachgachhiya,haripur municipality,sarlahi,madhesh province,shrawan janata pravi,,,pravi,shrawan janata pr
24191,shree 5 mahendra janata mavi,karmaiya,11.0,648,bagmati municipality,18,sarlahi,2,madhesh province,mahendra janta uchha ma v,,,shree mahendra janata ma vi,karmaiya,bagmati municipality,sarlahi,madhesh province,mahendra janta uchha ma vi,,,mavi,shree mahendra janata ma vi
24344,shree janata basic school,satabedaha,12.0,643,shambhunath municipality,21,saptari,2,madhesh province,shree janata basic school satabedaha,ni ma v satbedaha,,shree janata avi,satabedaha,shambhunath municipality,saptari,madhesh province,shree janata avi satabedaha,nimavi satbedaha,,avi,shree janata
24504,shree ne ra basic school,tulasi barwa,5.0,515,chhipaharmai rural municipality,15,parsa,2,madhesh province,shree ne ra adharbhut v tulsibarwa,pra v tulsibarba,,shree ne ra avi,tulasi barwa,chhipaharmai rural municipality,parsa,madhesh province,shree ne ra avi tulsibarwa,pravi tulsibarba,,avi,shree ne ra
24574,shree nepal rastriya basic school,mathillo simalchaur,3.0,76,nijgadh municipality,16,bara,2,madhesh province,pra v mathillo simalchaur,,,shree nepal rastriya avi,mathillo simalchaur,nijgadh municipality,bara,madhesh province,pravi mathillo simalchaur,,,avi,shree nepal rastriya
24635,shree nepal rastriyra basic school,"birgunj-18, sauraha",18.0,514,birgunj metropolitan city,15,parsa,2,madhesh province,shree nepal rastriyra aadharbhut bidyalaya sauraha,,,shree nepal rastriyra avi,birgunj sauraha,birgunj metropolitan city,parsa,madhesh province,shree nepal rastriyra avi sauraha,,,avi,shree nepal rastriyra
24647,shree paras rajpati devi basic school,ashawari,2.0,516,dhobini rural municipality,15,parsa,2,madhesh province,shree paras rajpati devi basic school ashwaari parsotipur,shree paras rajpati devi pra v ashawari parsotipur,parsa rajpati devi pra v ashawari parsotipur,shree paras rajpati devi avi,ashawari,dhobini rural municipality,parsa,madhesh province,shree paras rajpati devi avi ashwaari parsotipur,shree paras rajpati devi pravi ashawari parsotipur,parsa rajpati devi pravi ashawari parsotipur,avi,shree paras rajpati devi
24852,shree shishu kalyan basic school,"bardibas municipality, mahottari, hathilet-8 (diputole)",8.0,378,bardibas municipality,22,mahottari,2,madhesh province,sishu kalyan pra v,,,shree shishu kalyan avi,bardibas municipality mahottari hathilet diputole,bardibas municipality,mahottari,madhesh province,sishu kalyan pravi,,,avi,shree shishu kalyan
24881,shreemati krishnadevi janta secondary school,bisnupur,9.0,665,malangwa municipality,18,sarlahi,2,madhesh province,krishna devi janta uchha ma v,,,shreemati krishnadevi janta ma vi,bisnupur,malangwa municipality,sarlahi,madhesh province,krishna devi janta uchha ma vi,,,mavi,shreemati krishnadevi janta ma vi
24883,shreemati mairani mikchani ma vi,harion,4.0,660,harion municipality,18,sarlahi,2,madhesh province,shreemati mairani mikchani ma vi,,,shreemati mairani mikchani ma vi,harion,harion municipality,sarlahi,madhesh province,shreemati mairani mikchani ma vi,,,mavi,shreemati mairani mikchani ma vi
24960,sonamai pra v,timkiya,6.0,376,aurahi municipality,22,mahottari,2,madhesh province,,,,sonamai pravi,timkiya,aurahi municipality,mahottari,madhesh province,,,,pravi,sonamai pr
24975,sri mana mishra adharbhut school,tedha semara,32.0,514,birgunj metropolitan city,15,parsa,2,madhesh province,mana mishra adhar v,,,sri mana mishra avi,tedha semara,birgunj metropolitan city,parsa,madhesh province,mana mishra avi,,,avi,sri mana mishra
25022,sundar mai janata pra v,hatiyol jamuniya,7.0,649,balara municipality,18,sarlahi,2,madhesh province,,,,sundar mai janata pravi,hatiyol jamuniya,balara municipality,sarlahi,madhesh province,,,,pravi,sundar mai janata pr
25056,surya narayan basic school,damhimaheshpur,3.0,384,mahottari rural municipality,22,mahottari,2,madhesh province,surya narayan pra v,,,surya narayan avi,damhimaheshpur,mahottari rural municipality,mahottari,madhesh province,surya narayan pravi,,,avi,surya narayan
25065,suryodaya ebs,chandranagar,2.0,655,chandranagar rural municipality,18,sarlahi,2,madhesh province,,,,suryodaya ebs,chandranagar,chandranagar rural municipality,sarlahi,madhesh province,,,,,suryodaya ebs
25163,unnati pra v,birgunj belwa,31.0,514,birgunj metropolitan city,15,parsa,2,madhesh province,,,,unnati pravi,birgunj belwa,birgunj metropolitan city,parsa,madhesh province,,,,pravi,unnati pr
