id,school,
5394,"Pragatisheel Primary School, Mor",
5395,"Vasudev Basic School, Baitadi",
5396,"Bhuvanbhaskar Primary School, Baitadi",
5397,"Panchayat Secondary School Gothgaon, Morang",
5398,"Child Secondary School, Biratnagar, Morang",
5399,"Deepjyoti Secondary School, Biratnagar, Morang",
5400,"Balkanya Ra Primary School, Kailali",
5401,"Shanti Primary School, Bajhang",
5402,Secondary School Pakhapani,
5403,"Barah Primary School, Bhakimli Myagdi",
5404,"Janakalyan Secondary School, Pulachour, Myagdi",
5405,"Tarachandra Lower Secondary School, Gorkha",
5406,Shri 5 Indra Rajya Lakshmi Higher Secondary School Kaski,
5407,"Kot Primary School, Myagdi",
5408,"Chhipigaon Primary School, Sindhupalchok",
5409,"Deudhunga Basic School, Bhotekoshi Village, Sindhupalchok",
5410,"Mahendra Mandir Secondary School Sundarbazar, Lamjung",
5411,"Mahankal Secondary School, Mahabuddha Kathmandu",
5412,"Triveni Lower Secondary School, Kailali",
5413,"Tribhuvaneshwari Secondary School, Bajhang",
5414,"Deveshwari Secondary School, Vitthadchir District, Bajhang",
5415,"Shanti Higher Secondary School Parakatne, Bajhang",
5416,"Gorakhnath Primary School, Makwanpur",
5417,"Narayanasthan Lower Secondary School, Okhaldhuga",
5418,"Rumjatar Secondary School, Okhaldhuga",
5419,"Adarsh Basic School Melekh Kuskot, Acham",
5420,"Gokul Primary School, Makaidanda 690740003",
5421,"Imdadiya R. Basic School Nankar, Saptari",
5422,Youth year basic school Achham,
5423,"Janjyoti Higher Secondary School, Palpa",
5424,"Sri Majuwa Primary School, Palpa",
5425,"Peepal Chaud Primary School, Acham",
5426,"Tripureshwari Primary School, Acham",
5427,"Ra Primary School Kushaha, Saptari",
5428,"Suryadaya Primary School, Tehrathum",
5429,"Saraswati Basic School, Arjunchoupari, Syangja",
5430,"Asigram Secondary School, Ruwakhola, Dadeldhura",
5431,"Shree Deval Higher Secondary School, Divyapur Dadeldhura",
5432,"Janhit Basic School, Arghakhanchi",
5433,"Amar Secondary School Masyangdi, Lamjung",
5434,"Vijay Primary School, Okhaldhuga",
5435,"Janakalyana Primary School, Kailali",
5436,"National Basic School, Munuwa, Kailali",
5437,"Tripureshwari Lower Secondary School, Achham",
5438,Manakamana Devi Secondary School Sera Acham,
5439,"Panchjyoti Primary School, Achham",
5440,"Surya Jyoti Primary School, Lakhanpur",
5441,"Janakalyana Primary School, Mor",
5442,"Mahendra Rati Secondary School, Morang",
5443,Siddha Primary School Ghari Palpa,
5444,"Saraswati Secondary School Gramthan, Morang",
5445,"Lakeshwar Primary School, Mor",
5446,"Neelwarahi Basic School, Bode, Tigani, Bhaktapur",
5447,"Mahendra Ratna Basic School, Varanja, Myagdi",
5448,"Hari Primary School, Arghakhanchi",
5449,"Arani's Primary School, Palpa",
5450,"Chulo Primary School, Okhaldhuga",
5451,"Mahendra Secondary School Koltadi, Kailali",
5452,"Rashtriya Primary School, Kailali",
5453,"Saraswati Model Higher Secondary School, Geeta, Kailali",
5454,"Public Awareness Lower Secondary School, Kaski",
5455,"Shambhuna Primary School, Lamjung",
5456,"Ramwalodaya Basic School, Lamjung",
5457,"Walvikas Lower Secondary School, Lamjung",
5458,"Bhrikuti Primary School, Palpa",
5459,"Araniko Basic School, Palpa",
5460,"Jan Kalyan Secondary School Rambha, Hungi Palpa",
5461,"Primary School, Wakadaria, Kapilvastu",
5462,"Shiva Primary School, Kapilbastu",
5463,"Namadeu Primary School, Rayal, Bajhang",
5464,"Ganesh Basic School, Okhaldhunga",
5465,Bandana Singhdevi Basic School Okhaldhunga,
5466,Primary School Hotletwa Siraha,
5467,"Nepal National Basic School Hravam, Rolpa",
5468,"Araniko Secondary School, Nuwagaon Rolpa",
5469,"Nepal National Basic School, Banke",
5470,"Lakshmi Secondary School Kachnapur, Madui Wanke",
5471,"Bahadur Lower Secondary School, Kaski",
5472,"Masteshwari Primary School, Bajhang",
5473,"Namadeu Primary School, Bajhang",
5474,"Behdababa Secondary School, Dhangadhi, Kailali",
5475,"Janata Secondary School, Lamjung",
5476,"Jwaladevi Basic School, Kavrepalanchok",
5477,"Satyadevi Primary School, Lamjung",
5478,"Bhairav Primary School, Bajhang",
5479,Wakalyan Primary School Makwanpur,
5480,"Nav Jagruti Pvt., Mimakwanpur",
5481,"Swasthani Secondary School Madankundari, Kavre",
5482,"Bhairavi Devi Primary School Melamchi, Sindhupalchok",
5483,"Gaurishankar Higher Secondary School, Ramechhap",
5484,"Gayashwari Primary School, Ramechhap",
5485,"Thekraj Lower Secondary School, Kailali",
5486,Amar Secondary School Pakhapani Myagdi,
5487,"Vidyajyoti Secondary School, Majhphant, Parbat",
5488,"Bhawani Secondary School, Katunje, Makwanpur",
5489,"Durga Basic School, Banke",
5490,Kalika Secondary School Acham,
5491,"Shishu Kalyan Basic School Mangalsen, Acham",
5492,"Shankheswar Mahalakshmi Secondary School, Kavrepalanchok",
5493,"Janak Lower Secondary School, Sirod, Dadeldhura",
5494,"Latamandau Basic School Rumayal, Dadeldhura",
5495,"Jure Primary School, Khamlalung Tehrathum",
5496,"Panchpokhari Primary School, Sindhupalchok",
5497,"Jan Vikas Secondary School Rampur, Palpa",
5498,"Mangala Primary School, Moli-9 Fusku Okhaldhunga",
5499,"Guheshwari Lower Secondary School, Kailali",
5500,"Panchkanya Primary School, Makwanpur",
5501,"Jan Sahayog Basic School, Gijra Banke",
5502,Secondary School Titihiriya,
5503,"Houlichaur Primary School, Bajhang",
5504,"Kalika Secondary School, Kavrepalanchok",
5505,"Siddharth Primary School, Shanishare Morang",
5506,Patna Devi Pvt,
5507,"Patna Devi Lower Secondary School, Ramechhap",
5508,"Sarada Lower Secondary School, Bajhang",
5509,"Ratna Basic School, Zorayal District, Doti",
5510,"Gwaldeu Primary School, Kailali",
5511,"Shantiniketan Lower Secondary School, Kavrepalanchok",
5512,"Secondary School, Bankatti, Banke",
5513,"Janta Primary School, Mor",
5514,"Shri 5 Mahendra Chunni Secondary School, Manaraja, Saptari",
5515,"Ne Ra Primary School Wakaspur, Banke",
5516,"Lakshmi Primary School, Baijnath, Banke",
5517,"Hira Fekni Secondary School Banaula, Saptari",
5518,"Janata Secondary School, Biratnagar, Morang",
5519,"Kundali Primary School, Okhaldhuga",
5520,"Bharti Primary School, Ramechhap",
5521,"Gaurishkanr Lower Secondary School, Ramechhap",
5522,"Balmandir Primary School, Okhaldhuga",
5523,"Kindergarten Basic School, Kathmandu",
5524,"Mahendra Lower Secondary School, Kavre",
5525,"Bhumimata Secondary School Bethanchok Village, Kavrepalanchok",
5526,"Saraswati Secondary School, Chonuwa, Dhankuta",
5527,"Jalkanyadevi Primary School, Lungleng, Dhankuta",
5528,"Jalakanya Primary School, Tehrathum",
5529,"Janta Lower Secondary School, Mor",
5530,"Bhawani Nepal National Primary School, Madnapur, Banke",
5531,"Jan Sahayogi Basic School, Fattenagar, Banke",
5532,"Seti Devi Secondary School, Manthali, Ramechhap",
5533,"Bhawani Secondary School, Sindhuli",
5534,"International Youth Primary School, Okhaldhuga",
5535,"Navjyoti Secondary School, Hetouda, Makwanpur",
5536,"Bhagwati Secondary School Hasnapur, Banke",
5537,"Public Service Basic School, Morang",
5538,"Public Service Primary School, Sunsari",
5539,"Saraswati Secondary School, Ramjanaki Path, Biratnagar Morang",
5540,"Latakunj Basic School, Khudi, Siurung, Lamjung",
5541,"Janashram Primary School Central Nepal, Lamjung",
5542,"Shanti Shakti Primary School, Madhya Nepal, Lamjung",
5543,Bhubaneswari Secondary School Jegera,
5544,"Chaturbahu Basic School, Baitadi",
5545,"Jagdambi Basic School Kerabari, Morang",
5546,"Navjivan Primary School, Kailali",
5547,"Kusheshwar Primary School, Kavrepalanchok",
5548,"Adarsh Primary School, Gothadi, Mathagadi, Palpa",
5549,"Sri Kundali Primary School, Palpa",
5550,"Himalaya Secondary School, New Road, Kathmandu",
5551,Gauri Shankar Primary School Baitadi,
5552,"Sitaram Secondary School, Rail, Dadeldhura",
5553,"Darpur Basic School Ganyapadhura, Dadeldhura",
5554,"Chandeswari Secondary School Preeti, Ramechhap",
5555,"Chandeswari Higher Secondary School, Sipu",
5556,"Samdarshi Primary School, Lamjung",
5557,"Indra Devi Basic School, Kavrepalanchok",
5558,"Ganosh Kalika Primary School, Kavrepalanchok",
5559,"Durgeshwari Basic School, Darchula",
5560,"Durgeshwar Basic School, Darchula",
5561,"Janaki Secondary School, Khajurakhurd, Banke",
5562,"Pashupati Primary School, Sahadatpur, Banke",
5563,"J Secondary School Bariyarpatti, Siraha",
5564,"Vidya Jyoti Basic School, Dalkaswara, Kaski",
5565,"Sarivati Primary School, Mor",
5566,"Sri Mahendra Primary School, Morang",
5567,"Krishnadevi Janata Secondary School, Sarlahi",
5568,"Prelamakshmi Primary School, Morang",
5569,"Sunakanya Primary School, Kavrepalanchok",
5570,Sitaram Lower Secondary School Rail,
5571,"Narayanasthan Primary School, Kavrepalanchok",
5572,"Women's Association Primary School, Darchula",
5573,Duuli Primary School,
5574,Jansewa Primary School Sawalitol Basaha,
5575,Simha Lower Secondary School Bardia,
5576,"Bhakti Sample Secondary School, Sundarbazar District, Lamjung",
5577,"Saptakanya Primary School, Bagua, Lamjung",
5578,"Alanche Kedar Primary School, Dordi, Lamjung",
5579,"Yangirma Primary School, Sindhupalchok",
5580,"Janajyoti Secondary School, Temal Village, Kavrepalanchok",
5581,Janapriya Higher Secondary School Wavia Virta Morang,
5582,"Anant Basic School Kadamaha, Morang",
5583,"Durga Secondary School, Urlawari Morang",
5584,"Kuldev Basic School, Samalagaon, Subhkalika Village, Calicut",
5585,"Nainaldev Basic School, Kalikot",
5586,"Siddhanath Basic School, Darchula",
5587,"Jalpa Higher Secondary School, Kalimati Okhaldhunga",
5588,"Primary School Vemsengola Secondary School, Kathmandu",
5589,"Mangalek Ni Secondary School, Doti",
5590,"Mahankal Primary School, Makwanpur",
5591,"Mahadev Lower Secondary School, Myagdi",
5592,"Saraswati Primary School, Darchula",
5593,"Vidhajyoti Primary School, Calicut",
5594,"Sittalpur Primary School, Okhaldhuga",
5595,"Chandi Adarsh Saral Secondary School, Chakupat, Lalitpur",
5596,"Chakrashwar Primary School, Makwanpur",
5597,"Bhanu Primary School Raptisonari, Banke",
5598,"Saraswati Primary School South, Banke",
5599,"Saldanda Basic School, Khandachakra, Poripally, Calicut",
5600,"Chulimali Lower Secondary School, Calicut",
5601,"Singhdevi Primary School, Thapachaur, Kuntadevi, Okhaldhunga",
5602,"Lakshmi Basic School, Rangeli District, Morang",
5603,"Janata Secondary School, Vahuni Radhanagar, Morang",
5604,"Youth Secondary School, Bardia",
5605,"Gandhi Adarsh Secondary School, Kageshwari, Manohara, Kathmandu",
5606,"Krishna Primary School, Makwanpur",
5607,"Girja Primary School, Parsa",
5608,"Chandradevi Lower Secondary School, Calicut",
5609,"Nepalganj Girls Secondary School Salyani Bagh, Nepalganj",
5610,"Kushumeshwar Secondary School, Kushum, Banke",
5611,"Lakshmi Secondary School Bardhawa, Banke",
5612,"Nera Tirkha Basic School, Wanke",
5613,"Janata Lower Secondary School, Calicut",
5614,"Saraswati Secondary School Siku, Calicut",
5615,"Sukuna Secondary School, Sundararaicha, Morang",
5616,Panchodaya Higher Secondary School Kailali,
5617,"Shishukalyan Basic School, Calicut",
5618,"Narendra Memorial Secondary School Boria, Saptari",
5619,"Nepal National Primary School, Bardia",
5620,"Kanti Mandir Lower Secondary School, Lamjung",
5621,"Janakalyan Basic School, Morang",
5622,"Champadevi Primary School, Okhaldhuga",
5623,"NERA SECONDARY SCHOOL, Bhatanpurva Banke",
5624,"Mahadev Primary School, Calicut",
5625,Walshiksha Primary School Rajgarhwa,
5626,Durgasthan Secondary School Darchula,
5627,"Brahmasthan Lower Secondary School, Darchula",
5628,"Sagarmatha Primary School, Okhaldhuga",
5629,"Ardash Lower Secondary School Naxal, Kathmandu",
5630,"Sajilal Secondary School, Sundardulari, Morang",
5631,"Education Niketan Lower Secondary School, Morang",
5632,"Sarada Secondary School, Sindhupalchok",
5633,"Janajagruti Secondary School, Sindureghari, Rautahat",
5634,"Lamiswati Basic School, Lamiswati, Narayansthan, Okhaldhunga",
5635,"Jai Kisan Secondary School, Narainapur District, Banke",
5636,"Nehra Lower Secondary School, Lucknow",
5637,"Chetna Basic School, Chishankhugadhi, Okhaldhunga",
5638,"Janjyoti Lower Secondary School, Kailali",
5639,"Janjagati Primary School, Kailali",
5640,"Debasthal Primary School, Doti",
5641,"Shukra Lower Secondary School, Kailali",
5642,"Oppressed Utthan Primary School, Sarlahi",
5643,"Sri Mahadev Secondary School, Calicut",
5644,"NERA SHAMBHUSRAN SECONDARY SCHOOL, BARDIA",
5645,"Gyanodaya Primary School, Banke",
5646,Krishna Secondary School Kaushilanagar,
5647,"Bhairav Primary School, Calicut",
5648,"Saraswati Primary School Asneri, Bardia",
5649,"Siddharth Primary School, Kailali",
5650,"Baljyoti Basic School Bisaunicheda, Rolpa",
5651,"Siddharth Primary School Rizabang, Rolpa",
5652,Primary School Dangadhara Rolpa,
5653,"Faleni Secondary School, Lamjung",
5654,"Vidya Mandir Primary School, Maling, Lamjung",
5655,"Jan Jagriti Primary School, Lamjung",
5656,"Nepal National Secondary School, Dubring, Rolpa",
5657,"Siddha Secondary School, Rolpa",
5658,"Nepal National Primary School, Mahadevpatti, Mahottari",
5659,Manakamana Primary School Dandakharak,
5660,"Bhim Adarsh Basic School Khachapu, Okhaldhunga",
5661,"Nepal National Primary School, Banspani, Bardia",
5662,"Janakalyan Primary School Lahairpur, Bardia",
5663,"Krishna Primary School Alital, Dadeldhura",
5664,Ajmeru Lower Secondary School Rolli,
5665,Dudesilli Primary School,
5666,"Kalika Primary School, Laharela, Calicut",
5667,"Satya Devi Secondary School, Calicut",
5668,"Panchmali Lower Secondary School, Calicut",
5669,"NERA BASIC SCHOOL Dhaulagiri, Banke",
5670,"Jnanodaya Higher Secondary School, Calicut",
5671,"Ganesh Basic School Palanta Village, Calikot",
5672,"Sri Amar Primary School, Calicut",
5673,"Gyanodaya Primary School, Thakurbaba District, Bardia",
5674,"Darakh Secondary School, Harinagar, Kailali",
5675,"Siddharth Lower Secondary School, Rolpa",
5676,"Primary School, Sano Kopawa Piparia, Rautahat",
5677,"Janajagriti Primary School, Barbardia District, Bardia",
5678,"Saraswati Wal Primary School, Bardia",
5679,"Prabhat Basic School, Madaha, Bardia",
5680,"Bhagwati Secondary School Manebhanjyang, Okhaldhunga",
5681,"Raktmala Secondary School, Okhaldhuga",
5682,Gyanjyoti Lower Secondary School Wagiya,
5683,Kshetrapal Lower Secondary School Chaturale 9 Nuwakot,
5684,"Bhumesthan Primary School, Okhaldhuga",
5685,"Harisidhi Primary School, Bhamka Khas Kushma Banke",
5686,"Shree Copperfori Secondary School, Chitwan",
5687,"NE RA PRIMARY SCHOOL Kodarvetav, Banke",
5688,"Lower Secondary School Vajaregaon, Banke",
5689,"Manakamana Primary School, Nuwakot",
5690,"Ram Chandra Basic School, Nuwakot",
5691,"Sri Yogini Higher Secondary School, Banke",
5692,"Amrit Primary School Khajura, Banke",
5693,"Golmeshwari Primary School, Kavrepalanchok",
5694,"Dharpaleshwar Primary School, Kavrepalanchok",
5695,"Mahakali Lower Secondary School, Kavrepalanchok",
5696,"Siddheshwari Primary School, Nuwakot",
5697,"Mahakali Lower Secondary School, Okharpauwa Nuwakot",
5698,"Suryodaya Secondary School, Chisapani, Banke",
5699,"Sri Sagarmatha Gyanpunj Higher Secondary School, Banke",
5700,"Lala Bhubaneswari Primary School Suryapur, Nepalgunj High School, Banke",
5701,"Bhairav Primary School, Nuwakot",
5702,"Himalaya Primary School, Mugu",
5703,"Gurudev Basic School, Mugu",
5704,"Rara Lower Secondary School, Gaver",
5705,"Wagdevi Secondary School, Kavrepalanchok",
5706,"Niranjana Basic School, Nuwakot",
5707,"Niranjana Secondary School Velkotgarhi, Nuwakot",
5708,"Nera Primary School, Indergaon, Banke",
5709,"Kundla Primary School, Nuwakot",
5710,"Bal Tirtha Primary School, Makwanpur",
5711,"Jaldevi Primary School, Chitlang, Makwanpur",
5712,"Indrawati Secondary School, Mandandeupur, Kavrepalanchok",
5713,"Mahaankali Primary School Chauri Deurali, Kavrepalanchok",
5714,"Chakrajyoti Secondary School Nasikasthan, Kavrepalanchok",
5715,"Salakhu Basic School, Nuwakot",
5716,"Shri Krishna Secondary School, Tarakeshwar, Nuwakot",
5717,"Chabhaktishwar Primary School Mahabharata Village, Kavre",
5718,"Khadrageshwari Primary School, Pyuthan",
5719,"Bageshwari Secondary School Chokde, Nuwakot",
5720,"Ra Primary School, Siswa Malha",
5721,"Janapriya Primary School Electricity, Pyuthan",
5722,"Wellkot Lower Secondary School, Nuwakot",
5723,"Janata Basic School, Rolpa",
5724,"Balhit Basic School Ghiupokhara, Rolpa",
5725,"Balkot Secondary School, Nuwakot",
5726,"Baish Gopal Ma, Mimakwanpur",
5727,"Bhanubhakta Secondary School, Mallarani Village, Puthan",
5728,"Jan Jagriti Primary School, Nuwakot",
5729,"Narai Shraddha Ravi Primary School, Saptari",
5730,"Arukhark Primary School, Nuwakot",
5731,"Rakseswar Primary School, Nuwakot",
5732,"Bardevi Basic School, Nuwaket",
5733,"Ne Ra Primary School Rajpur, Banke",
5734,"NERA Lower Secondary School, Agaia",
5735,"Vasantpur Secondary School Basedi, Beas District, Darchula",
5736,"Durgadevi Primary School, Manthali District, Ramechhap",
5737,Durgandi Basic School Ramechhap,
5738,"Kalika Basic School, Ramechhap",
5739,"Bajmai Secondary School Bodhe, Dhankuta",
5740,"Janata Lower Secondary School, Morang",
5741,"Tilkeni Basic School, Kummayak District, Panchthar",
5742,"Jalpadevi Basic School, Tirtire, Taplejung",
5743,"Thechambu Secondary School, Thechambu, Taplejung",
5744,"Shri Dhankauli Secondary School Dhankauli, Kapilbastu",
5745,"Bagdevi Lower Secondary School, Kavrepalanchok",
5746,"Sukuna Primary School, Mor",
5747,"Bhagwati Primary School, Darchula",
5748,"Deusa Lower Secondary School, Solukhumbu",
5749,"Gudel Lower Secondary School, Solukhumbu",
5750,"PK Primary School, Solukhumbu",
5751,"Panchkanya Basic School, Biratnagar, Morang",
5752,"Amar Secondary School China Quarter, Makwanpur",
5753,"Kalika Secondary School Pathibhara Yangwarak, Taplejung",
5754,"Kalika Secondary School, Nangkholyang, Taplejung",
5755,"Nepal National Primary School, Shankar Nagar Kotia, Kalaphanta, Banke",
5756,"Tribhuvan Secondary School, Kohalpur, Banke",
5757,"Siddheshwar Mahadev Secondary School, Lauki Banke",
5758,"Siddheshwari Secondary School, Pachthar",
5759,"Public Awareness Primary School, Solukhumbu",
5760,"Gorkha Primary School, Kanchanpur",
5761,"Devi Lower Secondary School, Taplejung",
5762,"Nilgiri Secondary School, Mehele, Taplejung",
5763,"Durga Secondary School, Phulwari, Taplejung",
5764,"Buddheshwari Lower Secondary School, Pachthar",
5765,"Singhdevi Secondary School, Damak, Sano Baraghare, Jhapa",
5766,"Maneva Basic School, Baglung",
5767,"Kimle Primary School, Baglung",
5768,"Azad Secondary School, Panchkhal, Baluwa, Kavrepalanchok",
5769,"Azad Secondary School Vanepa, Kavrepalanchok",
5770,"Bhukuti Primary School, Makwanpur",
5771,"N. R. Basic School, Velwa, Parsa",
5772,"Halu Lower Secondary School, Solukhumbu",
5773,"Janmajyoti Primary School, Solukhumbu",
5774,"Lakshmi Secondary School, Mahakali District, Kanchanpur",
5775,"Buddhadaya Secondary School Lisankhupakhar, Sindhupalchok",
5776,"Jyoti Secondary School, Hetouda, Makwanpur",
5777,"Bhanu Secondary School, Chitwan",
5778,"Janajagruti Secondary School, Ratomate Makwanpur",
5779,"Chandradaya Secondary School Hetouda, Makwanpur",
5780,"Devisthan Primary School, Devisthan, Parbat",
5781,"Pakra Lower Secondary School, Kavrepalanchok",
5782,Bhairavaraj Lower Secondary School Darchula,
5783,"Mahankal Basic School, Simaldanda, Kavrepalanchok",
5784,"Krishna Lower Secondary School, Bhimpokhari-6, Kavrepalanchok",
5785,"Shankar Parvati Primary School, Kanchanpur",
5786,Maheshwar Primary School,
5787,"Shanti Primary School, Parbat",
5788,Lekhphat Primary School,
5789,"Durga Secondary School Majhare, Morang",
5790,"Kaleshwar Basic School, Kanchanpur",
5791,"Dharani Primary School, Kharelthok, Kavrepalanchok",
5792,"Janbhavana Primary School, Kavrepalanchok",
5793,"Khandeshwari Higher Secondary School, Darchula",
5794,"Pragati Secondary School Pashupatinagar, Makwanpur",
5795,"Ranisthan Primary School, Darchula",
5796,"Gyan Jyoti Secondary School, Kohalpur Banke",
5797,"Gyan Jyoti Higher Secondary School, Chapargoudi Banke",
5798,"National Lower Secondary School, Kanchanpur",
5799,"R. Primary School Machi Jhitkaiya Logma, Dhanusha",
5800,"Gautmanath Primary School, Kavrepalanchok",
5801,"Yebhuvaneshwari Primary School, Aanghari, Kavrepalanchok",
5802,"Bhubaneswari Basic School Panchkhal District, Kavrepalanchok",
5803,Vaijnath Vidya Niket Basic School Kanchanpur,
5804,"Shiva Shakti Secondary School, Dhanpalthan, Morang",
5805,"Shanti Secondary School, Kanchanpur",
5806,"Bal Vinod Basic School, Palpa",
5807,"Sri Valmiki Primary School, Korianpur, Banke",
5808,Ojha Village Lower Secondary School Taplejung,
5809,"Mudhe Primary School, Fungling Taplejung",
5810,"Bardanda Basic School, Taplejung",
5811,"Vidya Arjan Secondary School, Ranitar, Pachanthar",
5812,"Siddhakali Primary School, Pachthar",
5813,"Adarsh Higher Secondary School, Dinian-6 Morang",
5814,"Sirmabhavani Primary School, Darchula",
5815,"Vasuki Primary School, Solukhumbu",
5816,"Hulu Secondary School, Solukhumbu",
5817,"Bhanujan Secondary School, Phungling Taplejung",
5818,"Shaheed Smriti Primary School, Solukhumbu",
5819,"Siddhakali Primary School, Pachthar",
5820,"Nav Jyoti Primary School, Sangpur, Makwanpur",
5821,Rugasthani Primary School Solukhumbu,
5822,"Paharepani Primary School, Sindhuli",
5823,"Secondary School Banje, Kamalmai District, Sindhuli",
5824,Pragati Yuva Primary School Barakunda Kanchanpur,
5825,"Khansi Primary School, Kanchanpur",
5826,"Janata Secondary School, Topa Saptari",
5827,"Amar Shaheed Basic School, Kanchanpur",
5828,"Siddharth Lower Secondary School, Panchthar",
5829,"Basic Primary School, Pachthar",
5830,"Tripureshwar Basic School Atharai Triveni Village, Taplejung",
5831,"Janjyoti Basic School Miklajung, Panchthar",
5832,"Junbeshi Secondary School, Solukhumbu",
5833,"Champeshwar Basic School, Makwanpur",
5834,"Janata Secondary School, Sarlahi",
5835,"Sumnam Pokhari Primary School, Sindhuli",
5836,"Secondary School Wangringphedi, Tinpatan District, Sindhuli",
5837,"Lagunradada Primary School, Sindhuli",
5838,"Gahinri Primary School, Sindhuli",
5839,"Navjyoti Secondary School, Gichihani, Sindhuli",
5840,Ram B Primary School,
5841,"Ambika Higher Secondary School, Kanchanpur",
5842,"Ghatal Basic School, Bedkot, Polkhari, Kanchanpur",
5843,"Poorna Secondary School Banskheda, Kanchanpur",
5844,"Vajendrakali Basic School, Bharpa Panchthar",
5845,"Susulung Basic School, Panchthar",
5846,"Sawa Secondary School, Taplejung",
5847,"RA Primary School Siligone, Makwanpur",
5848,"Divya Jyoti Basic School Chuchchekhola, Hetouda, Makwanpur",
5849,Binu Primary School,
5850,"Jayeti Primary School Jaljala Village, Parvat",
5851,"Mahendra Lower Secondary School, Darchula",
5852,"Kalika Devi Primary School, Manthali District, Chisapani Padare, Ramechhap",
5853,"Him Ganga Secondary School, Sanghutar, Ramechhap",
5854,"Kelashapati Lower Secondary School, Darchula",
5855,"Somnath Basic School Sutkhola, Darchula",
5856,"Himalaya Lower Secondary School, Darchula",
5857,"Virat Primary School, Mor",
5858,"Siddhakali Basic School, Biratnagar, Morang",
5859,"Indreshwar Secondary School, Panauti, Kavrepalanchok",
5860,"Buddha Basic Primary School, Solukhumbu",
5861,"Lamukarma Primary School, Solukhumbu",
5862,"Chiwang Primary School, Solukhumbu",
5863,"Nava Durga Primary School, Solukhumbu",
5864,"Mahendra Jyoti Primary School, Solukhumbu",
5865,"Chandradaya Basic School, Solukhumbu",
5866,"Jeevan Shakti Primary School, Kanchanpur",
5867,"Shivalay Primary School, Dokhu Taplejung",
5868,"Bal Subodhini Sanskrit Secondary School, Medivung, Taplejung",
5869,"Janata Higher Secondary School, Rampur, Ramechhap",
5870,"Public Service Secondary School, Parbat",
5871,"Sharda Pvt., Mimakwanpur",
5872,"Yogini Secondary School, Sitapur Banke",
5873,"Saraswati Primary School, Kummayak, Panchthar",
5874,"Janak Primary School, Pachthar",
5875,"Siddhanath Primary School, Darchula",
5876,"Surmabhawani Basic School Thumti, Darchula",
5877,"Siddiganesh Primary School, Makwanpur",
5878,"Yuvavarsha Primary School, Solukhumbu",
5879,"Mahakavi Devkota Basic School, Phidim, Panchthar",
5880,"Comprehensive Secondary School, Tilakpur",
5881,"Janata Secondary School, Gauji, Vedkot, Kanchanpur",
5882,"Bhubaneswari Secondary School, Sisaiya, Kanchanpur",
5883,"Purna Basic School, Kanchanpur",
5884,"Taksindu Lower Secondary School, Solukhumbu",
5885,"Deepjyoti Basic School, Solukhumbu",
5886,"Janata Lower Secondary School, Kolnjorramechhap",
5887,"Shiva Basic School Gokulganga, Ramechhap",
5888,"Ghatal Secondary School, Dadeldhura",
5889,Jaringe Primary School Panchthar,
5890,NERA PRIMARY SCHOOL Devangadhia Kapilvastu,
5891,"Nepal National Primary School, Khajura, Guranspur, Banke",
5892,"Janakalyana Primary School, Pachthar",
5893,"Janapriya Primary School, Belauri-2, Kanchanpur",
5894,"Sarada Secondary School, Daiji, Kanchanpur",
5895,"Bhanudaya Primary School, Banke",
5896,"Shukra Secondary School Khajura, Banke",
5897,"Mahakali Public Service Secondary School Haldukhal, Kanchanpur",
5898,"Saraswati Secondary School, Darchula",
5899,"Bal Mandir Basic School, Fungling, Taplejung",
5900,"Samre Basic School, Panchthar",
5901,"Primary School Rangedovan, Sindhuli",
5902,"Wagishwari Secondary School, Kanchanpur",
5903,"Walakalyan Lower Secondary School, Sikaincha Taplejung",
5904,"Yanglijung Primary School, Taplejung",
5905,"Himalaya Basic School, Sankhuwasabha",
5906,"Narayani Secondary School Sanghu, Taplejung",
5907,"Rauleshwar Secondary School, Beldandi District, Kanchanpur",
5908,Ganesh Higher Secondary School Kanchanpur,
5909,"Saraswati Lower Secondary School, Kanchanpur",
5910,"Uma Co. Lower Secondary School, Chandeni, Kavrepalanchok",
5911,"Nepal National Primary School, Dhanshipur Banke",
5912,"Ishwari Lower Secondary School H Village, Banke",
5913,Secondary School Sindhuli,
5914,"Golma Danda Primary School, Ramechhap",
5915,"Janata Secondary School, Kavrepalanchok",
5916,"Rancha Primary School, Morang",
5917,"Savitri Secondary School Kerawari, Morang",
5918,"Wall Improvement Lower Secondary School Narikot, Pyuthan",
5919,"Saraswati Secondary School, Bhagwati, Arghakhanchi",
5920,"Vindhyavasini Primary School Jaljala, Parbat",
5921,"Ram Basic School, Kaski",
5922,"Samaya Bhawani Basic School, Alinagar, Banke",
5923,"Lower Secondary School, Kanthipur",
5924,"Siddhadevi Secondary School, Navamidanda, Panchthar",
5925,"Yuvavarsh Higher Secondary School, Sarangdanda, Panchthar",
5926,"Sarada Basic School Kauleti, Darchula",
5927,"Saraswati Secondary School, Selichama, Darchula",
5928,"Batsladevi Secondary School Sisneri, Makwanpur",
5929,"Deaf and Hard of Hearing Residential Basic School, Basatpur, Rautahat",
5930,"Poonam Sah Primary School Mithuawa, Rautahat",
5931,"Dharmadevi Basic School College, Chainpur District Sankhuwasabha",
5932,"Viddodaya Secondary School, Sankhuwasabha",
5933,JUGESHAR PRIMARY SCHOOL KAVREPALANCHOK,
