school_id	name	name_processed	district_id
2459	Basic School Chandrapur	Basic School Chandrapur , Lalbandi Sarlahi	18
2460	Basic school Dagraha	Basic school Dagraha Primary School Dangraha , Hanumannagar Saptari	21
2461	Basic School Dhanauji	Basic School Dhanauji Primary Lalgadh , Mithila Dhanusha	20
2462	Basic School Dharmapur	Basic School Dharmapur , Golbazar Siraha	19
2463	Basic School Fatuha Maheshpur	Basic School Fatuha Maheshpur Vidhyalay , Rajpur Rautahat	17
2464	Basic School Gauraha	Basic School Gauraha , Naraha Siraha	19
2465	Basic School Haripur	Basic School Haripur , Golbazar Siraha	19
2466	Basic School Hirapur	Basic School Hirapur Janata , Lalbandi Sarlahi	18
2467	Basic School Itaharwa	Basic School Itaharwa , Sakhuwanankarkatti Siraha	19
2468	Basic School Jaruwa	Basic School Jaruwa , Golbazar Siraha	19
2469	Basic School Kadimatole	Basic School Kadimatole , Golbazar Siraha	19
2470	Basic School Kariyani	Basic School Kariyani Mahadewa Portha , Sakhuwanankarkatti Siraha	19
2471	Basic School Karkach Karmaiya	Basic School Karkach Karmaiya Shree Karmaiya- 5 , Dewahi Rautahat	17
2472	Basic School Khatiwada Chok	Basic School Khatiwada Chok , Lalbandi Sarlahi	18
2473	Basic School Khoriya	Basic School Khoriya , Naraha Siraha	19
2474	Basic School Latiyahi	Basic School Latiyahi , Sakhuwanankarkatti Siraha	19
2475	Basic School Mahadev Patti	Basic School Mahadev Patti Primary , Jaleshwar Mahottari	22
2476	Basic School Mahadewa	Basic School Mahadewa Mahadewaportaha , Sakhuwanankarkatti Siraha	19
2477	Basic School Menha	Basic School Menha , Navarajpur Siraha	19
2478	Basic School Muksar	Basic School Muksar , Golbazar Siraha	19
2479	Basic School Panbari	Basic School Panbari , Naraha Siraha	19
2480	Basic School Patauna	Basic School Patauna , Harion Sarlahi	18
2481	Basic School Patna	Basic School Patna , Sakhuwanankarkatti Siraha	19
2482	Basic School Sakhuwagoth	Basic School Sakhuwagoth , Dakneshwori Saptari	21
2483	Basic School Sarpa Kalyanpur	Basic School Sarpa Kalyanpur Lower Secondary , Khadak Saptari	21
2484	Basic School Satas	Basic School Satas , Lalbandi Sarlahi	18
2485	Basic School Satbhaiya	Basic School Satbhaiya , Lalbandi Sarlahi	18
2486	Basic School Shankargaj	Basic School Shankargaj , Ishworpur Sarlahi	18
2487	Basic School Shivnagar Gitapur	Basic School Shivnagar Gitapur , Mithila Dhanusha	20
2488	Basic School Simraha	Basic School Simraha Sakhuwanankarkatti , Siraha	19
2489	Basic School Uchidiha	Basic School Uchidiha Shree , Dewahi Rautahat	17
2490	Bassic School Majurwa	Bassic School Majurwa Primary Laxmipur , Haripur Sarlahi	18
2491	Bastipur Secondary School	Bastipur Secondary School , Lahan Siraha	19
2492	Basubal Pra V	Basubal Primary School , Parsa Sarlahi	18
2493	Basudev Das Basic school Lagma Purbaritol	Basudev Das Basic school Lagma Purbaritol Ra Primary School , Nagarain Dhanusha	20
2494	Basudev Ma Vi Bahuarwa	Basudev Secondary School Bahuarwa , Dhanauji Dhanusha	20
2495	Basudev Pra V	Basudev Primary School , Balara Sarlahi	18
2497	Baswariya Ma Vi	Baswariya Secondary School Basic Basbariya , Simroungadh Bara	16
2498	Batahu Secondary School	Batahu Secondary School Shree Harsaha , Brindaban Rautahat	17
2499	Bauddhidevi Pra Vi	Bauddhidevi Primary School Shree Baudhi Devi , Dewahi Rautahat	17
2500	Baudha Mandir Pra V Bateshwar	Baudha Mandir Primary School Bateshwar , Bateswor Dhanusha	20
2502	Baudhi Mai Pra Vi	Baudhi Mai Primary School , Simroungadh Bara	16
2503	Baudhidevi Dalit Janata Adharbhut Vidyalay	Baudhidevi Dalit Janata Basic Vidyalay Bodhidevi Primary School , Shambhunath Saptari	21
2504	Baudhimai Nepal Rastriya Adharbhut Vidyalaya	Baudhimai Nepal Rastriya Basic School , Pokhariya Parsa	15
2505	Bauku Janata Primary school	Bauku Janata Primary school School , Khadak Saptari	21
2507	Bengasha Ma V	Bengasha Secondary School , Prasauni Bara	16
2508	Beni Bhola Model Higher Secondary School	Beni Bhola Model Higher Secondary School , Godaita Sarlahi	18
2510	Bhagawati Aa Vi Bhagawatipur Tamasuiya	Bhagawati Basic School Bhagawatipur Tamasuiya Primary Ta Su , Navarajpur Siraha	19
2511	Bhagawati Aadharbhut school	Bhagawati Basic school School , Nijgadh Bara	16
2513	Bhagawati Pimary School	Bhagawati Pimary School Primary , Kaudena Sarlahi	18
2514	Bhagawati Pra V	Bhagawati Primary School , Gadhimai Rautahat	17
2515	Bhagawati Pra Vi	Bhagawati Primary School , Balan Saptari	21
2516	Bhagawati Pra Vi	Bhagawati Primary School Shree Prempur Gonahi , Dewahi Rautahat	17
2517	Bhagawati Pra Vi Kanchanpur	Bhagawati Primary School Kanchanpur , Kanchanroop Saptari	21
2518	Bhagawati Pra Vi.Kudwa	Bhagawati Primary School.Kudwa श्री भगवति प्राथमिक विद्यालय , Gaur Rautahat	17
2519	Bhagawati Pra Vi.Rajdevi Municipality-02, Ruatahat	Bhagawati Primary School.Rajdevi Municipality-02 , Ruatahat School Rajdevi Rautahat	17
2520	Bhagbati Pra V dhankaul pachbari 2	Bhagbati Primary School dhankaul pachbari 2 , Dhankaul Sarlahi	18
2521	Bhagwati  Adharbhut Vidhalay Yogiyada	Bhagwati Basic Vidhalay Yogiyada , Bideha Dhanusha	20
2524	Bhagwati Pra V Laxmipur Bagewa	Bhagwati Primary School Laxmipur Bagewa , Laxminiya Dhanusha	20
2525	Bhagwati Pra V Manaharwa	Bhagwati Primary School Manaharwa , Godaita Sarlahi	18
2527	Bhai Gu La Ja Ma V	Bhai Gu La Ja Secondary School Bhau Lo Bathanaha , Manara Mahottari	22
2528	Bhairav Ja Ra Pra V Bikrampur	Bhairav Ja Ra Primary School Bikrampur , Aurahi Dhanusha	20
2529	Bhanu Aa Vi Bhagawanpur	Bhanu Basic School Bhagawanpur , Lahan Siraha	19
2532	Bhanu Secondary School Kisanpur,	Bhanu Secondary School Kisanpur , Kisanpur, Dhanusadham Dhanusha	20
2538	Bherukhi secondary school	Bherukhi secondary school Secondary School , Loharpatti Mahottari	22
2539	Bho Ka Ja Basic School	Bho Ka Ja Basic School , Godaita Sarlahi	18
2540	Bhojiya Devi  Basic  School Godpasara	Bhojiya Devi Basic School Godpasara V,Parsagadhi - 2 , Parsagadi Parsa	15
2541	Bhola Ma Vi Ganjbhawanipur -10	Bhola Secondary School Ganjbhawanipur -10 , Mahagadhimai Bara	16
2542	Bholanath Pra V Paraswa Tadi	Bholanath Primary School Paraswa Tadi , Jira Parsa	15
2543	Bholanath Pra Vi Pipradhi	Bholanath Primary School Pipradhi Pre , Devtal Bara	16
2544	Bhole Shankar Aadharbhut Vi, Auraha Renj	Bhole Shankar Basic School , Auraha Renj Lower Secondary Sakhuwa Parsa	15
2545	Bholeshwor Sa Pra V Manpur	Bholeshwor Sa Primary School Manpur , Basbariya Sarlahi	18
2547	Bhram Baba Pra V	Bhram Baba Primary School , Subarna Bara	16
2551	Bhubaneshwor Nath Basic School, Itiyahi	Bhubaneshwor Nath Basic School , Itiyahi Level Birgunj Parsa	15
2553	Bhuvan Ma.Vi. Theliya	Bhuvan Secondary School. Theliya , Kanchanroop Saptari	21
2554	Bhuvaneshwor Pra V	Bhuvaneshwor Primary School , Durga Rautahat	17
2556	Bidhya Jagatj Pra V	Bidhya Jagatj Primary School , Kabilasi Sarlahi	18
2559	Bidhyasati Basic (0-6) School	Bidhyasati Basic (0-6) School Primary , Manara Mahottari	22
2561	Biga Yadav Hiramati Devi Basic School	Biga Yadav Hiramati Devi Basic School Primary Titrauna , Parsagadi Parsa	15
2562	Bihrailal Pra V	Bihrailal Primary School , Dakneshwori Saptari	21
2564	Bikaram Adharbhut School, Bastpur	Bikaram Basic School , Bastpur Jeetpursimara Bara	16
2565	Bilat Bauku Ma V Madan	Bilat Bauku Secondary School Madan , Kamala Dhanusha	20
2566	Bilat Kisun pragatishil basic school	Bilat Kisun pragatishil basic school Basic School Hathipur , Sahidnagar Dhanusha	20
2567	Binda Basini Adharbhut Vi	Binda Basini Basic School Barbagog , Birgunj Parsa	15
2569	Bindeshwar Daulakhiya Basic School	Bindeshwar Daulakhiya Basic School , Balwa Mahottari	22
2571	Birendra Madhyamik Vidhyalaya, Belgachhi	Birendra Secondary School , Belgachhi Gaushala Mahottari	22
2572	Birendra Pra V	Birendra Primary School , Ishworpur Sarlahi	18
2577	Birgunj Metropolitan School for the Deaf	Birgunj Metropolitan School for the Deaf , Parsa	15
2580	Birgunj Public Ebs	Birgunj Public Ebs , Parsa	15
2584	Bishara primary school	Bishara primary school Primary School , Durga Rautahat	17
2585	Bishnu Charan Shrestha Ma Vi Belaha	Bishnu Charan Shrestha Secondary School Belaha , Kalyanpur Siraha	19
2586	Bishnu Dashai Pra V Kabilasa	Bishnu Dashai Primary School Kabilasa , Aurahi Mahottari	22
2587	Bishnu ECD Golbazar	Bishnu ECD Golbazar , Siraha	19
2588	Bishnu Janata Basic School Sukhainiya	Bishnu Janata Basic School Sukhainiya Primary , Loharpatti Mahottari	22
2589	Bishwa Jagat Pra V	Bishwa Jagat Primary School , Jira Parsa	15
2591	Bishwakarma Ra Pra V	Bishwakarma Ra Primary School , Laxminiya Dhanusha	20
2592	Bishwanath Arula Basic School Dhalkewar	Bishwanath Arula Basic School Dhalkewar Primary , Mithila Dhanusha	20
2594	Bito Mahato Janata Ma V	Bito Mahato Janata Secondary School , Jira Parsa	15
2601	Boudhi Mai Pra School	Boudhi Mai Secondary School , Garuda Rautahat	17
2602	Boudimai Pra V	Boudimai Primary School , Kalaiya Bara	16
2603	Bp Ismaliya Pra V	Bp Ismaliya Primary School , Dakneshwori Saptari	21
2604	BP Janta Basic School	BP Janta Basic School Bp Janata , Hanumannagar Saptari	21
2605	Bp Smarak Gyan Kunja Pra V	Bp Smarak Gyan Kunja Primary School , Bhangaha Mahottari	22
2606	Bp Smarak Public Ma V	Bp Smarak Public Secondary School , Hanumannagar Saptari	21
2607	Braham Pra School Saruatha	Braham Secondary School Saruatha , Yamunamai Rautahat	17
2608	Braham Pra V Parsa Pataili	Braham Primary School Parsa Pataili , Jaleshwar Mahottari	22
2609	Brahm Balbikas Kendra	Brahm Balbikas Kendra , Chandrapur Rautahat	17
2610	Brahmapuri Adharbhut Vidhyalaya, Brahmanagar	Brahmapuri Basic School , Brahmanagar Thori Parsa	15
2611	Brajamohan Jhabburam Janta Ma Vi Madar	Brajamohan Jhabburam Janta Secondary School Madar Uchcha , Siraha Siraha	19
2612	Bramhadev Ne.Ra. Aa. Vi. Kuhadi	Bramhadev Ne.Ra. Basic School Kuhadi Primary , Birgunj Parsa	15
2613	Bramhasthan Pra V	Bramhasthan Primary School , Pakahamainpur Parsa	15
2615	Brhmmai Pra V	Brhmmai Primary School , Maulapur Rautahat	17
2632	Bu. Bi. Mu. Na. Ma. Vi. Bhagawatpur Badahari	Bu. Bi. Mu. Na. Secondary School Bhagawatpur Badahari Bu Mu , Shambhunath Saptari	21
2637	Buddha Adharbhut School,Inarwasira 19	Buddha Basic School,Inarwasira 19 Primary School , Jeetpursimara Bara	16
2638	Buddha Janachetana Pra. Vi. Dadatol	Buddha Janachetana Primary School Dadatol , Dhanusadham Dhanusha	20
2641	Budheshwari Adharbhut V Harirawa	Budheshwari Basic School Harirawa , Rupani Saptari	21
2646	Chakra Janata Shahid Ganga Secondary School	Chakra Janata Shahid Ganga Secondary School , Barahathawa Sarlahi	18
2649	Chandra Jyoti English Awasiya School	Chandra Jyoti English Awasiya School , Chandrapur Rautahat	17
2650	Chandra Model School	Chandra Model School Secondary , Bodebarsain Saptari	21
2651	Chandra Narayan Yadav Aa Vi Sukhachaina	Chandra Narayan Yadav Basic School Sukhachaina Lower Secondary , Siraha Siraha	19
2652	Chandra Secondary School	Chandra Secondary School Siraha , Siraha	19
2654	Chandri Devi Aa Vi Bangthiya	Chandri Devi Basic School Bangthiya Lower Secondary , Kalyanpur Siraha	19
2657	Chaturbhujeshwor Janta Ma. V.	Chaturbhujeshwor Janta Ma. V. Uchha Secondary School , Harion Sarlahi	18
2658	Chaturbir Samudayik Pra Vi	Chaturbir Samudayik Primary School Shree , Dewahi Rautahat	17
2661	Chetapunkaliya Adarsha Adharbhut Vidyalaya	Chetapunkaliya Adarsha Basic School Primary , Phatuwa Rautahat	17
2662	Chetnarayan Surya Narayan Pra V Hariduwa	Chetnarayan Surya Narayan Primary School Hariduwa , Mahottari Mahottari	22
2671	Children Glory Public Academy	Children Glory Public Academy , Aurahi Mahottari	22
2679	Children's Paradise English Boarding School Suga	Children's Paradise English Boarding School Suga Children S , Jaleshwar Mahottari	22
2685	Chitragupta Sa Pra V	Chitragupta Sa Primary School , Chandranagar Sarlahi	18
2686	Chulahai Maya Basic School Sarpallo	Chulahai Maya Basic School Sarpallo Primary , Manara Mahottari	22
2687	Chumman Hari Janta Secondary School	Chumman Hari Janta Secondary School Janata MainaKarderi , Tirhut-2 Saptari Tirahut Saptari	21
2688	Chure Janata Adhar V	Chure Janata Basic School , Harion Sarlahi	18
2689	Chure Janta Pra V	Chure Janta Primary School , Lalbandi Sarlahi	18
2691	Citizen Academy	Citizen Academy , Kalaiya Bara	16
2697	Civil English School	Civil English School , Garuda Rautahat	17
2713	Crimson Kids Academy	Crimson Kids Academy , Agnisair Saptari	21
2715	D I Public School	D I Public School , Janakpurdham Dhanusha	20
2722	Dalit  Rastriya Adharbhut Bidyalaya Inrwa Hanumannagar Kankalini-11 (Saptar) i	Dalit Rastriya Basic School Inrwa Hanumannagar Kankalini-11 (Saptar) i Ra Primary , Saptari	21
2723	Dalit Adharbhut Vidyalaya Gamhariya	Dalit Basic School Gamhariya Primary , Phatuwa Rautahat	17
2724	Dalit Adharbhut Vidyalaya sitalpur	Dalit Basic School sitalpur Primary Sitalpur 3 , Phatuwa Rautahat	17
2725	Dalit Basic School Muksar	Dalit Basic School Muksar , Golbazar Siraha	19
2726	Dalit Bhanubhakta Aa Vi DadaTole	Dalit Bhanubhakta Basic School DadaTole , Lahan Siraha	19
2727	Dalit Deep Aa Vi Sukhachaina	Dalit Deep Basic School Sukhachaina Primary , Siraha Siraha	19
2728	Dalit Ja Jati Uthan Pra V	Dalit Ja Jati Uthan Primary School , Loharpatti Mahottari	22
2729	Dalit Jan Sa Pra V Kamalpatti	Dalit Jan Sa Primary School Kamalpatti , Brindaban Rautahat	17
2730	Dalit Jana Jagaran Adharbhut Vidyalaya	Dalit Jana Jagaran Basic School , Chandrapur Rautahat	17
2731	Dalit Jana Kalyan Pra V	Dalit Jana Kalyan Primary School , Kalaiya Bara	16
2732	Dalit Janata Aadharnhut Vidhyalay ChoraKoyalpur	Dalit Janata ABasicnhut Vidhyalay ChoraKoyalpur Primary School Chora Koyalpur , Sahidnagar Dhanusha	20
2733	Dalit Janata Adharbhut V Pokhariya	Dalit Janata Basic School Pokhariya Primary , Surunga Saptari	21
2734	Dalit Janjati Aa Vi Kudwa	Dalit Janjati Basic School Kudwa Primary , Dhangadhimai Siraha	19
2735	Dalit Janta Pra V Bhatuliya	Dalit Janta Primary School Bhatuliya , Ekdara Mahottari	22
2736	Dalit Kanya  Pra Vi	Dalit Kanya Primary School Kalyan , Rajdevi Rautahat	17
2737	Dalit Mukti Adharbhut Vidhyalaya Ramban	Dalit Mukti Basic School Ramban Primary , Birgunj Parsa	15
2738	Dalit Mukti Basic  School Harpur	Dalit Mukti Basic School Harpur , Parsagadi Parsa	15
2739	Dalit Mukti Basic Shool	Dalit Mukti Basic Shool Primary School , Parsagadi Parsa	15
2740	Dalit Ne Pra V	Dalit Ne Primary School , Subarna Bara	16
2741	Dalit Pra  Vi Harpur	Dalit Primary School Harpur Pre , Pachrauta Bara	16
2742	Dalit Pra School, Balirampur	Dalit Secondary School , Balirampur Katahariya Rautahat	17
2743	Dalit Pra V brahampuri 3	Dalit Primary School brahampuri 3 , Kalaiya Bara	16
2744	Dalit Pra V Lokhram Mushari Tole	Dalit Primary School Lokhram Mushari Tole , Chhinnamasta Saptari	21
2745	Dalit Pra V Musahartole	Dalit Primary School Musahartole , Ishworpur Sarlahi	18
2746	Dalit Pra V Pipra	Dalit Primary School Pipra , Mahottari	22
2747	Dalit Pra V Raghunathpur	Dalit Primary School Raghunathpur , Sabaila Dhanusha	20
2748	Dalit Pra. Vi. Sonigama	Dalit Primary School Sonigama , Hansapur Dhanusha	20
2749	Dalit Ra Pra School	Dalit Ra Secondary School , Kanchanroop Saptari	21
2750	Dalit Ra Pra V Lakkad	Dalit Ra Primary School Lakkad , Kamala Dhanusha	20
2751	Dalit Sa Pra V,Barahathawa 08	Dalit Sa Primary School,Barahathawa 08 Dalita School , Barahathawa Sarlahi	18
2752	Dalit Uthan Aa Vi Thenghi	Dalit Uthan Basic School Thenghi Primary , Siraha Siraha	19
2753	Dalit Uthan Adharbhut Vi Sonama-7, Maintol	Dalit Uthan Basic School Sonama-7 , Maintol Primary Maintole Sonama Mahottari	22
2754	Dalit Utpidit Janajati Aa Vi Fulbariya	Dalit Utpidit Janajati Basic School Fulbariya Primary , Navarajpur Siraha	19
2755	Dalit Utthan Pra School Bhangha	Dalit Utthan Secondary School Bhangha , Gujara Rautahat	17
2756	Dalit Utthan Pra V	Dalit Utthan Primary School , Durga Rautahat	17
2757	Dalit Utthan Pra V Shrisiya	Dalit Utthan Primary School Shrisiya , Pokhariya Parsa	15
2758	Dambar Devi Pra V	Dambar Devi Primary School , Kanchanroop Saptari	21
2765	Darul Olum Nuri Barkati Janakpur	Darul Olum Nuri Barkati Janakpur , Janakpurdham Dhanusha	20
2766	Darul ulam Rajara mustafa madarssa manharwa	Darul ulam Rajara mustafa madarssa manharwa , Karjanha Siraha	19
2767	Darul Ulom Kadariya Nusal Islam	Darul Ulom Kadariya Nusal Islam , Dhanusadham Dhanusha	20
2769	Darul Ulum Amzadiya Nurinagar	Darul Ulum Amzadiya Nurinagar , Bideha Dhanusha	20
2771	Darul Ulum Madarasa Gulsan Reja-23	Darul Ulum Madarasa Gulsan Reja-23 Reja , Janakpurdham Dhanusha	20
2773	Dasharath Adharbhut Vidyalaya	Dasharath Basic School Primary , Phatuwa Rautahat	17
2776	Daya Ram Dhanmanti Pra. V. Pachhgachhiya	Daya Ram Dhanmanti Primary School Pachhgachhiya , Kabilasi Sarlahi	18
2780	Deep Jyoti Primary Shoool	Deep Jyoti Primary Shoool School , Chandrapur Rautahat	17
2781	Deep Narayan Adarsha Ma V, Auraha Panchgawa	Deep Narayan Adarsha Secondary School , Auraha Panchgawa Sakhuwa Parsa	15
2784	Deurali  Ma Vi Bardibas	Deurali Secondary School Bardibas Uchha , Mahottari	22
2785	Deurali Aa Vi Ghurmi	Deurali Basic School Ghurmi Primary , Mirchaiya Siraha	19
2786	Deurali Aa Vi Sanestar	Deurali Basic School Sanestar Primary , Dhangadhimai Siraha	19
2788	Deurali Primary School	Deurali Primary School , Harion Sarlahi	18
2789	Deurali Secondary School Chure	Deurali Secondary School Chure Chandani Chowk , Mithila Dhanusha	20
2791	Devi Mai Pra V Lakhanpur	Devi Mai Primary School Lakhanpur , Sakhuwa Parsa	15
2792	Devisthan Pra V Karmadandi	Devisthan Primary School Karmadandi , Lalbandi Sarlahi	18
2794	Devki Namuna Aadharbhut Vi.Bateshwor-3	Devki Namuna Basic Vi.Bateshwor-3 Primary School , Bateswor Dhanusha	20
2795	Devnarayan basic school	Devnarayan basic school Primary School , Malangwa Sarlahi	18
2796	Devnarayan Ganiya aa VBasic School	Devnarayan Ganiya Basic SchoolBasic School Anuina , Karaiyamai Bara	16
2798	Dewaki Devi Samudayik Pra V School Tol	Dewaki Devi Samudayik Primary School Tol , Ishworpur Sarlahi	18
2800	Dhamiyain Ma Vi Maheshpur Patari	Dhamiyain Secondary School Maheshpur Patari , Laxmipur Siraha	19
2801	Dhan Laxmi Pra V	Dhan Laxmi Primary School , Katahariya Rautahat	17
2808	Dhatatol Ra Pra V Pidari	Dhatatol Ra Primary School Pidari , Janakpurdham Dhanusha	20
2814	Dihabar Baba Basic School (0-2) Ramdaiya Bhawani	Dihabar Baba Basic School (0-2) Ramdaiya Bhawani Primary , Kshireshwarnath Dhanusha	20
2816	Dihawar Ra Pra V Belha	Dihawar Ra Primary School Belha , Bishnupur Saptari	21
2817	Dihbar Ra Pra Vi Rupnagar	Dihbar Ra Primary School Rupnagar Sidhpur , Kanchanroop Saptari	21
2819	Dinabhadri Basic School Barchhawa	Dinabhadri Basic School Barchhawa , Naraha Siraha	19
2833	Divya Kanya  secondary school	Divya Kanya secondary school Technical , Kalikamai Parsa	15
2836	Diwas Dip Dalit Pra. Vi. Banigama	Diwas Dip Dalit Primary School Banigama Deep , Laxminiya Dhanusha	20
2841	Dorik Janata Aadharbhut Vi Gothbanauli	Dorik Janata Basic School Gothbanauli Lower Secondary , Ramgopalpur Mahottari	22
2842	Dreamland Academy	Dreamland Academy , Nijgadh Bara	16
2846	Dular Devi Mai Pra V Bachhanpurwa	Dular Devi Mai Primary School Bachhanpurwa , Kolhabi Bara	16
2848	Dularimai Aadharbhut School Basdilawa	Dularimai Basic School Basdilawa Ne Ra , Jeetpursimara Bara	16
2850	Durga  Ma V	Durga Secondary School Uchha , Manara Mahottari	22
2851	Durga Khobhari Janata Secondary	Durga Khobhari Janata Secondary School , Chandranagar Sarlahi	18
2852	Durga Ma. Vi. Thadatole	Durga Secondary School Thadatole Thadatole,Chandrapur , Chandrapur Rautahat	17
2853	Durga Pra V	Durga Primary School , Jaganathpur Parsa	15
2855	Durga Samudayik Adhar V	Durga Samudayik Basic School , Garuda Rautahat	17
2857	Durga saraswati janata Ma Vi Kisanpur Katanini,Barahathawa 10	Durga saraswati janata Secondary School Kisanpur Katanini,Barahathawa 10 Basic Katani , Barahathawa Sarlahi	18
2859	Durga Secondary School,Barewa-Bairiya	Durga Secondary School,Barewa-Bairiya School , Kalaiya Bara	16
2861	Dwar Devi Ma Vi Alau	Dwar Devi Secondary School Alau , Birgunj Parsa	15
2862	Dwarika Adharbhut Vidyalaya Raghunathpur	Dwarika Basic School Raghunathpur , Sabaila Dhanusha	20
2874	Einstine Ebs	Einstine Ebs , Janakpurdham Dhanusha	20
2875	Ekata Prarmbhik Balbikas Kendra	Ekata Prarmbhik Balbikas Kendra , Chandrapur Rautahat	17
2878	Eklavya basic 0-3 School Haridarshan Tengar	Eklavya basic 0-3 School Haridarshan Tengar Ek Primary , Ramgopalpur Mahottari	22
2885	Eshlamiya Pra V Khan Tole	Eshlamiya Primary School Khan Tole , Rajgadh Saptari	21
2905	Fajul Gurba Madrassa Pra V	Fajul Gurba Madrassa Primary School , Matihani Mahottari	22
2906	Fakir Chand Gami Ma Vi Barkurba	Fakir Chand Gami Secondary School Barkurba F C G , Sabaila Dhanusha	20
2907	Fakira Giri RaJeshwar Giri Secondary School, Nagaul Jeetpur	Fakira Giri RaJeshwar Secondary School , Nagaul Jeetpur Jeetpursimara Bara	16
2911	Fhakira Sitalmai	Fhakira Sitalmai , Kabilasi Sarlahi	18
2914	Fuhilal Pra V Lohana	Fuhilal Primary School Lohana , Janakpurdham Dhanusha	20
2922	Gadabadhamai Adharbhut Vidhalaye	Gadabadhamai Basic Vidhalaye Primary School , Mahagadhimai Bara	16
2924	Gadhi Bhagawati Aadharbhut Vi Sakhuwaniya	Gadhi Bhagawati Basic School Sakhuwaniya Primary , Sakhuwa Parsa	15
2925	Gadhi Bhagawati Pra V Sakhuwa Prasauni	Gadhi Bhagawati Primary School Sakhuwa Prasauni , Parsa	15
2926	Gadhi Mai Adharbhut Vidhalay	Gadhi Mai Basic Vidhalay Gadimai School Tiyartole , Karaiyamai Bara	16
2927	Gadhimai Mahendra Ma V	Gadhimai Mahendra Secondary School , Mahagadhimai Bara	16
2928	Gadhimai Ne Pra V Pataura	Gadhimai Ne Primary School Pataura , Kalaiya Bara	16
2929	Gadi Mai Adhar V	Gadi Mai Basic School Gade , Gadhimai Rautahat	17
2930	Gadimai Adharbhu Vidhyalaya Bariyarpu	Gadimai Basicbhu School Bariyarpu Ne Primary Dehitole , Mahagadhimai Bara	16
2931	Gadimai Pra V Pachim Dhekuli	Gadimai Primary School Pachim Dhekuli , Paterwasugauli Parsa	15
2941	Galaxy Public School	Galaxy Public School , Gadhimai Rautahat	17
2944	Ganesh Aa Vi Bastipur	Ganesh Basic School Bastipur Shree –13 , Lahan Siraha	19
2945	Ganesh Aadharbhut vidhalaya	Ganesh Basic vidhalaya Primary School , Jaleshwar Mahottari	22
2950	Ganga Ra Pra V Tarahi	Ganga Ra Primary School Tarahi , Dhanauji Dhanusha	20
2951	Ganjoti Adarsh Pra V	Ganjoti Adarsh Primary School , Prasauni Bara	16
2956	Gauri Narayan Aadharvut Vidhyalay (0-6) Mahendranagar	Gauri Narayan Basic Vidhyalay (0-6) Mahendranagar Primary School , Kshireshwarnath Dhanusha	20
2957	Gauri Shankar Pra V	Gauri Shankar Primary School , Ishworpur Sarlahi	18
2958	Gauri Shankar Secondary School	Gauri Shankar Secondary School , Nijgadh Bara	16
2959	Gauri Shankar Secondary School	Gauri Shankar Secondary School Bidyanagar , Nijgadh Bara	16
2960	Gaurishankar Primary School	Gaurishankar Primary School , Bagmati Sarlahi	18
2963	Gautam budha English Boarding school,Barahathawa8	Gautam budha English Boarding school,Barahathawa8 , Barahathawa Sarlahi	18
2971	Gayatri Pragyapith Gurukul Pra V Kurtha	Gayatri Pragyapith Gurukul Primary School Kurtha , Janakpurdham Dhanusha	20
2972	Gayatribeli Aadharbhut Vidhyalay, Rajbiraj 10	Gayatribeli Basic Vidhyalay , Rajbiraj 10 Gayatri Ja Primary School Saptari	21
2973	Gaynoday Pra V	Gaynoday Primary School , Ishworpur Sarlahi	18
2977	Geyalal Basic school	Geyalal Basic school Primary School Bode barsain-5,Saptari , Bodebarsain Saptari	21
2980	GIC Academy	GIC Academy , Lalbandi Sarlahi	18
2982	Girja Pra V	Girja Primary School , Bindabasini Parsa	15
2989	Global Tejpunj Shishu Sadan	Global Tejpunj Shishu Sadan , Janaknandini Dhanusha	20
2991	Gobardhan Bairagi Janata Secondary School	Gobardhan Bairagi Janata Secondary School Go Bai , Saptakoshi Saptari	21
2996	Gogal Prasad Model Sec School, Janakpurdham-24, Basahiya	Gogal Prasad Model Sec School , Janakpurdham-24 Basahiya Gopal Uchha Secondary Janakpurdham Dhanusha	20
21011	Goldred Pra V Kudwa	Goldred Primary School Kudwa , Pachrauta Bara	16
21015	Gopal Babu English Medium School-kalaiya motibag-1	Gopal Babu English Medium School-kalaiya motibag-1 , Kalaiya Bara	16
21016	Gopal Saryug Nayak Janata Ma Vi Bhediya	Gopal Saryug Nayak Janata Secondary School Bhediya , Kalyanpur Siraha	19
21017	Goraiya Basic School Bhaur Kataiya	Goraiya Basic School Bhaur Kataiya , Sakhuwanankarkatti Siraha	19
21020	Govinda Baba Pra V	Govinda Baba Primary School , Pachrauta Bara	16
21023	Gramin Pra Vi	Gramin Primary School Shree Khaptole , Dewahi Rautahat	17
21024	Gramin Utthan Pra V	Gramin Utthan Primary School , Karaiyamai Bara	16
21034	Green valley  Ebs	Green valley Ebs , Kalaiya Bara	16
21036	Grihini Ma Vi, sukhepokari	Grihini Secondary School , sukhepokari Harion Sarlahi	18
21043	Gurudev Ja. Pra. Vi. Sugakatti	Gurudev Ja. Primary School Sugakatti Ja , Hansapur Dhanusha	20
21052	Gurukul Pathshala Angeraji Awasiya Vidhyalaya	Gurukul Pathshala Angeraji Awasiya School , Sabaila Dhanusha	20
21056	Gyan Batika siksha sadan	Gyan Batika siksha sadan , Gujara Rautahat	17
21057	Gyan Deep Bording School	Gyan Deep Bording School , Ishanath Rautahat	17
